vertlife species,original names,updated names,present in tree,changed names
Macaca nemestrina,,,,
Macaca nigra,,,,
Macaca nigrescens,,,,
Macaca ochreata,,,,
Macaca pagensis,,,,
Macaca radiata,,,,
Macaca siberu,,,,
Macaca silenus,,,,
Macaca sinica,,,,
Macaca sylvanus,,,,
Macaca thibetana,,,,
Macaca tonkeana,,,,
Macroderma gigas,,,,
Macrogalidia musschenbroekii,,,,
Macroglossus minimus,,,,
Macroglossus sobrinus,,,,
Macrophyllum macrophyllum,,,,
Macropus agilis,,,,
Macropus antilopinus,,,,
Macropus bernardus,,,,
Macropus dorsalis,,,,
Macropus eugenii,,,,
Macropus fuliginosus,,,,
Macropus giganteus,,,,
Macropus greyi,,,,
Macropus irma,,,,
Macropus parma,,,,
Macropus parryi,,,,
Macropus robustus,,,,
Macropus rufogriseus,,,,
Macropus rufus,,,,
Macroscelides flavicaudatus,,,,
Macroscelides micus,,,,
Macroscelides proboscideus,,,,
Macrotarsomys bastardi,,,,
Macrotarsomys ingens,,,,
Macrotarsomys petteri,,,,
Macrotis lagotis,,,,
Macrotis leucura,,,,
Macrotus californicus,,,,
Macrotus waterhousii,,,,
Macruromys elegans,,,,
Macruromys major,,,,
Madoqua guentheri,,,,
Madoqua kirkii,,,,
Madoqua piacentinii,,,,
Madoqua saltiana,,,,
Madromys blanfordi,,,,
Makalata didelphoides,,,,
Makalata macrura,,,,
Makalata obscura,,,,
Malacomys cansdalei,,,,
Malacomys edwardsi,,,,
Malacomys longipes,,,,
Malacothrix typica,,,,
Mallomys aroaensis,,,,
Mallomys gunung,,,,
Mallomys istapantap,,,,
Mallomys rothschildi,,,,
Malpaisomys insularis,,,,
Mammelomys lanosus,,,,
Mammelomys rattoides,,,,
Mammut americanum,,,,
Mammuthus columbi,,,,
Mammuthus primigenius,,,,
Mandrillus leucophaeus,,,,
Mandrillus sphinx,,,,
Manis crassicaudata,,,,
Manis culionensis,,,,
Manis javanica,,,,
Manis pentadactyla,,,,
Margaretamys beccarii,,,,
Margaretamys christinae,,,,
Margaretamys elegans,,,,
Margaretamys parvus,,,,
Marmosa alstoni,,,,
Marmosa andersoni,,,,
Marmosa constantiae,,,,
Marmosa demerarae,,,,
Marmosa lepida,,,,
Marmosa mexicana,,,,
Marmosa murina,,,,
Marmosa paraguayanus,,,,
Marmosa phaea,,,,
Marmosa quichua,,,,
Marmosa regina,,,,
Marmosa robinsoni,,,,
Marmosa rubra,,,,
Marmosa tyleriana,,,,
Marmosa xerophila,,,,
Marmosops bishopi,,,,
Marmosops cracens,,,,
Marmosops creightoni,,,,
Marmosops fuscatus,,,,
Marmosops handleyi,,,,
Marmosops impavidus,,,,
Marmosops incanus,,,,
Marmosops invictus,,,,
Marmosops juninensis,,,,
Marmosops neblina,,,,
Marmosops noctivagus,,,,
Marmosops ocellatus,,,,
Marmosops pakaraimae,,,,
Marmosops parvidens,,,,
Marmosops paulensis,,,,
Marmosops pinheiroi,,,,
Marmota baibacina,,,,
Marmota bobak,,,,
Marmota broweri,,,,
Marmota caligata,,,,
Marmota camtschatica,,,,
Marmota caudata,,,,
Marmota flaviventris,,,,
Marmota himalayana,,,,
Marmota marmota,,,,
Marmota menzbieri,,,,
Marmota monax,,,,
Marmota olympus,,,,
Marmota sibirica,,,,
Marmota vancouverensis,,,,
Martes americana,,,,
Martes flavigula,,,,
Martes foina,,,,
Martes gwatkinsii,,,,
Martes martes,,,,
Martes melampus,,,,
Martes pennanti,,,,
Martes zibellina,,,,
Massoutiera mzabi,,,,
Mastacomys fuscus,,,,
Mastomys awashensis,,,,
Mastomys coucha,,,,
Mastomys erythroleucus,,,,
Mastomys huberti,,,,
Mastomys kollmannspergeri,,,,
Mastomys natalensis,,,,
Mastomys pernanus,,,,
Mastomys shortridgei,,,,
Maxomys alticola,,,,
Maxomys baeodon,,,,
Maxomys bartelsii,,,,
Maxomys dollmani,,,,
Maxomys hellwaldii,,,,
Maxomys hylomyoides,,,,
Maxomys inas,,,,
Maxomys inflatus,,,,
Maxomys moi,,,,
Maxomys musschenbroekii,,,,
Maxomys ochraceiventer,,,,
Maxomys pagensis,,,,
Maxomys panglima,,,,
Maxomys rajah,,,,
Maxomys surifer,,,,
Maxomys tajuddinii,,,,
Maxomys wattsi,,,,
Maxomys whiteheadi,,,,
Mazama americana,,,,
Mazama bororo,,,,
Mazama bricenii,,,,
Mazama chunyi,,,,
Mazama gouazoubira,,,,
Mazama nana,,,,
Mazama nemorivaga,,,,
Mazama pandora,,,,
Mazama rufina,,,,
Mazama temama,,,,
Megadendromus nikolausi,,,,
Megaderma lyra,,,,
Megaderma spasma,,,,
Megadontomys cryophilus,,,,
Megadontomys nelsoni,,,,
Megadontomys thomasi,,,,
Megaerops ecaudatus,,,,
Megaerops kusnotoi,,,,
Megaerops niphanae,,,,
Megaerops wetmorei,,,,
Megaladapis edwardsi,,,,
Megaloceros giganteus,,,,
Megaloglossus azagnyi,,,,
Megaloglossus woermanni,,,,
Megalomys desmarestii,,,,
Megalomys luciae,,,,
Megaoryzomys curioi,,,,
Megaptera novaeangliae,,,,
Megasorex gigas,,,,
Melanomys caliginosus,,,,
Melanomys robustulus,,,,
Melanomys zunigae,,,,
Melasmothrix naso,,,,
Meles anakuma,,,,
Meles leucurus,,,,
Meles meles,,,,
Mellivora capensis,,,,
Melogale cucphuongensis,,,,
Melogale everetti,,,,
Melogale moschata,,,,
Melogale orientalis,,,,
Melogale personata,,,,
Melomys aerosus,,,,
Melomys arcium,,,,
Melomys bannisteri,,,,
Melomys bougainville,,,,
Melomys burtoni,,,,
Melomys capensis,,,,
Melomys caurinus,,,,
Melomys cervinipes,,,,
Melomys cooperae,,,,
Melomys dollmani,,,,
Melomys fraterculus,,,,
Melomys frigicola,,,,
Melomys fulgens,,,,
Melomys howi,,,,
Melomys leucogaster,,,,
Melomys lutillus,,,,
Melomys matambuai,,,,
Melomys obiensis,,,,
Melomys paveli,,,,
Melomys rubicola,,,,
Melomys rufescens,,,,
Melomys talaudium,,,,
Melonycteris fardoulisi,,,,
Melonycteris melanops,,,,
Melonycteris woodfordi,,,,
Melursus ursinus,,,,
Menetes berdmorei,,,,
Mephitis macroura,,,,
Mephitis mephitis,,,,
Meriones arimalius,,,,
Meriones chengi,,,,
Meriones crassus,,,,
Meriones dahli,,,,
Meriones grandis,,,,
Meriones hurrianae,,,,
Meriones libycus,,,,
Meriones meridianus,,,,
Meriones persicus,,,,
Meriones rex,,,,
Meriones sacramenti,,,,
Meriones shawi,,,,
Meriones tamariscinus,,,,
Meriones tristrami,,,,
Meriones unguiculatus,,,,
Meriones vinogradovi,,,,
Meriones zarudnyi,,,,
Mesechinus dauuricus,,,,
Mesechinus hughi,,,,
Mesembriomys gouldii,,,,
Mesembriomys macrurus,,,,
Mesocapromys angelcabrerai,,,,
Mesocapromys auritus,,,,
Mesocapromys melanurus,,,,
Mesocapromys nanus,,,,
Mesocapromys sanfelipensis,,,,
Mesocricetus auratus,,,,
Mesocricetus brandti,,,,
Mesocricetus newtoni,,,,
Mesocricetus raddei,,,,
Mesomys hispidus,,,,
Mesomys leniceps,,,,
Mesomys occultus,,,,
Mesomys stimulax,,,,
Mesophylla macconnelli,,,,
Mesoplodon bidens,,,,
Mesoplodon bowdoini,,,,
Mesoplodon carlhubbsi,,,,
Mesoplodon densirostris,,,,
Mesoplodon europaeus,,,,
Mesoplodon ginkgodens,,,,
Mesoplodon grayi,,,,
Mesoplodon hectori,,,,
Mesoplodon layardii,,,,
Mesoplodon mirus,,,,
Mesoplodon perrini,,,,
Mesoplodon peruvianus,,,,
Mesoplodon stejnegeri,,,,
Mesoplodon traversii,,,,
Metachirus nudicaudatus,,,,
Mico acariensis,,,,
Mico argentatus,,,,
Mico chrysoleucus,,,,
Mico emiliae,,,,
Mico humeralifer,,,,
Mico intermedius,,,,
Mico leucippe,,,,
Mico manicorensis,,,,
Mico marcai,,,,
Mico mauesi,,,,
Mico melanurus,,,,
Mico nigriceps,,,,
Mico rondoni,,,,
Mico saterei,,,,
Microakodontomys transitorius,,,,
Microcavia australis,,,,
Microcavia niata,,,,
Microcavia shiptoni,,,,
Microcebus arnholdi,,,,
Microcebus berthae,,,,
Microcebus bongolavensis,,,,
Microcebus danfossi,,,,
Microcebus gerpi,,,,
Microcebus griseorufus,,,,
Microcebus jollyae,,,,
Microcebus lehilahytsara,,,,
Microcebus macarthurii,,,,
Microcebus mamiratra,,,,
Microcebus margotmarshae,,,,
Microcebus marohita,,,,
Microcebus mittermeieri,,,,
Microcebus murinus,,,,
Microcebus myoxinus,,,,
Microcebus ravelobensis,,,,
Microcebus rufus,,,,
Microcebus sambiranensis,,,,
Microcebus simmonsi,,,,
Microcebus tanosi,,,,
Microcebus tavaratra,,,,
Microdillus peeli,,,,
Microdipodops megacephalus,,,,
Microdipodops pallidus,,,,
Microgale brevicaudata,,,,
Microgale cowani,,,,
Microgale dobsoni,,,,
Microgale drouhardi,,,,
Microgale dryas,,,,
Microgale fotsifotsy,,,,
Microgale gracilis,,,,
Microgale grandidieri,,,,
Microgale gymnorhyncha,,,,
Microgale jenkinsae,,,,
Microgale jobihely,,,,
Microgale longicaudata,,,,
Microgale majori,,,,
Microgale monticola,,,,
Microgale nasoloi,,,,
Microgale parvula,,,,
Microgale principula,,,,
Microgale pusilla,,,,
Microgale soricoides,,,,
Microgale taiva,,,,
Microgale talazaci,,,,
Microgale thomasi,,,,
Microhydromys argenteus,,,,
Microhydromys richardsoni,,,,
Micromys minutus,,,,
Micronycteris brosseti,,,,
Micronycteris buriri,,,,
Micronycteris giovanniae,,,,
Micronycteris hirsuta,,,,
Micronycteris matses,,,,
Micronycteris megalotis,,,,
Micronycteris microtis,,,,
Micronycteris minuta,,,,
Micronycteris sanborni,,,,
Micronycteris schmidtorum,,,,
Micronycteris yatesi,,,,
Microperoryctes aplini,,,,
Microperoryctes longicauda,,,,
Microperoryctes murina,,,,
Microperoryctes papuensis,,,,
Micropotamogale lamottei,,,,
Micropotamogale ruwenzorii,,,,
Micropteropus intermedius,,,,
Micropteropus pusillus,,,,
Microryzomys altissimus,,,,
Microryzomys minutus,,,,
Microsciurus alfari,,,,
Microsciurus flaviventer,,,,
Microsciurus mimulus,,,,
Microsciurus santanderensis,,,,
Microtus abbreviatus,,,,
Microtus agrestis,,,,
Microtus anatolicus,,,,
Microtus arvalis,,,,
Microtus bavaricus,,,,
Microtus brachycercus,,,,
Microtus breweri,,,,
Microtus cabrerae,,,,
Microtus californicus,,,,
Microtus canicaudus,,,,
Microtus chrotorrhinus,,,,
Microtus clarkei,,,,
Microtus daghestanicus,,,,
Microtus dogramacii,,,,
Microtus duodecimcostatus,,,,
Microtus evoronensis,,,,
Microtus felteni,,,,
Microtus fortis,,,,
Microtus gerbei,,,,
Microtus gregalis,,,,
Microtus guatemalensis,,,,
Microtus guentheri,,,,
Microtus hyperboreus,,,,
Microtus ilaeus,,,,
Microtus irani,,,,
Microtus kikuchii,,,,
Microtus levis,,,,
Microtus liechtensteini,,,,
Microtus limnophilus,,,,
Microtus longicaudus,,,,
Microtus lusitanicus,,,,
Microtus majori,,,,
Microtus maximowiczii,,,,
Microtus mexicanus,,,,
Microtus middendorffii,,,,
Microtus miurus,,,,
Microtus mongolicus,,,,
Microtus montanus,,,,
Microtus montebelli,,,,
Microtus mujanensis,,,,
Microtus multiplex,,,,
Microtus nasarovi,,,,
Microtus oaxacensis,,,,
Microtus ochrogaster,,,,
Microtus oeconomus,,,,
Microtus oregoni,,,,
Microtus paradoxus,,,,
Microtus pennsylvanicus,,,,
Microtus pinetorum,,,,
Microtus qazvinensis,,,,
Microtus quasiater,,,,
Microtus richardsoni,,,,
Microtus sachalinensis,,,,
Microtus savii,,,,
Microtus schelkovnikovi,,,,
Microtus schidlovskii,,,,
Microtus socialis,,,,
Microtus subterraneus,,,,
Microtus tatricus,,,,
Microtus thomasi,,,,
Microtus townsendii,,,,
Microtus transcaspicus,,,,
Microtus umbrosus,,,,
Microtus xanthognathus,,,,
Millardia gleadowi,,,,
Millardia kathleenae,,,,
Millardia kondana,,,,
Millardia meltada,,,,
Mimetillus moloneyi,,,,
Mimon bennettii,,,,
Mimon cozumelae,,,,
Mimon crenulatum,,,,
Mimon koepckeae,,,,
Mindomys hammondi,,,,
Miniopterus aelleni,,,,
Miniopterus ambohitrensis,,,,
Miniopterus australis,,,,
Miniopterus brachytragos,,,,
Miniopterus egeri,,,,
Miniopterus fraterculus,,,,
Miniopterus fuliginosus,,,,
Miniopterus fuscus,,,,
Miniopterus gleni,,,,
Miniopterus griffithsi,,,,
Miniopterus griveaudi,,,,
Miniopterus inflatus,,,,
Miniopterus macrocneme,,,,
Miniopterus maghrebensis,,,,
Miniopterus magnater,,,,
Miniopterus mahafaliensis,,,,
Miniopterus majori,,,,
Miniopterus manavi,,,,
Miniopterus medius,,,,
Miniopterus minor,,,,
Miniopterus mossambicus,,,,
Miniopterus natalensis,,,,
Miniopterus newtoni,,,,
Miniopterus oceanensis,,,,
Miniopterus paululus,,,,
Miniopterus petersoni,,,,
Miniopterus pusillus,,,,
Miniopterus robustior,,,,
Miniopterus schreibersii,,,,
Miniopterus shortridgei,,,,
Miniopterus sororculus,,,,
Miniopterus tristis,,,,
Miopithecus ogouensis,,,,
Miopithecus talapoin,,,,
Miracinonyx trumani,,,,
Mirimiri acrodonta,,,,
Mirounga angustirostris,,,,
Mirounga leonina,,,,
Mirza coquereli,,,,
Mirza zaza,,,,
Mirzamys louiseae,,,,
Mirzamys norahae,,,,
Mogera etigo,,,,
Mogera imaizumii,,,,
Mogera insularis,,,,
Mogera kanoana,,,,
Mogera robusta,,,,
Mogera tokudae,,,,
Mogera uchidai,,,,
Mogera wogura,,,,
Molossops aequatorianus,,,,
Molossops mattogrossensis,,,,
Molossops neglectus,,,,
Molossops temminckii,,,,
Molossus alvarezi,,,,
Molossus aztecus,,,,
Molossus barnesi,,,,
Molossus coibensis,,,,
Molossus currentium,,,,
Molossus molossus,,,,
Molossus pretiosus,,,,
Molossus rufus,,,,
Molossus sinaloae,,,,
Monachus monachus,,,,
Monodelphis adusta,,,,
Monodelphis americana,,,,
Monodelphis arlindoi,,,,
Monodelphis brevicaudata,,,,
Monodelphis dimidiata,,,,
Monodelphis domestica,,,,
Monodelphis emiliae,,,,
Monodelphis gardneri,,,,
Monodelphis glirina,,,,
Monodelphis handleyi,,,,
Monodelphis iheringi,,,,
Monodelphis kunsi,,,,
Monodelphis maraxina,,,,
Monodelphis osgoodi,,,,
Monodelphis palliolata,,,,
Monodelphis peruviana,,,,
Monodelphis reigi,,,,
Monodelphis ronaldi,,,,
Monodelphis rubida,,,,
Monodelphis sanctaerosae,,,,
Monodelphis scalops,,,,
Monodelphis theresa,,,,
Monodelphis umbristriatus,,,,
Monodelphis unistriatus,,,,
Monodon monoceros,,,,
Monophyllus plethodon,,,,
Monophyllus redmani,,,,
Monticolomys koopmani,,,,
Mops bakarii,,,,
Mops brachypterus,,,,
Mops condylurus,,,,
Mops congicus,,,,
Mops demonstrator,,,,
Mops leucostigma,,,,
Mops midas,,,,
Mops mops,,,,
Mops nanulus,,,,
Mops niangarae,,,,
Mops niveiventer,,,,
Mops petersoni,,,,
Mops sarasinorum,,,,
Mops spurrelli,,,,
Mops thersites,,,,
Mops trevori,,,,
Mormoops blainvillei,,,,
Mormoops megalophylla,,,,
Mormopterus acetabulosus,,,,
Mormopterus beccarii,,,,
Mormopterus doriae,,,,
Mormopterus eleryi,,,,
Mormopterus francoismoutoui,,,,
Mormopterus halli,,,,
Mormopterus jugularis,,,,
Mormopterus kitcheneri,,,,
Mormopterus loriae,,,,
Mormopterus lumsdenae,,,,
Mormopterus minutus,,,,
Mormopterus norfolkensis,,,,
Mormopterus phrudus,,,,
Mormopterus planiceps,,,,
Moschiola indica,,,,
Moschiola kathygre,,,,
Moschiola meminna,,,,
Moschus anhuiensis,,,,
Moschus berezovskii,,,,
Moschus chrysogaster,,,,
Moschus cupreus,,,,
Moschus fuscus,,,,
Moschus leucogaster,,,,
Moschus moschiferus,,,,
Mosia nigrescens,,,,
Mungos gambianus,,,,
Mungos mungo,,,,
Mungotictis decemlineata,,,,
Muntiacus atherodes,,,,
Muntiacus crinifrons,,,,
Muntiacus feae,,,,
Muntiacus gongshanensis,,,,
Muntiacus montanus,,,,
Muntiacus muntjak,,,,
Muntiacus puhoatensis,,,,
Muntiacus putaoensis,,,,
Muntiacus reevesi,,,,
Muntiacus rooseveltorum,,,,
Muntiacus truongsonensis,,,,
Muntiacus vaginalis,,,,
Muntiacus vuquangensis,,,,
Murexia habbema,,,,
Murexia longicaudata,,,,
Murexia melanurus,,,,
Murexia naso,,,,
Murexia rothschildi,,,,
Muriculus imberbis,,,,
Murina aenea,,,,
Murina annamitica,,,,
Murina aurata,,,,
Murina balaensis,,,,
Murina beelzebub,,,,
Murina bicolor,,,,
Murina chrysochaetes,,,,
Murina cineracea,,,,
Murina cyclotis,,,,
Murina eleryi,,,,
Murina fionae,,,,
Murina florium,,,,
Murina fusca,,,,
Murina gracilis,,,,
Murina guilleni,,,,
Murina harpioloides,,,,
Murina harrisoni,,,,
Murina hilgendorfi,,,,
Murina huttoni,,,,
Murina jaintiana,,,,
Murina leucogaster,,,,
Murina loreliae,,,,
Murina peninsularis,,,,
Murina pluvialis,,,,
Murina puta,,,,
Murina recondita,,,,
Murina rozendaali,,,,
Murina ryukyuana,,,,
Murina shuipuensis,,,,
Murina suilla,,,,
Murina tenebrosa,,,,
Murina tiensa,,,,
Murina tubinaris,,,,
Murina ussuriensis,,,,
Murina walstoni,,,,
Mus baoulei,,,,
Mus booduga,,,,
Mus bufo,,,,
Mus callewaerti,,,,
Mus caroli,,,,
Mus cervicolor,,,,
Mus cookii,,,,
Mus crociduroides,,,,
Mus cypriacus,,,,
Mus famulus,,,,
Mus fernandoni,,,,
Mus fragilicauda,,,,
Mus goundae,,,,
Mus haussa,,,,
Mus indutus,,,,
Mus macedonicus,,,,
Mus mahomet,,,,
Mus mattheyi,,,,
Mus mayori,,,,
Mus minutoides,,,,
Mus musculoides,,,,
Mus musculus,,,,
Mus neavei,,,,
Mus orangiae,,,,
Mus oubanguii,,,,
Mus pahari,,,,
Mus phillipsi,,,,
Mus platythrix,,,,
Mus saxicola,,,,
Mus setulosus,,,,
Mus setzeri,,,,
Mus shortridgei,,,,
Mus sorella,,,,
Mus spicilegus,,,,
Mus spretus,,,,
Mus tenellus,,,,
Mus terricolor,,,,
Mus triton,,,,
Mus vulcani,,,,
Muscardinus avellanarius,,,,
Musonycteris harrisoni,,,,
Musseromys anacuao,,,,
Musseromys beneficus,,,,
Musseromys gulantang,,,,
Musseromys inopinatus,,,,
Mustela africana,,,,
Mustela altaica,,,,
Mustela erminea,,,,
Mustela eversmanii,,,,
Mustela felipei,,,,
Mustela frenata,,,,
Mustela itatsi,,,,
Mustela kathiah,,,,
Mustela lutreola,,,,
Mustela lutreolina,,,,
Mustela nigripes,,,,
Mustela nivalis,,,,
Mustela nudipes,,,,
Mustela putorius,,,,
Mustela sibirica,,,,
Mustela strigidorsa,,,,
Mustela subpalmata,,,,
Mydaus javanensis,,,,
Mydaus marchei,,,,
Mylodon darwinii,,,,
Mylomys dybowskii,,,,
Mylomys rex,,,,
Myocastor coypus,,,,
Myodes andersoni,,,,
Myodes californicus,,,,
Myodes centralis,,,,
Myodes gapperi,,,,
Myodes glareolus,,,,
Myodes regulus,,,,
Myodes rex,,,,
Myodes rufocanus,,,,
Myodes rutilus,,,,
Myodes shanseius,,,,
Myodes smithii,,,,
Myoictis leucura,,,,
Myoictis melas,,,,
Myoictis wallacei,,,,
Myoictis wavicus,,,,
Myomimus personatus,,,,
Myomimus roachi,,,,
Myomimus setzeri,,,,
Myomyscus angolensis,,,,
Myomyscus brockmani,,,,
Myomyscus verreauxii,,,,
Myomyscus yemeni,,,,
Myonycteris angolensis,,,,
Myonycteris brachycephala,,,,
Myonycteris relicta,,,,
Myonycteris torquata,,,,
Myoprocta acouchy,,,,
Myoprocta pratti,,,,
Myopterus daubentonii,,,,
Myopterus whitleyi,,,,
Myopus schisticolor,,,,
Myosciurus pumilio,,,,
Myosorex babaulti,,,,
Myosorex blarina,,,,
Myosorex bururiensis,,,,
Myosorex cafer,,,,
Myosorex eisentrauti,,,,
Myosorex geata,,,,
Myosorex gnoskei,,,,
Myosorex jejei,,,,
Myosorex kabogoensis,,,,
Myosorex kihaulei,,,,
Myosorex longicaudatus,,,,
Myosorex meesteri,,,,
Myosorex okuensis,,,,
Myosorex rumpii,,,,
Myosorex schalleri,,,,
Myosorex sclateri,,,,
Myosorex tenuis,,,,
Myosorex varius,,,,
Myosorex zinki,,,,
Myospalax aspalax,,,,
Myospalax myospalax,,,,
Myospalax psilurus,,,,
Myotis adversus,,,,
Myotis aelleni,,,,
Myotis albescens,,,,
Myotis alcathoe,,,,
Myotis altarium,,,,
Myotis anjouanensis,,,,
Myotis annamiticus,,,,
Myotis annectans,,,,
Myotis atacamensis,,,,
Myotis ater,,,,
Myotis aurascens,,,,
Myotis auriculus,,,,
Myotis australis,,,,
Myotis austroriparius,,,,
Myotis badius,,,,
Myotis bechsteinii,,,,
Myotis blythii,,,,
Myotis bocagii,,,,
Myotis bombinus,,,,
Myotis brandtii,,,,
Myotis bucharensis,,,,
Myotis californicus,,,,
Myotis capaccinii,,,,
Myotis chiloensis,,,,
Myotis chinensis,,,,
Myotis ciliolabrum,,,,
Myotis cobanensis,,,,
Myotis csorbai,,,,
Myotis dasycneme,,,,
Myotis daubentonii,,,,
Myotis davidii,,,,
Myotis dieteri,,,,
Myotis diminutus,,,,
Myotis dinellii,,,,
Myotis dominicensis,,,,
Myotis elegans,,,,
Myotis emarginatus,,,,
Myotis escalerai,,,,
Myotis evotis,,,,
Myotis fimbriatus,,,,
Myotis findleyi,,,,
Myotis flavus,,,,
Myotis formosus,,,,
Myotis fortidens,,,,
Myotis frater,,,,
Myotis gomantongensis,,,,
Myotis goudoti,,,,
Myotis grisescens,,,,
Myotis hajastanicus,,,,
Myotis handleyi,,,,
Myotis hasseltii,,,,
Myotis hermani,,,,
Myotis horsfieldii,,,,
Myotis ikonnikovi,,,,
Myotis insularum,,,,
Myotis izecksohni,,,,
Myotis keaysi,,,,
Myotis keenii,,,,
Myotis laniger,,,,
Myotis lavali,,,,
Myotis leibii,,,,
Myotis levis,,,,
Myotis longipes,,,,
Myotis lucifugus,,,,
Myotis macrodactylus,,,,
Myotis macropus,,,,
Myotis macrotarsus,,,,
Myotis martiniquensis,,,,
Myotis melanorhinus,,,,
Myotis midastactus,,,,
Myotis moluccarum,,,,
Myotis montivagus,,,,
Myotis morrisi,,,,
Myotis muricola,,,,
Myotis myotis,,,,
Myotis mystacinus,,,,
Myotis nattereri,,,,
Myotis nesopolus,,,,
Myotis nigricans,,,,
Myotis nipalensis,,,,
Myotis occultus,,,,
Myotis oreias,,,,
Myotis oxyotus,,,,
Myotis peninsularis,,,,
Myotis pequinius,,,,
Myotis petax,,,,
Myotis phanluongi,,,,
Myotis pilosus,,,,
Myotis planiceps,,,,
Myotis pruinosus,,,,
Myotis punicus,,,,
Myotis ridleyi,,,,
Myotis riparius,,,,
Myotis rosseti,,,,
Myotis ruber,,,,
Myotis rufopictus,,,,
Myotis schaubi,,,,
Myotis scotti,,,,
Myotis secundus,,,,
Myotis septentrionalis,,,,
Myotis sicarius,,,,
Myotis siligorensis,,,,
Myotis simus,,,,
Myotis sodalis,,,,
Myotis soror,,,,
Myotis stalkeri,,,,
Myotis thysanodes,,,,
Myotis tricolor,,,,
Myotis velifer,,,,
Myotis vivesi,,,,
Myotis volans,,,,
Myotis welwitschii,,,,
Myotis yanbarensis,,,,
Myotis yumanensis,,,,
Myotragus balearicus,,,,
Myrmecobius fasciatus,,,,
Myrmecophaga tridactyla,,,,
Mysateles garridoi,,,,
Mysateles gundlachi,,,,
Mysateles meridionalis,,,,
Mysateles prehensilis,,,,
Mystacina robusta,,,,
Mystacina tuberculata,,,,
Mystromys albicaudatus,,,,
Myzopoda aurita,,,,
Myzopoda schliemanni,,,,
Naemorhedus baileyi,,,,
Naemorhedus caudatus,,,,
Naemorhedus goral,,,,
Naemorhedus griseus,,,,
Nandinia binotata,,,,
Nanger dama,,,,
Nanger granti,,,,
Nanger soemmerringii,,,,
Nannosciurus melanotis,,,,
Nanonycteris veldkampii,,,,
Napaeozapus insignis,,,,
Nasalis larvatus,,,,
Nasua narica,,,,
Nasua nasua,,,,
Nasuella meridensis,,,,
Nasuella olivacea,,,,
Natalus espiritosantensis,,,,
Natalus jamaicensis,,,,
Natalus lanatus,,,,
Natalus major,,,,
Natalus mexicanus,,,,
Natalus primus,,,,
Natalus saturatus,,,,
Natalus stramineus,,,,
Natalus tumidirostris,,,,
Neacomys dubosti,,,,
Neacomys guianae,,,,
Neacomys minutus,,,,
Neacomys musseri,,,,
Neacomys paracou,,,,
Neacomys pictus,,,,
Neacomys spinosus,,,,
Neacomys tenuipes,,,,
Neamblysomus gunningi,,,,
Neamblysomus julianae,,,,
Necromys amoenus,,,,
Necromys benefactus,,,,
Necromys lactens,,,,
Necromys lasiurus,,,,
Necromys lenguarum,,,,
Necromys obscurus,,,,
Necromys punctulatus,,,,
Necromys temchuki,,,,
Necromys urichi,,,,
Nectogale elegans,,,,
Nectomys apicalis,,,,
Nectomys magdalenae,,,,
Nectomys palmipes,,,,
Nectomys rattus,,,,
Nectomys squamipes,,,,
Nelsonia goldmani,,,,
Nelsonia neotomodon,,,,
Neodon forresti,,,,
Neodon fuscus,,,,
Neodon irene,,,,
Neodon leucurus,,,,
Neodon linzhiensis,,,,
Neodon sikimensis,,,,
Neofelis diardi,,,,
Neofelis nebulosa,,,,
Neofiber alleni,,,,
Neohylomys hainanensis,,,,
Neomonachus schauinslandi,,,,
Neomonachus tropicalis,,,,
Neomys anomalus,,,,
Neomys fodiens,,,,
Neomys teres,,,,
Neonycteris pusilla,,,,
Neophascogale lorentzii,,,,
Neophoca cinerea,,,,
Neophocaena asiaeorientalis,,,,
Neophocaena phocaenoides,,,,
Neopteryx frosti,,,,
Neoromicia brunnea,,,,
Neoromicia capensis,,,,
Neoromicia flavescens,,,,
Neoromicia guineensis,,,,
Neoromicia helios,,,,
Neoromicia malagasyensis,,,,
Neoromicia matroka,,,,
Neoromicia melckorum,,,,
Neoromicia nana,,,,
Neoromicia rendalli,,,,
Neoromicia robertsi,,,,
Neoromicia roseveari,,,,
Neoromicia somalica,,,,
Neoromicia tenuipinnis,,,,
Neoromicia zuluensis,,,,
Neotetracus sinensis,,,,
Neotoma albigula,,,,
Neotoma angustapalata,,,,
Neotoma anthonyi,,,,
Neotoma bryanti,,,,
Neotoma bunkeri,,,,
Neotoma chrysomelas,,,,
Neotoma cinerea,,,,
Neotoma devia,,,,
Neotoma floridana,,,,
Neotoma fuscipes,,,,
Neotoma goldmani,,,,
Neotoma lepida,,,,
Neotoma leucodon,,,,
Neotoma macrotis,,,,
Neotoma magister,,,,
Neotoma martinensis,,,,
Neotoma mexicana,,,,
Neotoma micropus,,,,
Neotoma nelsoni,,,,
Neotoma palatina,,,,
Neotoma phenax,,,,
Neotoma stephensi,,,,
Neotomodon alstoni,,,,
Neotomys ebriosus,,,,
Neotragus batesi,,,,
Neotragus pygmaeus,,,,
Neovison macrodon,,,,
Neovison vison,,,,
Nephelomys albigularis,,,,
Nephelomys auriventer,,,,
Nephelomys caracolus,,,,
Nephelomys devius,,,,
Nephelomys keaysi,,,,
Nephelomys levipes,,,,
Nephelomys meridensis,,,,
Nesokia bunnii,,,,
Nesokia indica,,,,
Nesolagus netscheri,,,,
Nesolagus timminsi,,,,
Nesomys audeberti,,,,
Nesomys lambertoni,,,,
Nesomys rufus,,,,
