sp.pop,Genus_species,Genus,Common_name,Population,Habitat_type,Habitat_open,Habitat_closed,Habitat_cat,Habitat_heterogenity,Activity_pattern,DisperseM,DisperseF,solitaryM,solitaryF,Solitary,MF,MF_adult_off,MFF,FMM,FFMM,FF,MM,Sex_specific_group,Sex_specific_solitaryM,Sex_specific_solitaryF,Sibling,Nbr_of_studies,Nbr_social_units,Nbr_papers_for_each_field_sites,IVSO,main_SO,calculation_main_SO,foraging_style,level_of_society,Disruption,Locomotion,mean_Male_Rowe,mean_Female_Rowe,mean_other_Rowe,sd_Male_Rowe,sd_Female_Rowe,sd_other_Rowe,mean_Fruits_rowe,mean_Seeds_rowe,mean_Leaves_rowe,mean_Flowers_rowe,mean_Animal_rowe,sd_Fruits_rowe,sd_Seeds_rowe,sd_Leaves_rowe,sd_Flowers_rowe,sd_Animals_rowe
pop,Ateles_hybridus,Ateles,Variegated Spider Monkey,"Hacienda El Pajuil, Colombia",Forest_Artificial_Grassland_Wetland_Savanna,1,1,both,5,Diurnal, , , , , , , , , ,1, , , , , , , ,1,1,wp,FFMM,1,groups,ff,none,AR,8.25,9, , , , ,94, ,5,1, , , , , , 
sp,Ateles_marginatus,Ateles,White-Whiskered Spider Monkey, ,Forest,0,1,closed,1,Diurnal, , , , , ,1, ,1, ,3, , , , , , ,1,5, ,wp,FFMM,0.6,groups,one,none,AR,10.4,5.824, , , , , , , , , , , , , , 
pop,Ateles_marginatus,Ateles,White-Whiskered Spider Monkey,"Tapajo National Forest, Brazil",Forest,0,1,closed,1,Diurnal, , , , , ,1, ,1, ,3, , , , , , , ,5,1,wp,FFMM,0.6,groups,one,none,AR,10.4,5.824, , , , , , , , , , , , , , 
sp,Ateles_paniscus,Ateles,Red-faced Black Spider Monkey, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Avahi_betsileo,Avahi,Betsileo Wooly Lemur, , ,0,0,, ,Nocturnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Avahi_cleesei,Avahi,Bemaraha Wooly Lemur, , ,0,0,, ,Nocturnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Avahi_laniger,Avahi,Eastern Wooly Lemur, , ,0,0,,1,Nocturnal, , , , , ,3, , , , , , , , , , ,1,3, ,none,MF,1,solitary_groups,one,none,AR,1.153,1.2535, ,0.066468037,0.075660426, , , , ,9.3, , , , , , 
pop,Avahi_laniger,Avahi,Eastern Wooly Lemur,"Sainte Luce, Madagascar",Forest,0,1,closed,1,Nocturnal, , , , , ,2, , , , , , , , , , , ,2,1,none,MF,1,solitary_groups,one,none,AR,1.153,1.2535, ,0.066468037,0.075660426, , , , ,9.3, , , , , , 
sp,Avahi_meridionalis,Avahi,Southern Wooly Lemur, , ,0,0,,1,Nocturnal, , , , , ,2, , , , , , , , , , ,1,2, ,none,MF,1,unknown,one,none,AR,1.0375,1.125, ,0.088388348,0.106066017, , , ,100, , , , , , , 
pop,Avahi_meridionalis,Avahi,Southern Wooly Lemur,"Sainte Luce, Madagarcar",Forest,0,1,closed,1,Nocturnal, , , , , ,2, , , , , , , , , , , ,2,1,none,MF,1,unknown,one,none,AR,1.0375,1.125, ,0.088388348,0.106066017, , , ,100, , , , , , , 
sp,Avahi_mooreorum,Avahi,Masoala Wooly Lemur, , ,0,0,, ,Nocturnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Avahi_occidentalis,Avahi,Western Wooly Lemur, , ,0,0,,1,Nocturnal, , , , , ,6, , , , , , , , , , ,1,6, ,none,MF,1,unknown,one,none,AR,0.814,0.777, , , , , , ,77, , , , , , , 
pop,Avahi_occidentalis,Avahi,Western Wooly Lemur,"Northwestern, Madagascar",Forest,0,1,closed,1,Nocturnal, , , , , ,6, , , , , , , , , , , ,6,1,none,MF,1,unknown,one,none,AR,0.814,0.777, , , , , , ,77, , , , , , , 
sp,Avahi_peyrierasi,Avahi,Peyriéras' Wooly Lemur, , ,0,0,, ,Nocturnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Avahi_ramanantsoavanai,Avahi,Manombo Wooly Lemur, , ,0,0,, ,Nocturnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Avahi_unicolor,Avahi,Sambirano Wooly Lemur, , ,0,0,, ,Nocturnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Brachyteles_arachnoides,Brachyteles,Southern Muriqui, ,Forest,0,1,closed,1,Diurnal,40,32, , , , , , , ,4, , , , , , ,3,4, ,none,FFMM,1,groups,ff,none,AR,10.2,8.5, , , , ,59.1, ,66.2,4.1, , , , , , 
pop,Brachyteles_arachnoides,Brachyteles,Southern Muriqui,"Fazenda Montes Carlos, Brazil",Forest,0,1,closed,1,Diurnal, , , , , , , , , ,1, , , , , , ,1,1,1,none,FFMM,1,groups,ff,none,AR,10.2,8.5, , , , ,59.1, ,66.2,4.1, , , , , , 
pop,Brachyteles_arachnoides,Brachyteles,Southern Muriqui,"Parque Estadual Carlos Bothelo, Brazil",Forest,0,1,closed,1,Diurnal,40,32, , , , , , , ,3, , , , , , ,2,3,2,none,FFMM,1,groups,ff,none,AR,10.2,8.5, , , , ,59.1, ,66.2,4.1, , , , , , 
sp,Brachyteles_hypoxanthus,Brachyteles,Northern Muriqui, ,Forest,0,1,closed,1,Diurnal, , , , , , , , , ,4, , , , , , ,6,4, ,none,FFMM,1,groups,ff,none,AR,9.5,8.125, ,0.141421356,0.38890873, ,27.8,5,44.53333333,14.56666667, ,8.066597796, ,19.23157127,12.24595171, 
pop,Brachyteles_hypoxanthus,Brachyteles,Northern Muriqui,"RPPN- FMA, Brazil",Forest,0,1,closed,1,Diurnal, , , , , , , , , ,4, , , , , , , ,4,6,none,FFMM,1,groups,ff,none,AR,9.5,8.125, ,0.141421356,0.38890873, ,27.8,5,44.53333333,14.56666667, ,8.066597796, ,19.23157127,12.24595171, 
sp,Cacajao_calvus,Cacajao,Red Uakari Monkey / Bald Uakari, ,Forest_Wetland,0,1,closed,2,Diurnal, , , , , , , , , ,1, , , , , , ,1,1, ,none,FFMM,1,groups, ,none,AR,3.35,2.765, ,0.141421356,0.16263456, ,35.8,55,2.495,3.72,5.2,16.04119696,10.81665383,1.138441918, , 
pop,Cacajao_calvus,Cacajao,Red Uakari Monkey,"Lago Preto Conservation Concession, Peru",Forest_Wetland,0,1,closed,2,Diurnal, , , , , , , , , ,1, , , , , , , ,1,1,none,FFMM,1,groups,ff,none,AR,3.35,2.765, ,0.141421356,0.16263456, ,35.8,55,2.495,3.72,5.2,16.04119696,10.81665383,1.138441918, , 
sp,Cacajao_hosomi,Cacajao,Neblina Uakari, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Cacajao_melanocephalus,Cacajao,Golden Backed Uakari, ,Forest,0,1,closed,1,Diurnal,18,4, , , ,20, ,3,15,86,1,17,1, , , ,2,125, ,both,FFMM,0.688,groups, ,none,AR,3.58,2.7285, ,0.593969696,0.040305087, ,19.5,63,14.7,5.15,1.6,10.60660172,1.414213562, ,2.61629509,0.565685425
pop,Cacajao_melanocephalus,Cacajao,Golden Backed Uakari,"Jau National Park, Brazil",Forest,0,1,closed,1,Diurnal,18,4, , , ,20, ,3,15,86,1,17,1, , , , ,125,1,wp,FFMM,0.688,groups,ff,none,AR,3.58,2.7285, ,0.593969696,0.040305087, ,19.5,63,14.7,5.15,1.6,10.60660172,1.414213562, ,2.61629509,0.565685425
pop,Cacajao_melanocephalus,Cacajao,Golden Backed Uakari,"Pico da Neblina National Park, Brazil",Forest,0,1,closed,1,Diurnal, , , , , , , , , ,1, , , , , , , ,1,1,none,FFMM,1,groups,one,none,AR,3.58,2.7285, ,0.593969696,0.040305087, ,19.5,63,14.7,5.15,1.6,10.60660172,1.414213562, ,2.61629509,0.565685425
sp,Callibella_humilis,Callibella,Black-crowned Dwarf Marmoset, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Callicebus_barbarabrownae,Callicebus,Blond Titi Monkey, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Callicebus_coimbrai,Callicebus,Coimbra-Filho's Titi Monkey, ,Forest,0,1,closed,1,Diurnal, , , , , ,1, , , , , , , , , , ,1,1, ,none,MF,1,groups, ,none,AR, ,1.19, , ,0.035355339, ,61,10,22,4,3, , , , , 
pop,Callicebus_coimbrai,Callicebus,Coimbra-Filho's Titi Monkey,"Fazenda Trapsa, Brazil",Forest,0,1,closed,1,Diurnal, , , , , ,1, , , , , , , , , , , ,1,1,none,MF,1,groups,one,none,AR, ,1.19, , ,0.035355339, ,61,10,22,4,3, , , , , 
sp,Callicebus_cupreus,Callicebus,Coppery Titi Monkey, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Callicebus_melanochir,Callicebus,Southern Bahian Titi Monkey, ,Forest,0,1,closed,1,Diurnal, , , , , ,1, , , , , , , , , , ,1,1, ,none,MF,1,groups, ,none,AR, ,1.37, , , , ,56.75,24.15,15.65, , ,2.899137803,3.181980515,2.192031022, , 
pop,Callicebus_melanochir,Callicebus,Southern Bahian Titi Monkey,"Lemos Maia Experimental Station, Brazil",Forest,0,1,closed,1,Diurnal, , , , , ,1, , , , , , , , , , , ,1,1,none,MF,1,groups,one,none,AR, ,1.37, , , , ,56.75,24.15,15.65, , ,2.899137803,3.181980515,2.192031022, , 
sp,Callicebus_nigrifrons,Callicebus,Black-fronted Titi Monkey, ,Forest,0,1,closed,1,Diurnal, , , , , ,2, , , , , , , , , , ,1,2, ,none,MF,1,groups,one,none,AR,1.35,1.3, , , , ,58.5, ,19,17.5,2, , , , , 
pop,Callicebus_nigrifrons,Callicebus,Black-fronted Titi Monkey,"Nature Reserve of Serra do Caraca, Brazil",Forest,0,1,closed,1,Diurnal, , , , , ,2, , , , , , , , , , , ,2,1,none,MF,1,groups,one,none,AR,1.35,1.3, , , , ,58.5, ,19,17.5,2, , , , , 
sp,Callicebus_personatus,Callicebus,Masked Titi Monkey, ,Forest_Grassland,1,1,both,2,Diurnal, , , , , ,2, , , , , , , , , , ,2,2, ,none,MF,1,groups, ,none,AR,1.31,1.339, ,0.056568542,0.055154329, ,68.285, ,18.13,11.6, ,17.98172545, ,0.183847763,14.99066376, 
pop,Callicebus_personatus,Callicebus,Masked Titi Monkey,"Lemos Maia Experimental station, Brazil",Forest_Grassland,1,1,both,2,Diurnal, , , , , ,1, , , , , , , , , , , ,1,1,none,MF,1,groups,one,none,AR,1.31,1.339, ,0.056568542,0.055154329, ,68.285, ,18.13,11.6, ,17.98172545, ,0.183847763,14.99066376, 
pop,Callicebus_personatus,Callicebus,Masked Titi Monkey,"Linhares Forest Reserve, Brazil",Forest,0,1,closed,1,Diurnal, , , , , ,1, , , , , , , , , , , ,1,1,none,MF,1,groups,one,none,AR,1.31,1.339, ,0.056568542,0.055154329, ,68.285, ,18.13,11.6, ,17.98172545, ,0.183847763,14.99066376, 
sp,Callimico_goeldii,Callimico,Goeldi's Monkey, ,Forest_Wetland,0,1,closed,2,Diurnal, ,1, , , ,3, ,2,2,3, , , , , , ,3,10, ,both,MF_FFMM,0.3,groups,one,none,AR,0.412,0.471333333, ,0.065053824,0.100957087, ,27, , , ,34,5.656854249, , , , 
pop,Callimico_goeldii,Callimico,Goeldi's Monkey,"Pando Department, Bolivia",Forest_Wetland,0,1,closed,2,Diurnal, ,1, , , ,3, , ,2,2, , , , , , , ,7,1,wp,MF,0.428571429,groups,one,none,AR,0.412,0.471333333, ,0.065053824,0.100957087, ,27, , , ,34,5.656854249, , , , 
pop,Callimico_goeldii,Callimico,Goeldi's Monkey,"Rio Tahuamanu, Peru",Forest_Wetland,0,1,closed,2,Diurnal, , , , , , , ,1, ,1, , , , , , , ,2,1,wp,MFF_FFMM,0.5,groups,one,none,AR,0.412,0.471333333, ,0.065053824,0.100957087, ,27, , , ,34,5.656854249, , , , 
pop,Callimico_goeldii,Callimico,Goeldi's Monkey,"Mucden, Bolivia",Forest_Wetland,0,1,closed,2,Diurnal, , , , , , , ,1, , , , , , , , , ,1,1,none,MFF,1,groups,one,none,AR,0.412,0.471333333, ,0.065053824,0.100957087, ,27, , , ,34,5.656854249, , , , 
sp,Callithrix_aurita,Callithrix,Buffy-tufted-ear Marmoset, ,Forest_Wetland,0,1,closed,2,Diurnal, , , , , ,1, ,1, ,1, , , , , , ,2,3, ,bp,MF_MFF_FFMM,0.333333333,groups,one,yes,AR,0.453,0.431,0.44, , , ,19.835, , , ,34.08,12.49457682, , , ,6.250823946
pop,Callithrix_aurita,Callithrix,Buffy-tufted-ear Marmoset,"Cunha Nucleus Mar State Park, Brazil",Forest_Wetland,0,1,closed,2,Diurnal, , , , , , , ,1, ,1, , , , , , , ,2,1,wp,MFF_FFMM,0.5,groups,one,yes,AR,0.453,0.431,0.44, , , ,19.835, , , ,34.08,12.49457682, , , ,6.250823946
pop,Callithrix_aurita,Callithrix,Buffy-tufted-ear Marmoset,"Fazenda Lagoa, Brazil",Forest,0,1,closed,1,Diurnal, , , , , ,1, , , , , , , , , , , ,1,1,none,MF,1,groups,one,none,AR,0.453,0.431,0.44, , , ,19.835, , , ,34.08,12.49457682, , , ,6.250823946
sp,Callithrix_flaviceps,Callithrix,Buffy-headed Marmoset, ,Forest,0,1,closed,1,Diurnal, , , , , , , , ,1,3, , , , , , ,2,4, ,bp,FFMM,0.75,groups,one,yes,AR,0.385,0.44665, ,0.06363961,0.023546656, ,9.65,4.04, , ,19.89, , , , , 
pop,Callithrix_flaviceps,Callithrix,Buffy-headed Marmoset,"Augusto Ruschi Biological Reserve, Brazil",Forest,0,1,closed,1,Diurnal, , , , , , , , , ,2, , , , , , , ,2,1,none,FFMM,1,groups,one,none,AR,0.385,0.44665, ,0.06363961,0.023546656, ,9.65,4.04, , ,19.89, , , , , 
pop,Callithrix_flaviceps,Callithrix,Buffy-headed Marmoset,"Fazenda Montes Carlos, Brazil",Forest,0,1,closed,1,Diurnal, , , , , , , , ,1,1, , , , , , , ,2,1,wp,FMM_FFMM,0.5,groups,one,yes,AR,0.385,0.44665, ,0.06363961,0.023546656, ,9.65,4.04, , ,19.89, , , , , 
sp,Callithrix_geoffroyi,Callithrix,Geoffroy's Tufted-ear Marmoset, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Callithrix_jacchus,Callithrix,Common Marmoset, ,Forest_Artificial_Shrubland,1,1,both,2,Diurnal, , , , , ,4, ,4,6,18, , , , , , ,8,32, ,both,FFMM,0.5625,groups,one,none,AR,0.33645,0.331, ,0.026233662,0.012727922, ,29.935, ,8.81,5.76,14.06,9.807571055, , , ,7.155920626
pop,Callithrix_jacchus,Callithrix,Common Marmoset,"Camaragibe Pernambuco, Brazil",Forest_Artificial,0,1,closed,2,Diurnal, , , , , , , ,1, ,1, , , , , , , ,2,2,wp,MFF_FFMM,0.5,groups,one,none,AR,0.33645,0.331, ,0.026233662,0.012727922, ,29.935, ,8.81,5.76,14.06,9.807571055, , , ,7.155920626
pop,Callithrix_jacchus,Callithrix,Common Marmoset,"Dois Irmfios Forest, Brazil",Forest_Artificial,0,1,closed,2,Diurnal, , , , , , , , ,1,7, , , , , , , ,8,1,wp,FFMM,0.875,groups,one,none,AR,0.33645,0.331, ,0.026233662,0.012727922, ,29.935, ,8.81,5.76,14.06,9.807571055, , , ,7.155920626
pop,Callithrix_jacchus,Callithrix,Common Marmoset,"Ecological station of Tapacura, Brazil",Forest_Shrubland,1,1,both,2,Diurnal, , , , , , , ,2,3,5, , , , , , , ,10,2,wp,FFMM,0.5,groups,one,none,AR,0.33645,0.331, ,0.026233662,0.012727922, ,29.935, ,8.81,5.76,14.06,9.807571055, , , ,7.155920626
pop,Callithrix_jacchus,Callithrix,Common Marmoset,"EFLEX-IBAMA, Brazil",Forest,0,1,closed,1,Diurnal, , , , , , , ,1, ,4, , , , , , , ,5,1,wp,FFMM,0.8,groups,one,none,AR,0.33645,0.331, ,0.026233662,0.012727922, ,29.935, ,8.81,5.76,14.06,9.807571055, , , ,7.155920626
pop,Callithrix_jacchus,Callithrix,Common Marmoset,"Baracuhy Biological Station, Brazil",Forest,0,1,closed,1,Diurnal, , , , , ,4, , ,2,1, , , , , , , ,7,2,wp,MF,0.571428571,groups,one,none,AR,0.33645,0.331, ,0.026233662,0.012727922, ,29.935, ,8.81,5.76,14.06,9.807571055, , , ,7.155920626
sp,Callithrix_kuhlii,Callithrix,Wied's Black-tufted-ear Marmoset, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Callithrix_penicillata,Callithrix,Black-tufted-ear Marmoset, ,Forest_Savanna_Shrubland,1,1,both,3,Diurnal, , , , , , , ,2, ,1, , , , , , ,2,3, ,bp,MFF,0.666666667,groups,one,none,AR,0.344,0.307, , , , ,24.5, , , ,26.5,12.02081528, , , ,3.535533906
pop,Callithrix_penicillata,Callithrix,Black-tufted-ear Marmoset,"Bauru, Brazil",Forest,0,1,closed,1,Diurnal, , , , , , , ,2, , , , , , , , , ,2,1,none,MFF,1,groups,one,none,AR,0.344,0.307, , , , ,24.5, , , ,26.5,12.02081528, , , ,3.535533906
pop,Callithrix_penicillata,Callithrix,Black-tufted-ear Marmoset,"Brazilian Botanical Garden, Brazil",Forest_Savanna_Shrubland,1,1,both,3,Diurnal, , , , , , , , , ,1, , , , , , , ,1,1,none,FFMM,1,groups,one,none,AR,0.344,0.307, , , , ,24.5, , , ,26.5,12.02081528, , , ,3.535533906
sp,Cebuela_pygmaea,Cebuela,Pygmy Marmoset, ,Forest,0,1,closed,1,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none,AR,0.113,0.1274, ,0.004242641,0.007919596, , , , , , , , , , , 
sp,Cebus_aequatorialis,Cebus,Ecuadorian White-fronted Capuchin, ,Forest_Wetland,0,1,closed,2,Diurnal, , , , , ,1, ,2, ,9, , , , , , ,1,12, ,both,FFMM,0.75,groups,one,none,AR,2.65,1.7, , , , , , , , , , , , , , 
pop,Cebus_aequatorialis,Cebus,Ecuadorian White-fronted Capuchin,"Cerro Blanco Protected Forest, Ecuator",Forest_Wetland,0,1,closed,2,Diurnal, , , , , , , , , ,3, , , , , , , ,3,1,none,FFMM,1,groups,one,none,AR,2.65,1.7, , , , , , , , , , , , , , 
pop,Cebus_aequatorialis,Cebus,Ecuadorian White-fronted Capuchin,"Hacienda Paraiso, Ecuator",Forest_Wetland,0,1,closed,2,Diurnal, , , , , ,1, ,1, ,3, , , , , , , ,5,1,wp,FFMM,0.6,groups,one,none,AR,2.65,1.7, , , , , , , , , , , , , , 
pop,Cebus_aequatorialis,Cebus,Ecuadorian White-fronted Capuchin,"Jauneche, Ecuator",Forest_Wetland,0,1,closed,2,Diurnal, , , , , , , , , ,2, , , , , , , ,2,1,none,FFMM,1,groups,one,none,AR,2.65,1.7, , , , , , , , , , , , , , 
pop,Cebus_aequatorialis,Cebus,Ecuadorian White-fronted Capuchin,"La Hesperia Biological Reserve, Ecuator",Forest_Wetland,0,1,closed,2,Diurnal, , , , , , , ,1, , , , , , , , , ,1,1,none,MFF,1,groups,one,none,AR,2.65,1.7, , , , , , , , , , , , , , 
pop,Cebus_aequatorialis,Cebus,Ecuadorian White-fronted Capuchin,"Lalo Loor Dry Forest Reserve, Ecuator",Forest_Wetland,0,1,closed,2,Diurnal, , , , , , , , , ,1, , , , , , , ,1,1,none,FFMM,1,groups,one,none,AR,2.65,1.7, , , , , , , , , , , , , , 
sp,Cebus_albifrons,Cebus,Humboldt's White-fronted Capuchin, ,Forest,0,1,closed,1,Diurnal, , , , , , , ,1, , , , , , , , ,1,1, ,none,MFF,1,groups,one,none,BOTH,2.403,2.228, , , , , , , , , , , , , , 
pop,Cebus_albifrons,Cebus,Humboldt's White-fronted Capuchin,"TBS, Ecuador",Forest,0,1,closed,1,Diurnal, , , , , , , ,1, , , , , , , , , ,1,1,none,MFF,1,groups,one,none,BOTH,2.403,2.228, , , , , , , , , , , , , , 
sp,Cebus_brunneus,Cebus,Brown Capuchin, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Cebus_capucinus,Cebus,Colombian White-faced Capuchin, ,Forest_Wetland,0,1,closed,2,Diurnal, , , , , , , ,11, ,67, , , , , , ,11,78, ,both,FFMM,0.858974359,groups,one,none,AR,3.5,2.25, , , , , , , , , , , , , , 
pop,Cebus_capucinus,Cebus,Colombian White-faced Capuchin,"Barro Colorado Island, Panama",Forest,0,1,closed,1,Diurnal, , , , , , , , , ,9, , , , , , , ,9,2,none,FFMM,1,groups,one,none,AR,3.5,2.25, , , , , , , , , , , , , , 
pop,Cebus_capucinus,Cebus,Colombian White-faced Capuchin,"La Selva Biological Station, Costa Rica",Forest_Wetland,0,1,closed,2,Diurnal, , , , , , , , , ,2, , , , , , , ,2,1,none,FFMM,1,groups,one,none,AR,3.5,2.25, , , , , , , , , , , , , , 
pop,Cebus_capucinus,Cebus,Colombian White-faced Capuchin,"Lomas Barbudal Biological Reserve, Costa Rica",Forest_Wetland,0,1,closed,2,Diurnal, , , , , , , ,2, ,23, , , , , , , ,25,5,wp,FFMM,0.92,groups,one,none,AR,3.5,2.25, , , , , , , , , , , , , , 
pop,Cebus_capucinus,Cebus,Colombian White-faced Capuchin,"Santa Rosa, Costa Rica",Forest,0,1,closed,1,Diurnal, , , , , , , ,9, ,33, , , , , , , ,42,4,wp,FFMM,0.785714286,groups,one,none,AR,3.5,2.25, , , , , , , , , , , , , , 
sp,Cebus_cesarae,Cebus,Rio Cesar White-fronted Capuchin, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Cebus_cuscinus,Cebus,Shock-headed Capuchin, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Cebus_kaapori,Cebus,Ka'apor Capuchin, ,Forest,0,1,closed,1,Diurnal, , , , , , , , , ,1, , , , , , ,1,1, ,none,FFMM,1,groups,one,none,AR,3.05,2.16, , , , ,89.25,7.6, , ,12.2,15.2027958, , , , 
pop,Cebus_kaapori,Cebus,Ka'apor Capuchin,"Goianesia do Para, Brazil",Forest,0,1,closed,1,Diurnal, , , , , , , , , ,1, , , , , , , ,1,1,none,FFMM,1,groups,one,none,AR,3.05,2.16, , , , ,89.25,7.6, , ,12.2,15.2027958, , , , 
sp,Cebus_malitiosus,Cebus,Santa Marta White-Fronted Capuchin, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Cebus_olivaceus,Cebus,Guianan Weeper Capuchin, , ,0,0,,1,Diurnal, , , , , , , ,3, ,1, , , , , , ,2,4, ,wp,MFF,0.75,groups,one,none,AR,3,2.5, , , , ,65, , ,1,28, , , , , 
pop,Cebus_olivaceus,Cebus,Guianan Weeper Capuchin,"Fundo Pecquario Masaguaral, Venezuela",Forest,0,1,closed,1,Diurnal, , , , , , , ,3, ,1, , , , , , , ,4,2,wp,MFF,0.75,groups,one,none,AR,3,2.5, , , , ,65, , ,1,28, , , , , 
sp,Cebus_versicolor,Cebus,Varied White-fronted Capuchin, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Cercocebus_agilis,Cercocebus,Agile Mangabey, ,Forest_Grassland_Wetland,1,1,both,2,Diurnal, , , , , ,1, ,2, ,1, , , , , , ,2,4, ,wp,MFF,0.5,groups,ff,yes,BOTH,8.807,5.405, , , , ,70, , , , ,8.485281374, , , , 
pop,Cercocebus_agilis,Cercocebus,Agile Mangabey,"Dzanga Ndoki National Park, Central African Republic",Forest_Grassland,1,1,both,2,Diurnal, , , , , , , , , ,1, , , , , , , ,1,1,none,FFMM,1,groups,one,none,BOTH,8.807,5.405, , , , ,70, , , , ,8.485281374, , , , 
pop,Cercocebus_agilis,Cercocebus,Agile Mangabey,"M'Bondou, Gabon",Forest_Wetland,0,1,closed,2,Diurnal, , , , , ,1, ,2, , , , , , , , , ,3,1,wp,MFF,0.666666667,groups,ff,yes,BOTH,8.807,5.405, , , , ,70, , , , ,8.485281374, , , , 
sp,Cercocebus_atys,Cercocebus,Sooty Mangabey, ,Forest,0,1,closed,1,Diurnal, , , , , , , , , ,3, , , , , , ,3,3, ,none,FFMM,1,groups,one,none,T,10.44125,6.033333333, ,0.467410865,0.472581563, ,20,58,12.5,1.3,19.7, , ,16.26345597,0,9.475230868
pop,Cercocebus_atys,Cercocebus,Sooty Mangabey,"Taï National Park, Ivory Coast",Forest,0,1,closed,1,Diurnal, , , , , , , , , ,3, , , , , , , ,3,3,none,FFMM,1,groups,one,none,T,10.44125,6.033333333, ,0.467410865,0.472581563, ,20,58,12.5,1.3,19.7, , ,16.26345597,0,9.475230868
sp,Cercocebus_chrysogaster,Cercocebus,Golden Bellied Mangabey, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Cercocebus_galeritus,Cercocebus,Tana River/ Crested Mangabey, ,Forest_Grassland_Wetland,1,1,both,3,Diurnal, , , , , , , ,1, ,7, , , , , , ,2,8, ,wp,FFMM,0.875,groups,one,none,BOTH, ,3.7, , , , ,40.56666667,35.53333333,2.833333333,2.4, ,18.60707751,15.34285936,0.850490055,0.781024968, 
pop,Cercocebus_galeritus,Cercocebus,Tana River/ Crested Mangabey,"Tana River, Kenya",Forest_Grassland_Wetland,1,1,both,3,Diurnal, , , , , , , ,1, ,7, , , , , , , ,8,2,wp,FFMM,0.875,groups,one,none,BOTH, ,3.7, , , , ,40.56666667,35.53333333,2.833333333,2.4, ,18.60707751,15.34285936,0.850490055,0.781024968, 
sp,Cercocebus_lunulatus,Cercocebus,White napped Mangabey, ,Forest,0,1,closed,1,Diurnal, , , , , , , ,1, , , , , , , , ,1,1, ,none,MFF,1,groups,one,none,T,9.28525,4.70775,7.28,1.684400066,0.724780599, , , , , , , , , , , 
pop,Cercocebus_lunulatus,Cercocebus,White napped Mangabey,"Comoé National Park, Ivory Coast",Forest,0,1,closed,1,Diurnal, , , , , , , ,1, , , , , , , , , ,1,1,none,MFF,1,groups,one,none,T,9.28525,4.70775,7.28,1.684400066,0.724780599, , , , , , , , , , , 
sp,Cercocebus_sanjei,Cercocebus,Sanje Mangabey, ,Forest,0,1,closed,1,Diurnal, , , , , , , , , ,2, , , , , , ,2,2, ,none,FFMM,1,groups,one,yes,BOTH, , , , , , ,50,27,4,2,11, , , , , 
pop,Cercocebus_sanjei,Cercocebus,Sanje Mangabey,"Udzungwa Mountain National Park, Tanzania",Forest,0,1,closed,1,Diurnal, , , , , , , , , ,2, , , , , , , ,2,2,none,FFMM,1,groups,one,yes,BOTH, , , , , , ,50,27,4,2,11, , , , , 
