sp.pop,Genus_species,Genus,Common_name,Population,Habitat_type,Habitat_open,Habitat_closed,Habitat_cat,Habitat_heterogenity,Activity_pattern,DisperseM,DisperseF,solitaryM,solitaryF,Solitary,MF,MF_adult_off,MFF,FMM,FFMM,FF,MM,Sex_specific_group,Sex_specific_solitaryM,Sex_specific_solitaryF,Sibling,Nbr_of_studies,Nbr_social_units,Nbr_papers_for_each_field_sites,IVSO,main_SO,calculation_main_SO,foraging_style,level_of_society,Disruption,Locomotion,mean_Male_Rowe,mean_Female_Rowe,mean_other_Rowe,sd_Male_Rowe,sd_Female_Rowe,sd_other_Rowe,mean_Fruits_rowe,mean_Seeds_rowe,mean_Leaves_rowe,mean_Flowers_rowe,mean_Animal_rowe,sd_Fruits_rowe,sd_Seeds_rowe,sd_Leaves_rowe,sd_Flowers_rowe,sd_Animals_rowe
sp,Pithecia_irrorata,Pithecia,Gray's Bald-faced Saki, ,Forest_Wetland,0,1,closed,2,Diurnal, , , , , ,2, ,3, , , , , , , , ,1,5, ,wp,MFF,0.6,groups,one,none,AR,2.81,2.07,2.353,0.155563492, , ,15, ,1.5, , , , , , , 
pop,Pithecia_irrorata,Pithecia,Gray's Bald-faced Saki,"Madre de Dios region, Peru",Forest_Wetland,0,1,closed,2,Diurnal, , , , , ,2, ,3, , , , , , , , , ,5,1,wp,MFF,0.6,groups,one,none,AR,2.81,2.07,2.353,0.155563492, , ,15, ,1.5, , , , , , , 
sp,Pithecia_milleri,Pithecia,Miller's Saki, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Pithecia_monachus,Pithecia,Goeffroy Monk Saki, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Pithecia_pithecia,Pithecia,White-faced Saki, ,Forest_Wetland_Artificial,0,1,closed,3,Diurnal, , , , , ,20, ,5,2,2, , , , , , ,4,29, ,both,MF,0.689655172,groups, ,none,AR,1.7054,1.5345, ,0.131458358,0.051410116, ,39.6,49.03333333,5.366666667,3.5,3.35,17.73922208,14.09302428,5.208006656,2.773084925,0.494974747
pop,Pithecia_pithecia,Pithecia,White-faced Saki,"Brownsberg Naturepark, Suriname",Forest,0,1,closed,1,Diurnal, , , , , ,2, ,4, , , , , , , , , ,6,1,wp,MFF,0.666666667,groups, ,none,AR,1.7054,1.5345, ,0.131458358,0.051410116, ,39.6,49.03333333,5.366666667,3.5,3.35,17.73922208,14.09302428,5.208006656,2.773084925,0.494974747
pop,Pithecia_pithecia,Pithecia,White-faced Saki,"Petit Saut hydroelectric dam, French Guiana",Wetland_Forest_Artificial,0,1,closed,3,Diurnal, , , , , ,17, , ,2, , , , , , , , ,19,1,wp,MF,0.894736842,groups, ,none,AR,1.7054,1.5345, ,0.131458358,0.051410116, ,39.6,49.03333333,5.366666667,3.5,3.35,17.73922208,14.09302428,5.208006656,2.773084925,0.494974747
pop,Pithecia_pithecia,Pithecia,White-faced Saki,"Round Island, Venezuela",Forest,0,1,closed,1,Diurnal, , , , , ,1, ,1, ,2, , , , , , , ,4,2,wp,FFMM,0.5,groups, ,none,AR,1.7054,1.5345, ,0.131458358,0.051410116, ,39.6,49.03333333,5.366666667,3.5,3.35,17.73922208,14.09302428,5.208006656,2.773084925,0.494974747
sp,Pithecia_vanzolinii,Pithecia,Vanzolini's Bald-faced Saki, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Plecturocebus_aureipalatii,Plecturocebus,Madidi Titi Monkey, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Plecturocebus_baptista,Plecturocebus,Lake Baptista Titi Monkey, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Plecturocebus_bernhardi,Plecturocebus,Prince Bernhard's Titi Monkey, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Plecturocebus_brunneus,Plecturocebus,Brown Gtiti Monkey, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Plecturocebus_caligatus,Plecturocebus,Chestnut-bellied Titi Monkey, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Plecturocebus_caquetensis,Plecturocebus,Caqueta Titi Monkey, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Plecturocebus_cinerascens,Plecturocebus,Ashy Black Titi Monkey, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Plecturocebus_discolor,Plecturocebus,Red-crowned Titi Monkey, ,Forest,0,1,closed,1,Diurnal,1, , , , ,10, ,1,1,1, , , , , , ,2,13, ,wp,MF,0.769230769,groups, ,none,AR,0.9325,1.075, ,0.003535534,0, ,53, ,35,6,13,14.14213562, ,5.656854249, , 
pop,Plecturocebus_discolor,Plecturocebus,Red-crowned Titi Monkey,"Tiputini Biodiversity Station, Ecuador",Forest,0,1,closed,1,Diurnal,1, , , , ,10, ,1,1,1, , , , , , , ,13,2,wp,MF,0.769230769,groups,one,none,AR,0.9325,1.075, ,0.003535534,0, ,53, ,35,6,13,14.14213562, ,5.656854249, , 
sp,Plecturocebus_donacophilus,Plecturocebus,White-eared Titi Monkey, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Plecturocebus_dubius,Plecturocebus,Hershkovitz Titi Monkey, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Plecturocebus_hoffmannsi,Plecturocebus,Hoffmanns's Titi Monkey, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Plecturocebus_modestus,Plecturocebus,Rio Beni Titi Monkey, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Plecturocebus_moloch,Plecturocebus,Red-bellied Titi Monkey, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Plecturocebus_oenanthe,Plecturocebus,Andean Titi Monkey, ,Forest,0,1,closed,1,Diurnal, , , , , ,1, , , , , , , , , , ,1,1, ,none,MF,1,groups, ,none,AR, , , , , , ,64,1.3,11.33,4,22, , , , , 
pop,Plecturocebus_oenanthe,Plecturocebus,Andean Titi Monkey,"Moyobamba, Peru",Forest,0,1,closed,1,Diurnal, , , , , ,1, , , , , , , , , , , ,1,1,none,MF,1,groups,one,none,AR, , , , , , ,64,1.3,11.33,4,22, , , , , 
sp,Plecturocebus_olallae,Plecturocebus,Olalla Brothers' Titi Moneky, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Plecturocebus_ornatus,Plecturocebus,Ornate Titi Monkey, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Plecturocebus_stephennashi,Plecturocebus,Stephen Nash's Titi Monkey, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Pongo_abelii,Pongo,Sumatran Orangutan, ,Forest_Wetland,0,1,closed,2,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none,AR,78.86666667,37.13333333, ,6.900966116,1.386842938, ,68.3, ,16.75,1.9,10.05,0.424264069, ,1.767766953, ,4.171930009
sp,Pongo_pygmaeus,Pongo,Western Bornean Orangutan, ,Forest_Wetland,0,1,closed,2,Diurnal, , ,64,113,64,3, , , , ,1, , , , , ,1,67, ,wp,solitary,0.955223881,solitary_groups,one,none,AR,82.4,37.3, ,5.515432893,2.121320344, ,61.925, ,18.7375,4.1,2.875,6.148915894, ,9.124634696,3.204684072,2.325761524
pop,Pongo_pygmaeus,Pongo,Western Bornean Orangutan,"Tanjung Puting, Borneo",Forest_Wetland,0,1,closed,2,Diurnal, , ,64,113,64,3, , , , ,1, , , , , , ,67,1,wp,solitary,0.955223881,solitary_groups,one,none,AR,82.4,37.3, ,5.515432893,2.121320344, ,61.925, ,18.7375,4.1,2.875,6.148915894, ,9.124634696,3.204684072,2.325761524
sp,Pongo_tapanuliensis,Pongo,Tapanuli Orangutan, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Presbytis_chrysomelas,Presbytis,Surawak surili, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Presbytis_comata,Presbytis,Grizzled Langur, ,Forest_Rocky_Artificial_Wetland,1,1,both,3,Diurnal,1, , , , ,5, ,4, , , , , , , , ,2,9, ,wp,MF,0.555555556,groups,one,none,AR,7.35,6.4, , , , ,10,1.5,67,9, ,5.656854249,0.707106781,2.828427125,11.3137085, 
pop,Presbytis_comata,Presbytis,Grizzled Langur,"Java Island,Indonesia",Forest_Rocky_Artificial,1,1,both,3,Diurnal,1, , , , ,4, ,3, , , , , , , , , ,7,1,wp,MF,0.571428571,groups,one,none,AR,7.35,6.4, , , , ,10,1.5,67,9, ,5.656854249,0.707106781,2.828427125,11.3137085, 
pop,Presbytis_comata,Presbytis,Grizzled Langur,"Mount Dieng, Java Island",Forest_Wetland,0,1,closed,2,Diurnal, , , , , ,1, ,1, , , , , , , , , ,2,1,wp,MF_MFF,0.5,groups,one,none,AR,7.35,6.4, , , , ,10,1.5,67,9, ,5.656854249,0.707106781,2.828427125,11.3137085, 
sp,Presbytis_femoralis,Presbytis,Banded Leaf Monkey, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Presbytis_frontata,Presbytis,White-fronted Langur, ,Forest_Wetland,0,1,closed,2,Diurnal, , , , , ,1, , , , , , , , , , ,1,1, ,none,MF,1,groups, ,none,AR, , ,5.62, , , , , , , , , , , , , 
pop,Presbytis_frontata,Presbytis,White-fronted Langur,"Mount Dieng, Java Island",Forest_Wetland,0,1,closed,2,Diurnal, , , , , ,1, , , , , , , , , , , ,1,1,none,MF,1,groups,one,none,AR, , ,5.62, , , , , , , , , , , , , 
sp,Presbytis_hosei,Presbytis,Hose's Langur, ,Forest,0,1,closed,1,Diurnal, , , , , ,2, ,1, , , , , , , , ,1,3, ,both,MF,0.666666667,groups,one,none,AR,6.1,5.785, ,0.141421356,0.304055916, ,18.8,21.3,77.7,2.8, , , , , , 
pop,Presbytis_hosei,Presbytis,Hose's Langur,"Wehea Forest, Indonesia",Forest,0,1,closed,1,Diurnal, , , , , ,2, ,1, , , , , , , , , ,3,1,wp,MF,0.666666667,groups,one,none,AR,6.1,5.785, ,0.141421356,0.304055916, ,18.8,21.3,77.7,2.8, , , , , , 
sp,Presbytis_melalophos,Presbytis,Banded Langur, ,Forest,0,1,closed,1,Diurnal, , , , , , , ,2, ,1, , , , , , ,2,3, ,wp,MFF,0.666666667,groups,one,none,AR, , , , , , , , , , , , , , , , 
pop,Presbytis_melalophos,Presbytis,Banded Langur,"Way Kambas National Park, Sumatra",Forest,0,1,closed,1,Diurnal, , , , , , , ,1, ,1, , , , , , , ,2,1,wp,MFF_FFMM,0.5,groups,one,none,AR, , , , , , , , , , , , , , , , 
pop,Presbytis_melalophos,Presbytis,Banded Langur,"Kuala Lampat, Malaysia",Forest,0,1,closed,1,Diurnal, , , , , , , ,1, , , , , , , , , ,1,1,none,MFF,1,groups,one,none,AR, , , , , , , , , , , , , , , , 
sp,Presbytis_natunae,Presbytis,Natuna Leaf Monkey, ,Forest,0,1,closed,1,Diurnal, , , , , ,1, ,1, , , , , , , , ,1,2, ,wp,MF_MFF,0.5,groups,one,none,AR, , ,7.05, , , , , , , , , , , , , 
pop,Presbytis_natunae,Presbytis,Natuna Leaf Monkey,"Bunguran, Indonesia",Forest,0,1,closed,1,Diurnal, , , , , ,1, ,1, , , , , , , , , ,2,1,wp,MF_MFF,0.5,groups,one,none,AR, , ,7.05, , , , , , , , , , , , , 
sp,Presbytis_potenziani,Presbytis,Mentawai Island Langur, ,Forest_Wetland,0,1,closed,2,Diurnal, , , , , ,13, ,1, , , , , , , , ,2,14, ,bp,MF,0.928571429,groups,one,none,AR, , , , , , , , , , , , , , , , 
pop,Presbytis_potenziani,Presbytis,Mentawai Island Langur,"Betumonga, Mentawai Island",Forest,0,1,closed,1,Diurnal, , , , , ,13, , , , , , , , , , , ,13,1,none,MF,1,groups,one,none,AR, , , , , , , , , , , , , , , , 
pop,Presbytis_potenziani,Presbytis,Mentawai Island Langur,"Peleonan Forest, Sumatra",Forest,0,1,closed,1,Diurnal, , , , , , , ,1, , , , , , , , , ,1,1,none,MFF,1,groups,one,none,AR, , , , , , , , , , , , , , , , 
sp,Presbytis_rubicunda,Presbytis,Red/Maroon Langur, ,Forest_Wetland,0,1,closed,2,Diurnal, , , , , , , ,9, , , , , , , , ,3,9, ,none,MFF,1,groups,one,none,AR,6.285,5.9575,6.13,0.143643076,0.139612559, ,13.25,53.25,23.9,6.95,0.4,8.414570696,32.73904397,19.3747258,5.868986284, 
pop,Presbytis_rubicunda,Presbytis,Red/Maroon Langur,"Sabangau Forest, Indonesia",Forest_Wetland,0,1,closed,2,Diurnal, , , , , , , ,7, , , , , , , , , ,7,1,none,MFF,1,groups,one,yes,AR,6.285,5.9575,6.13,0.143643076,0.139612559, ,13.25,53.25,23.9,6.95,0.4,8.414570696,32.73904397,19.3747258,5.868986284, 
pop,Presbytis_rubicunda,Presbytis,Red/Maroon Langur,"Wehea Forest, Indonesia",Forest,0,1,closed,1,Diurnal, , , , , , , ,1, , , , , , , , , ,1,1,none,MFF,1,groups,one,none,AR,6.285,5.9575,6.13,0.143643076,0.139612559, ,13.25,53.25,23.9,6.95,0.4,8.414570696,32.73904397,19.3747258,5.868986284, 
pop,Presbytis_rubicunda,Presbytis,Red/Maroon Langur,"Sabah, Borneo",Forest,0,1,closed,1,Diurnal, , , , , , , ,1, , , , , , , , , ,1,1,none,MFF,1,groups,one,none,AR,6.285,5.9575,6.13,0.143643076,0.139612559, ,13.25,53.25,23.9,6.95,0.4,8.414570696,32.73904397,19.3747258,5.868986284, 
sp,Presbytis_siamensis,Presbytis,Pale-thighed Langur/White thighed Surili, ,NA,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Presbytis_thomasi,Presbytis,Thomas' Langur, ,Forest,0,1,closed,1,Diurnal, , , , , ,1, ,29, , , , , , , , ,3,30, ,wp,MFF,0.966666667,groups,one,yes,AR, , ,7.5, , , ,36.1, ,44.2,3.6,6.4, , , , , 
pop,Presbytis_thomasi,Presbytis,Thomas' Langur,"Gunung Leuser National Park, Indonesia",Forest,0,1,closed,1,Diurnal, , , , , , , ,15, , , , , , , , , ,15,1,wp,MFF,1,groups,one,none,AR, , ,7.5, , , ,36.1, ,44.2,3.6,6.4, , , , , 
pop,Presbytis_thomasi,Presbytis,Thomas' Langur,"Bukit Lawang, Indonesia",Forest,0,1,closed,1,Diurnal, , , , , , , ,1, , , , , , , , , ,1,1,wp,MFF,1,groups,one,none,AR, , ,7.5, , , ,36.1, ,44.2,3.6,6.4, , , , , 
pop,Presbytis_thomasi,Presbytis,Thomas' Langur,"Ketambe Research Station, Indonesia",Forest,0,1,closed,1,Diurnal,, , , , ,1, ,13, , , , , , , , , ,14,1,wp,MFF,0.928571429,groups,one,yes,AR, , ,7.5, , , ,36.1, ,44.2,3.6,6.4, , , , , 
sp,Procolobus_verus,Procolobus,Olive Colobus, ,Forest,0,1,closed,1,Diurnal,1, , , , ,1, ,7,2,5, , , , , , ,3,15, ,both,MFF,0.466666667,groups,one,yes,AR,4.63,4.2, , , , ,9,8,80,4, , , , , , 
pop,Procolobus_verus,Procolobus,Olive Colobus,"Taï National Park, Ivory Coast",Forest,0,1,closed,1,Diurnal,1, , , , ,1, ,7,2,4, , , , , , ,2,14,2,wp,MFF,0.5,groups,one,yes,AR,4.63,4.2, , , , ,9,8,80,4, , , , , , 
pop,Procolobus_verus,Procolobus,Olive Colobus,"Tiwai, Sierra Leone",Forest,0,1,closed,1,Diurnal, , , , , , , , , ,1, , , , , , , ,1,1,none,FFMM,1,groups,one,yes,AR,4.63,4.2, , , , ,9,8,80,4, , , , , , 
sp,Prolemur_simus,Prolemur,Greater Bamboo Lemur, ,Forest,0,1,closed,1,Cathemeral, , , , , , , ,1, ,1, , , , , , ,1,2, ,wp,MFF_FFMM,0.5,groups,one,none,AR,2.238,2.25,2.45, , , ,0.5, , ,1, , , , , , 
pop,Prolemur_simus,Prolemur,Greater Bamboo Lemur,"Ranomafana National Park, Madagascar",Forest,0,1,closed,1,Cathemeral, , , , , , , ,1, ,1, , , , , , , ,2,1,wp,MFF_FFMM,0.5,groups,one,none,AR,2.238,2.25,2.45, , , ,0.5, , ,1, , , , , , 
sp,Propithecus_candidus,Propithecus,Silky Sifaka, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Propithecus_coquereli,Propithecus,Coquerel's Sifaka, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Propithecus_coronatus,Propithecus,Crowned Sifaka, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Propithecus_deckenii,Propithecus,Van der Decken's Sifaka, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Propithecus_diadema,Propithecus,Diademed Sifaka, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Propithecus_edwardsi,Propithecus,Milne-Edwards' Sifaka, , ,0,0,,1,Diurnal, , , , , ,12, ,13,13,16, , , , , , ,3,54, ,wp,FFMM,0.296296296,groups,one,none,AR,5.663333333,5.965,6.09,0.20984121,0.306063719, ,40, ,56,3,1, , , , , 
pop,Propithecus_edwardsi,Propithecus,Milne-Edwards' Sifaka,"Ranomafana National Park, Madagascar",Forest,0,1,closed,1,Diurnal, , , , , ,12, ,13,13,16, , , , , , , ,54,3,wp,FFMM,0.296296296,groups,one,none,AR,5.663333333,5.965,6.09,0.20984121,0.306063719, ,40, ,56,3,1, , , , , 
sp,Propithecus_perrieri,Propithecus,Perrier's Sifaka, , ,0,0,,1,Diurnal, , , , , , , ,1,1, , , , , , , ,1,2, ,wp,MFF_FMM,0.5,groups, ,none,AR,4.46,4.47, ,0.339411255,0.042426407, ,31.6,1.525,43.53333333,13.6, ,14.96429083,1.096015511,9.200724609,19.23330445, 
pop,Propithecus_perrieri,Propithecus,Perrier's Sifaka,"Analerema, Madagascar",Forest,0,1,closed,1,Diurnal, , , , , , , ,1,1, , , , , , , , ,2,1,wp,MFF_FMM,0.5,groups, ,none,AR,4.46,4.47, ,0.339411255,0.042426407, ,31.6,1.525,43.53333333,13.6, ,14.96429083,1.096015511,9.200724609,19.23330445, 
sp,Propithecus_tattersalli,Propithecus,Tattersall's Sifaka, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Propithecus_verreauxi,Propithecus,Verreaux's Sifaka, , ,0,0,,1,Diurnal, ,1, , , ,20,0,14,27,64,1, , , , , ,13,125, ,both,FFMM,0.512,groups,one,none,AR,2.93925,3.059475,3.14354,0.151444985,0.198543599, ,52.165,7,56.33,9.66, ,32.2935667, , , , 
pop,Propithecus_verreauxi,Propithecus,Verreaux's Sifaka,"Kirindy Forest, Madagascar",Forest,0,1,closed,1,Diurnal, ,1, , , ,17, ,8,19,24,1, , , , , , ,68,4,wp,FFMM,0.352941176,groups,one,none,AR,2.93925,3.059475,3.14354,0.151444985,0.198543599, ,52.165,7,56.33,9.66, ,32.2935667, , , , 
pop,Propithecus_verreauxi,Propithecus,Verreaux's Sifaka,"Ampijoroa, Madagascar",Forest,0,1,closed,1,Diurnal, , , , , ,1, ,1,1,5, , , , , , , ,8,1,wp,FFMM,0.625,groups,one,none,AR,2.93925,3.059475,3.14354,0.151444985,0.198543599, ,52.165,7,56.33,9.66, ,32.2935667, , , , 
pop,Propithecus_verreauxi,Propithecus,Verreaux's Sifaka,"Hazafotsy, Madagascar",Forest,0,1,closed,1,Diurnal, , , , , , , ,2,1,2, , , , , , , ,5,1,wp,MFF_FFMM,0.4,groups,one,none,AR,2.93925,3.059475,3.14354,0.151444985,0.198543599, ,52.165,7,56.33,9.66, ,32.2935667, , , , 
pop,Propithecus_verreauxi,Propithecus,Verreaux's Sifaka,"Beza Mahaflahy, Madagascar",Forest,0,1,closed,1,Diurnal, , , , , , , ,1, ,4, , , , , , , ,5,3,wp,FFMM,0.8,groups,one,none,AR,2.93925,3.059475,3.14354,0.151444985,0.198543599, ,52.165,7,56.33,9.66, ,32.2935667, , , , 
pop,Propithecus_verreauxi,Propithecus,Verreaux's Sifaka,"Berenty, Madagascar",Forest,0,1,closed,1,Diurnal, , , , , ,2, ,2,6,29, , , , , , , ,39,4,wp,FFMM,0.743589744,groups,ff,none,AR,2.93925,3.059475,3.14354,0.151444985,0.198543599, ,52.165,7,56.33,9.66, ,32.2935667, , , , 
sp,Pygathrix_cinerea,Pygathrix,Gray Shanked Douc, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Pygathrix_nemaeus,Pygathrix,Red Shanked Douc, ,Forest,0,1,closed,1,Diurnal, , , , , , , ,1, ,2, , , , , , ,1,3, ,both,FFMM,0.666666667,groups,ff,yes,AR,11.2,8.49, ,1.979898987,2.107178208, ,25.5, ,72.5,4, ,16.26345597, ,13.43502884, , 
pop,Pygathrix_nemaeus,Pygathrix,Red Shanked Douc,"Hin Namno Nationa lProtected Area, Lao PDR",Forest,0,1,closed,1,Diurnal, , , , , , , ,1, ,2, , , , , , , ,3,1,wp,FFMM,0.666666667,groups,one,yes,AR,11.2,8.49, ,1.979898987,2.107178208, ,25.5, ,72.5,4, ,16.26345597, ,13.43502884, , 
sp,Pygathrix_nigripes,Pygathrix,Black Shanked Douc, ,Forest,0,1,closed,1,Diurnal,1, , , , , , ,6, ,12, , , , , , ,2,18, ,wp,FFMM,0.666666667,groups,both,none,AR,10.68333333,8.269, ,0.592311855,1.023954589, ,29, ,54,14, , , , , , 
pop,Pygathrix_nigripes,Pygathrix,Black Shanked Douc,"Nui Chua National Park, Vietnam",Forest,0,1,closed,1,Diurnal, , , , , , , , , ,1, , , , , , , ,1,1,none,FFMM,1,groups,one,none,AR,10.68333333,8.269, ,0.592311855,1.023954589, ,29, ,54,14, , , , , , 
pop,Pygathrix_nigripes,Pygathrix,Black Shanked Douc,"Phuoc Binh National Park, Vietnam",Forest,0,1,closed,1,Diurnal, , , , , , , , , ,1, , , , , , , ,1,1,none,FFMM,1,groups,one,none,AR,10.68333333,8.269, ,0.592311855,1.023954589, ,29, ,54,14, , , , , , 
pop,Pygathrix_nigripes,Pygathrix,Black Shanked Douc,"Seima Biodiversity Conservation Area, Cambodia",Forest,0,1,closed,1,Diurnal,1, , , , , , ,6, ,10, , , , , , , ,16,1,wp,FFMM,0.625,groups,both,none,AR,10.68333333,8.269, ,0.592311855,1.023954589, ,29, ,54,14, , , , , , 
sp,Rhinopithecus_avunculus,Rhinopithecus,Tonkin Snub-Nosed Monkey, ,Forest,0,1,closed,1,Diurnal, , , , , , , ,8, ,6, , , , , , ,2,14, ,wp,MFF,0.571428571,groups,ml,none,AR,14,8.5, , , , ,35.5925,9.676666667,37.9325,9.25, ,17.48298864,4.834297605,12.40621719,1.301076477, 
pop,Rhinopithecus_avunculus,Rhinopithecus,Tonkin Snub-Nosed Monkey,"Na Hang, Vietnam",Forest,0,1,closed,1,Diurnal, , , , , , , ,3, , , , , , , , , ,3,1,none,MFF,1,groups,ml,none,AR,14,8.5, , , , ,35.5925,9.676666667,37.9325,9.25, ,17.48298864,4.834297605,12.40621719,1.301076477, 
pop,Rhinopithecus_avunculus,Rhinopithecus,Tonkin Snub-Nosed Monkey,"Khau Ca Forest, Vietnam",Forest,0,1,closed,1,Diurnal, , , , , , , ,5, ,6, , , , , , , ,11,1,wp,FFMM,0.545454545,groups,ml,none,AR,14,8.5, , , , ,35.5925,9.676666667,37.9325,9.25, ,17.48298864,4.834297605,12.40621719,1.301076477, 
sp,Rhinopithecus_bieti,Rhinopithecus,Yunnan/Black-and-White Snub-Nosed Langur, ,Forest_Rocky,1,1,both,2,Diurnal,5, , , , ,1, ,94, ,6, , , , , , ,6,101, ,bp,MFF,0.930693069,groups, ,none,BOTH,15.3,9.1, , , , ,9.35, ,12.8,1.5,1.9,2.899137803, ,5.232590181, , 
pop,Rhinopithecus_bieti,Rhinopithecus,Yunnan/Black-and-White Snub-Nosed Langur,"Wuyapiya, China",Forest,0,1,closed,1,Diurnal,5, , , , , , ,18, ,1, , , , , , , ,19,1,wp,MFF,0.947368421,groups,both,yes,BOTH,15.3,9.1, , , , ,9.35, ,12.8,1.5,1.9,2.899137803, ,5.232590181, , 
pop,Rhinopithecus_bieti,Rhinopithecus,Yunnan/Black-and-White Snub-Nosed Langur,"Honglaxueshan National Nature Reserve, Tibet",Forest,0,1,closed,1,Diurnal, , , , , , , ,15, ,4, , , , , , , ,19,1,wp,MFF,0.789473684,groups,both,none,BOTH,15.3,9.1, , , , ,9.35, ,12.8,1.5,1.9,2.899137803, ,5.232590181, , 
pop,Rhinopithecus_bieti,Rhinopithecus,Yunnan/Black-and-White Snub-Nosed Langur,"Deqin, China",Forest,0,1,closed,1,Diurnal, , , , , ,1, ,15, ,1, , , , , , , ,17,1,wp,MFF,0.882352941,groups,ml,none,BOTH,15.3,9.1, , , , ,9.35, ,12.8,1.5,1.9,2.899137803, ,5.232590181, , 
pop,Rhinopithecus_bieti,Rhinopithecus,Yunnan/Black-and-White Snub-Nosed Langur,"Yunnan, China",Forest_Rocky,1,1,both,2,Diurnal, , , , , , , ,20, , , , , , , , , ,20,3,none,MFF,1,groups,both,none,BOTH,15.3,9.1, , , , ,9.35, ,12.8,1.5,1.9,2.899137803, ,5.232590181, , 
sp,Rhinopithecus_brelichi,Rhinopithecus,Gray Snub-Nosed Monkey, ,Forest,0,1,closed,1,Diurnal, , , , , ,2, ,13, , , , , , , , ,2,15, ,wp,MFF,0.866666667,groups,both,yes,BOTH,14.5,8, , , , ,35, ,58,28, , , , , , 
pop,Rhinopithecus_brelichi,Rhinopithecus,Gray Snub-Nosed Monkey,"Gizhou, China",Forest,0,1,closed,1,Diurnal, , , , , ,2, ,13, , , , , , , , , ,15,2,wp,MFF,0.866666667,groups,both,yes,BOTH,14.5,8, , , , ,35, ,58,28, , , , , , 
