sp.pop,Genus_species,Common_name,Population,Habitat_type,Habitat_open,Habitat_closed,Habitat_cat,Habitat_heterogenity,Activity_pattern,DisperseM,DisperseF,solitaryM,solitaryF,Solitary,MF,MF_adult_off,MFF,FMM,FFMM,FF,MM,Sex_specific_group,Sex_specific_solitaryM,Sex_specific_solitaryF,Sibling,Nbr_of_studies,Nbr_social_units,Nbr_papers_for_each_field_sites,IVSO,main_SO,calculation_main_SO,foraging_style,level_of_society,Disruption,Locomotion,mean_Male_all,mean_Female_all,mean_other_all,sd_Male_all,sd_Female_all,sd_other_all,mean_Fruits_all,mean_Seeds_all,mean_Leaves_all,mean_Flowers_all,mean_Animal_all,sd_Fruits_all,sd_Seeds_all,sd_Leaves_all,sd_Flowers_all,sd_Animals_all
sp,Lophocebus_aterrimus,Black-crested Mangabey, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Loris_lydekkerianus,Slender Loris, ,Forest,0,1,closed,1,Nocturnal, , ,14,10,10,9, , ,1,1, , , , , , ,2,21, ,both,solitary,0.476190476,solitary_groups,one,none,BOTH,0.24405,0.23788,0.27,0.04158258,0.044732404, ,5.5, ,20,83.5,97,6.363961031, , , ,0
pop,Loris_lydekkerianus,Slender Loris,"Ayyalur, India",Forest,0,1,closed,1,Nocturnal, , ,4,4,4,2, , ,1,1, , , , , , , ,8,1,wp,solitary,0.5,solitary_groups,one,none,BOTH,0.24405,0.23788,0.27,0.04158258,0.044732404, ,5.5, ,20,83.5,97,6.363961031, , , ,0
pop,Loris_lydekkerianus,Slender Loris,"Tamil Nadu, India",Forest,0,1,closed,1,Nocturnal, , ,10,6,6,7, , , , , , , , , , , ,13,1,wp,MF,0.538461538,solitary,one,none,BOTH,0.24405,0.23788,0.27,0.04158258,0.044732404, ,5.5, ,20,83.5,97,6.363961031, , , ,0
sp,Loris_tardigradus,Red Slender Loris, , ,0,0,, ,Nocturnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Macaca_arctoides,Stump-tailed Macaque, ,Cave_Forest_Rocky_Shrubland,1,1,both,3,Diurnal, , , , , , , , , ,3, , , , , , ,3,3, ,none,FFMM,1,groups,one,yes,BOTH,12.2,8.4, , , , , , , , , , , , , , 
pop,Macaca_arctoides,Stump-tailed Macaque,"Wat Khuha Santayaram monastery, Thailand",Cave_Forest,0,1,closed,2,Diurnal, , , , , , , , , ,1, , , , , , , ,1,1,none,FFMM,1,groups,one,yes,BOTH,12.2,8.4, , , , , , , , , , , , , , 
pop,Macaca_arctoides,Stump-tailed Macaque,"Tanaxpillo Island, Mexico",Forest_Rocky_Shrubland,1,1,both,3,Diurnal, , , , , , , , , ,2, , , , , , , ,2,2,none,FFMM,1,groups,one,yes,BOTH,12.2,8.4, , , , , , , , , , , , , , 
sp,Macaca_assamensis,Assam(ese) Macaque, ,Artificial_Forest_Shrubland,1,1,both,2,Diurnal, , , , , , , , , ,32, , , , , , ,13,32, ,none,FFMM,1,groups,ff,yes,AR,11.8,8.3875, ,1.542724862,1.52554635, ,42.4, ,21.2,8.3,22.3, , , , , 
pop,Macaca_assamensis,Assam(ese) Macaque,"Phu Khieo Wildlife Sanctuary, Thailand",Forest,0,1,closed,1,Diurnal, , , , , , , , , ,25, , , , , , , ,25,10,none,FFMM,1,groups,ff,yes,AR,11.8,8.3875, ,1.542724862,1.52554635, ,42.4, ,21.2,8.3,22.3, , , , , 
pop,Macaca_assamensis,Assam(ese) Macaque,"Assam, India",Artificial_Forest,0,1,closed,2,Diurnal, , , , , , , , , ,1, , , , , , , ,1,1,none,FFMM,1,groups,one,none,AR,11.8,8.3875, ,1.542724862,1.52554635, ,42.4, ,21.2,8.3,22.3, , , , , 
pop,Macaca_assamensis,Assam(ese) Macaque,"Nagarjun Forest, Nepal",Forest_Shrubland,1,1,both,2,Diurnal, , , , , , , , , ,4, , , , , , , ,4,1,none,FFMM,1,groups,one,none,AR,11.8,8.3875, ,1.542724862,1.52554635, ,42.4, ,21.2,8.3,22.3, , , , , 
pop,Macaca_assamensis,Assam(ese) Macaque,"Nonggang Nature Reserve, China",Forest,0,1,closed,1,Diurnal, , , , , , , , , ,2, , , , , , , ,2,1,none,FFMM,1,groups,one,none,AR,11.8,8.3875, ,1.542724862,1.52554635, ,42.4, ,21.2,8.3,22.3, , , , , 
sp,Macaca_cyclopis,Taiwanese / Formosan Rock Macaque, ,Forest,0,1,closed,1,Diurnal, , , , , , , ,10, ,24, , , , , , ,5,34,,both,FFMM,0.705882353,groups,ff,yes,BOTH,8.11,5.815,5.47,2.105017815,1.237436867, ,48.95, ,19.9,3.2,14.3,4.313351365, ,6.929646456, , 
pop,Macaca_cyclopis,Taiwanese / Formosan Rock Macaque,"Kenting National Park, Taiwan",Forest,0,1,closed,1,Diurnal, , , , , , , ,9, ,2, , , , , , , ,11,2,wp,MFF,0.818181818,groups,ff,yes,BOTH,8.11,5.815,5.47,2.105017815,1.237436867, ,48.95, ,19.9,3.2,14.3,4.313351365, ,6.929646456, , 
pop,Macaca_cyclopis,Taiwanese / Formosan Rock Macaque,"Mount Longevity, Taiwan",Forest,0,1,closed,1,Diurnal, , , , , , , ,1, ,22, , , , , , , ,23,3,wp,FFMM,0.956521739,groups,ff,none,BOTH,8.11,5.815,5.47,2.105017815,1.237436867, ,48.95, ,19.9,3.2,14.3,4.313351365, ,6.929646456, , 
sp,Macaca_fascicularis,Long-tailed/Crab-eating Macaque, ,Artificial_Forest_Rocky_Wetland,1,1,both,3,Diurnal, , , , , , , ,7, ,76, , , , , , ,13,83, ,both,FFMM,0.915662651,groups,ff,yes,BOTH,5.124,3.186,4.03,0.277182251,0.241826384, ,33.2, ,13.93333333,3.966666667,17.2,29.04806362, ,8.203251388,4.301550108,15.97717121
pop,Macaca_fascicularis,Long-tailed/Crab-eating Macaque,Great Nicobar Island,Forest,0,1,closed,1,Diurnal, , , , , , , , , ,3, , , , , , , ,3,1,none,FFMM,1,groups,one,none,BOTH,5.124,3.186,4.03,0.277182251,0.241826384, ,33.2, ,13.93333333,3.966666667,17.2,29.04806362, ,8.203251388,4.301550108,15.97717121
pop,Macaca_fascicularis,Long-tailed/Crab-eating Macaque,"Uluwatu Temple, Bali",Forest,0,1,closed,1,Diurnal, , , , , , , , , ,4, , , , , , , ,4,1,none,FFMM,1,groups,one,none,BOTH,5.124,3.186,4.03,0.277182251,0.241826384, ,33.2, ,13.93333333,3.966666667,17.2,29.04806362, ,8.203251388,4.301550108,15.97717121
pop,Macaca_fascicularis,Long-tailed/Crab-eating Macaque,"Ketembe Research Station, Indonesia",Forest,0,1,closed,1,Diurnal, , , , , , , , , ,11, , , , , , , ,11,1,none,FFMM,1,groups,ff,none,BOTH,5.124,3.186,4.03,0.277182251,0.241826384, ,33.2, ,13.93333333,3.966666667,17.2,29.04806362, ,8.203251388,4.301550108,15.97717121
pop,Macaca_fascicularis,Long-tailed/Crab-eating Macaque,"Gunung Lesser National Park, Indonesia",Forest,0,1,closed,1,Diurnal, , , , , , , ,3, ,11, , , , , , , ,14,3,wp,FFMM,0.785714286,groups,ff,yes,BOTH,5.124,3.186,4.03,0.277182251,0.241826384, ,33.2, ,13.93333333,3.966666667,17.2,29.04806362, ,8.203251388,4.301550108,15.97717121
pop,Macaca_fascicularis,Long-tailed/Crab-eating Macaque,"Mentoko Research Station, Indonesia",Forest,0,1,closed,1,Diurnal, , , , , , , , , ,1, , , , , , , ,1,1,wp,FFMM,1,groups,ff,yes,BOTH,5.124,3.186,4.03,0.277182251,0.241826384, ,33.2, ,13.93333333,3.966666667,17.2,29.04806362, ,8.203251388,4.301550108,15.97717121
pop,Macaca_fascicularis,Long-tailed/Crab-eating Macaque,"Singapore, Malaysia",Artificial_Forest,0,1,closed,2,Diurnal, , , , , , , ,3, ,25, , , , , , , ,28,2,wp,FFMM,0.892857143,groups,one,none,BOTH,5.124,3.186,4.03,0.277182251,0.241826384, ,33.2, ,13.93333333,3.966666667,17.2,29.04806362, ,8.203251388,4.301550108,15.97717121
pop,Macaca_fascicularis,Long-tailed/Crab-eating Macaque,Peninsular Malaysia,Artificial_Forest_Wetland,0,1,closed,3,Diurnal, , , , , , , , , ,10, , , , , , , ,10,1,none,FFMM,1,groups,one,none,BOTH,5.124,3.186,4.03,0.277182251,0.241826384, ,33.2, ,13.93333333,3.966666667,17.2,29.04806362, ,8.203251388,4.301550108,15.97717121
pop,Macaca_fascicularis,Long-tailed/Crab-eating Macaque,"Padangtegal Monkey Forest, Bali",Artificial_Forest_Wetland,0,1,closed,3,Diurnal, , , , , , , , , ,5, , , , , , , ,5,1,none,FFMM,1,groups,one,yes,BOTH,5.124,3.186,4.03,0.277182251,0.241826384, ,33.2, ,13.93333333,3.966666667,17.2,29.04806362, ,8.203251388,4.301550108,15.97717121
pop,Macaca_fascicularis,Long-tailed/Crab-eating Macaque,"Padang, West Sumatra, Indonesia",Artificial_Forest_Rocky,1,1,both,3,Diurnal, , , , , , , ,1, ,5, , , , , , , ,6,1,wp,FFMM,0.833333333,groups,one,none,BOTH,5.124,3.186,4.03,0.277182251,0.241826384, ,33.2, ,13.93333333,3.966666667,17.2,29.04806362, ,8.203251388,4.301550108,15.97717121
pop,Macaca_fascicularis,Long-tailed/Crab-eating Macaque,"Tanjung Puting National Park, Indonesia",Forest,0,1,closed,1,Diurnal, , , , , , , , , ,1, , , , , , , ,1,1,none,FFMM,1,groups,one,none,BOTH,5.124,3.186,4.03,0.277182251,0.241826384, ,33.2, ,13.93333333,3.966666667,17.2,29.04806362, ,8.203251388,4.301550108,15.97717121
sp,Macaca_fuscata,Japanese Macaque, ,Forest_Rocky_Shrubland,1,1,both,2,Diurnal, , , , , , , , , ,20, , , , , , ,16,20, ,none,FFMM,1,groups,ff,yes,BOTH,11.385,8.415,9.5,0.586898628,0.544472222, ,16.95,17.775,32.5,9.8,2.85,5.586143571,19.48079182,17.67766953,7.353910524,3.606244584
pop,Macaca_fuscata,Japanese Macaque,"Yakushima Island, Japan",Forest,0,1,closed,1,Diurnal, , , , , , , , , ,11, , , , , , , ,11,8,none,FFMM,1,groups,ff,yes,BOTH,11.385,8.415,9.5,0.586898628,0.544472222, ,16.95,17.775,32.5,9.8,2.85,5.586143571,19.48079182,17.67766953,7.353910524,3.606244584
pop,Macaca_fuscata,Japanese Macaque,"Kinkazan Island, Japan",Forest,0,1,closed,1,Diurnal, , , , , , , , , ,3, , , , , , , ,3,2,none,FFMM,1,groups,one,none,BOTH,11.385,8.415,9.5,0.586898628,0.544472222, ,16.95,17.775,32.5,9.8,2.85,5.586143571,19.48079182,17.67766953,7.353910524,3.606244584
pop,Macaca_fuscata,Japanese Macaque,"Kanagawa, Japan",Forest,0,1,closed,1,Diurnal, , , , , , , , , ,1, , , , , , , ,1,1,wp,FFMM,1,groups,ff,none,BOTH,11.385,8.415,9.5,0.586898628,0.544472222, ,16.95,17.775,32.5,9.8,2.85,5.586143571,19.48079182,17.67766953,7.353910524,3.606244584
pop,Macaca_fuscata,Japanese Macaque,"Koshima Islet, Japan",Forest_Shrubland,1,1,both,2,Diurnal, , , , , , , , , ,1, , , , , , , ,1,1,none,FFMM,1,groups,one,none,BOTH,11.385,8.415,9.5,0.586898628,0.544472222, ,16.95,17.775,32.5,9.8,2.85,5.586143571,19.48079182,17.67766953,7.353910524,3.606244584
pop,Macaca_fuscata,Japanese Macaque,"Katsuyama, Japan",Forest_Rocky,1,1,both,2,Diurnal, , , , , , , , , ,4, , , , , , , ,4,4,none,FFMM,1,groups,ff,yes,BOTH,11.385,8.415,9.5,0.586898628,0.544472222, ,16.95,17.775,32.5,9.8,2.85,5.586143571,19.48079182,17.67766953,7.353910524,3.606244584
sp,Macaca_hecki,Heck's Macaque, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Macaca_leonina,Northern Pig-tailed Macaque, ,Forest,0,1,closed,1,Diurnal, , , , , , , , , ,3, , , , , , ,2,3, ,none,FFMM,1,groups,one,none,AR,8.065,4.99,6.7,0.586898628,0.084852814, ,65.9,6.1,6.1,2.1,11.7, , , , , 
pop,Macaca_leonina,Northern Pig-tailed Macaque,"Mo Singto Forest, Khao Yai National Park, Thailand",Forest,0,1,closed,1,Diurnal, , , , , , , , , ,3, , , , , , , ,3,2,none,FFMM,1,groups,one,none,AR,8.065,4.99,6.7,0.586898628,0.084852814, ,65.9,6.1,6.1,2.1,11.7, , , , , 
sp,Macaca_maura,Moor Macaque, ,Forest,0,1,closed,1,Diurnal, , , , , , , , , ,4, , , , , , ,2,4, ,none,FFMM,1,groups,one,yes,BOTH,9.026333333,5.571666667, ,1.016907239,0.475035086, , , , , , , , , , , 
pop,Macaca_maura,Moor Macaque,"Karaenta Nature Reserve, Indonesia",Forest,0,1,closed,1,Diurnal, , , , , , , , , ,1, , , , , , , ,1,1,none,FFMM,1,groups,one,none,BOTH,9.026333333,5.571666667, ,1.016907239,0.475035086, , , , , , , , , , , 
pop,Macaca_maura,Moor Macaque,"Bantimurung-Bulusaraung National Park, Indonesia",Forest,0,1,closed,1,Diurnal, , , , , , , , , ,3, , , , , , , ,3,1,none,FFMM,1,groups,ff,yes,BOTH,9.026333333,5.571666667, ,1.016907239,0.475035086, , , , , , , , , , , 
sp,Macaca_mulatta,Rhesus Macaque, ,Artificial_Forest_Grassland_Rocky_Shrubland_Wetland,1,1,both,4,Diurnal,8, , , , , , ,1, ,45, , , , , , ,24,46, ,none,FFMM,0.97826087,groups,ff,yes,BOTH,7.345,5.14,5.96,0.502045815,0.282842712, ,79, , , , , , , , , 
pop,Macaca_mulatta,Rhesus Macaque,"Cayo Santiago, Puerto Rico",Forest,0,1,closed,1,Diurnal,8, , , , , , , , ,27, , , , , , , ,27,14,none,FFMM,1,groups,ff,yes,BOTH,7.345,5.14,5.96,0.502045815,0.282842712, ,79, , , , , , , , , 
pop,Macaca_mulatta,Rhesus Macaque,"La Cueva, Puerto Rico",Forest_Wetland,0,1,closed,2,Diurnal, , , , , , , ,1, ,2, , , , , , , ,3,1,none,FFMM,0.666666667,groups,one,none,BOTH,7.345,5.14,5.96,0.502045815,0.282842712, ,79, , , , , , , , , 
pop,Macaca_mulatta,Rhesus Macaque,"Silver Springs State Park, Florida",Forest_Wetland,0,1,closed,2,Diurnal, , , , , , , , , ,3, , , , , , , ,3,1,none,FFMM,1,groups,one,none,BOTH,7.345,5.14,5.96,0.502045815,0.282842712, ,79, , , , , , , , , 
pop,Macaca_mulatta,Rhesus Macaque,"Borme,  Bengladesh",Artificial_Grassland,1,0,open,2,Diurnal, , , , , , , , , ,1, , , , , , , ,1,1,none,FFMM,1,groups,one,none,BOTH,7.345,5.14,5.96,0.502045815,0.282842712, ,79, , , , , , , , , 
pop,Macaca_mulatta,Rhesus Macaque,"Shimla, Himachal Padresh",Artificial,0,0,,1,Diurnal, , , , , , , , , ,2, , , , , , , ,2,1,none,FFMM,1,groups,one,none,BOTH,7.345,5.14,5.96,0.502045815,0.282842712, ,79, , , , , , , , , 
pop,Macaca_mulatta,Rhesus Macaque,"Dhaka, Bengladesh",Artificial,0,0,,1,Diurnal, , , , , , , , , ,1, , , , , , , ,1,1,none,FFMM,1,groups,one,none,BOTH,7.345,5.14,5.96,0.502045815,0.282842712, ,79, , , , , , , , , 
pop,Macaca_mulatta,Rhesus Macaque,"Neilingding National Nature Reserve, China",Forest,0,1,closed,1,Diurnal, , , , , , , , , ,1, , , , , , , ,1,1,none,FFMM,1,groups,one,none,BOTH,7.345,5.14,5.96,0.502045815,0.282842712, ,79, , , , , , , , , 
pop,Macaca_mulatta,Rhesus Macaque,"Henan Taihangshan Macaque National Nature Reserve, China",Forest,0,1,closed,1,Diurnal, , , , , , , , , ,1, , , , , , , ,1,1,none,FFMM,1,groups,one,none,BOTH,7.345,5.14,5.96,0.502045815,0.282842712, ,79, , , , , , , , , 
pop,Macaca_mulatta,Rhesus Macaque,"Tughlaqabad, India",Artificial_Grassland_Rocky_Shrubland,1,0,open,4,Diurnal, , , , , , , , , ,5, , , , , , , ,5,1,none,FFMM,1,groups,ff,yes,BOTH,7.345,5.14,5.96,0.502045815,0.282842712, ,79, , , , , , , , , 
pop,Macaca_mulatta,Rhesus Macaque,"Chakia Forest, Uttar Pradesh",Artificial_Forest,0,1,closed,2,Diurnal, , , , , , , , , ,2, , , , , , , ,2,1,none,FFMM,1,groups,one,none,BOTH,7.345,5.14,5.96,0.502045815,0.282842712, ,79, , , , , , , , , 
sp,Macaca_munzala,Arunachal Macaque, ,Forest_Grassland_Shrubland,1,1,both,3,Diurnal,2, , , , , , ,4, ,35, , , , , , ,4,39, ,both,FFMM,0.897435897,groups,one,none,BOTH,15, , , , , ,12.2, ,25.2,5.15, ,1.13137085, ,20.08183259,2.61629509, 
pop,Macaca_munzala,Arunachal Macaque,"Tawang District, India",Forest_Grassland_Shrubland,1,1,both,3,Diurnal,2, , , , , , ,1, ,16, , , , , , , ,17,4,wp,FFMM,0.941176471,groups,one,none,BOTH,15, , , , , ,12.2, ,25.2,5.15, ,1.13137085, ,20.08183259,2.61629509, 
pop,Macaca_munzala,Arunachal Macaque,"Kameng District, India",Forest_Grassland_Shrubland,1,1,both,3,Diurnal, , , , , , , ,1, ,5, , , , , , , ,6,1,wp,FFMM,0.833333333,groups,one,none,BOTH,15, , , , , ,12.2, ,25.2,5.15, ,1.13137085, ,20.08183259,2.61629509, 
pop,Macaca_munzala,Arunachal Macaque,"Changlang District, India",Forest_Grassland_Shrubland,1,1,both,3,Diurnal, , , , , , , , , ,7, , , , , , , ,7,1,none,FFMM,1,groups,one,none,BOTH,15, , , , , ,12.2, ,25.2,5.15, ,1.13137085, ,20.08183259,2.61629509, 
pop,Macaca_munzala,Arunachal Macaque,"Lohit District, India",Forest_Grassland_Shrubland,1,1,both,3,Diurnal, , , , , , , ,2, ,7, , , , , , , ,9,1,wp,FFMM,0.777777778,groups,one,none,BOTH,15, , , , , ,12.2, ,25.2,5.15, ,1.13137085, ,20.08183259,2.61629509, 
sp,Macaca_nemestrina,Southern/Sunda Pig-tailed Macaque, ,Forest_Rocky_Wetland,1,1,both,2,Diurnal,10, , , , , , ,1, ,2, , , , , , ,2,3, ,both,FFMM,0.666666667,groups,one,yes,BOTH,10.43333333,6.156666667,8.89,1.415391583,0.657596634, ,74.6, ,8.9,1.1,12.6, , , , , 
pop,Macaca_nemestrina,Southern/Sunda Pig-tailed Macaque,"Segari Melintang Forest Reserve, Peninsular Malaysia",Forest_Wetland,0,1,closed,2,Diurnal, , , , , , , , , ,1, , , , , , , ,1,1,none,FFMM,1,groups,one,yes,BOTH,10.43333333,6.156666667,8.89,1.415391583,0.657596634, ,74.6, ,8.9,1.1,12.6, , , , , 
pop,Macaca_nemestrina,Southern/Sunda Pig-tailed Macaque,"Mount Kerici, Indonesia",Forest_Rocky,1,1,both,2,Diurnal,10, , , , , , ,1, ,1, , , , , , , ,2,1,wp,MFF_FFMM,0.5,groups,one,none,BOTH,10.43333333,6.156666667,8.89,1.415391583,0.657596634, ,74.6, ,8.9,1.1,12.6, , , , , 
sp,Macaca_nigra,Crested black Macaque, ,Forest,0,1,closed,1,Diurnal, , , , , , , , , ,8, , , , , , ,3,8, ,none,FFMM,1,groups,one,none,T,9.89,5.47,7.68, , , ,65.05,2.4, , ,32, , , , , 
pop,Macaca_nigra,Crested black Macaque,"Tangkoko Nature Reserve, Indonesia",Forest,0,1,closed,1,Diurnal, , , , , , , , , ,8, , , , , , , ,8,3,none,FFMM,1,groups,one,none,T,9.89,5.47,7.68, , , ,65.05,2.4, , ,32, , , , , 
sp,Macaca_nigrescens,Gorontalo Macaque, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, ,0, , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Macaca_ochreata,Booted Macaque, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, ,0, , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Macaca_pagensis,Pagai/Mentawai Island Macaque, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, ,0, , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Macaca_radiata,Bonnet Macaque, ,Artificial_Forest_Grassland_Rocky,1,1,both,3,Diurnal, , , , , , , ,4, ,65,1, , , , , ,12,69, ,both,FFMM,0.942028986,groups,ff,yes,BOTH,6.666666667,3.698333333,5.14,0.629330332,0.115484487, ,47.9,6,26.7,10.2, , , , , , 
pop,Macaca_radiata,Bonnet Macaque,"Ghats, India",Forest,0,1,closed,1,Diurnal, , , , , , , , , ,4, , , , , , , ,4,3,none,FFMM,1,groups,one,none,BOTH,6.666666667,3.698333333,5.14,0.629330332,0.115484487, ,47.9,6,26.7,10.2, , , , , , 
pop,Macaca_radiata,Bonnet Macaque,"Mysore, India",Forest,0,1,closed,1,Diurnal, , , , , , , ,3, ,31, , , , , , , ,34,4,wp,FFMM,0.911764706,groups,one,yes,BOTH,6.666666667,3.698333333,5.14,0.629330332,0.115484487, ,47.9,6,26.7,10.2, , , , , , 
pop,Macaca_radiata,Bonnet Macaque,"Indira Gandhi Wildlife Sanctuary, India",Forest,0,1,closed,1,Diurnal, , , , , , , ,1, ,4, , , , , , , ,5,2,wp,FFMM,0.8,groups,ff,yes,BOTH,6.666666667,3.698333333,5.14,0.629330332,0.115484487, ,47.9,6,26.7,10.2, , , , , , 
pop,Macaca_radiata,Bonnet Macaque,"Chamundi Temple, India",Artificial_Forest_Rocky,1,1,both,3,Diurnal, , , , , , , , , ,3, , , , , , , ,3,1,none,FFMM,1,groups, ,none,BOTH,6.666666667,3.698333333,5.14,0.629330332,0.115484487, ,47.9,6,26.7,10.2, , , , , , 
pop,Macaca_radiata,Bonnet Macaque,"Bangalore, India",Forest,0,1,closed,1,Diurnal, , , , , , , , , ,7, , , , , , , ,7,2,none,FFMM,1,groups,one,none,BOTH,6.666666667,3.698333333,5.14,0.629330332,0.115484487, ,47.9,6,26.7,10.2, , , , , , 
pop,Macaca_radiata,Bonnet Macaque,"Kalakad Mundanthurai Tiger Reserve, India",Forest,0,1,closed,1,Diurnal, , , , , , , , , ,2, , , , , , , ,2,2,none,FFMM,1,groups,one,none,BOTH,6.666666667,3.698333333,5.14,0.629330332,0.115484487, ,47.9,6,26.7,10.2, , , , , , 
pop,Macaca_radiata,Bonnet Macaque,"Mudumalai Wildlife Sanctuary, India",Forest,0,1,closed,1,Diurnal, , , , , , , , , ,1, , , , , , , ,1,1,none,FFMM,1,groups,one,none,BOTH,6.666666667,3.698333333,5.14,0.629330332,0.115484487, ,47.9,6,26.7,10.2, , , , , , 
pop,Macaca_radiata,Bonnet Macaque,"Anaimalai Wildlife Sanctuary, India",Forest,0,1,closed,1,Diurnal, , , , , , , , , ,1, , , , , , , ,1,1,none,FFMM,1,groups,one,none,BOTH,6.666666667,3.698333333,5.14,0.629330332,0.115484487, ,47.9,6,26.7,10.2, , , , , , 
pop,Macaca_radiata,Bonnet Macaque,"Dharwar, India",Artificial_Forest_Grassland,1,1,both,3,Diurnal, , , , , , , , , ,12, , , , , , , ,12,1,none,FFMM,1,groups,one,none,BOTH,6.666666667,3.698333333,5.14,0.629330332,0.115484487, ,47.9,6,26.7,10.2, , , , , , 
sp,Macaca_siberu,Siberut Macaque, ,Forest_Wetland,0,1,closed,2,Diurnal, , , , , , , , , ,1, , , , , , ,1,1, ,none,FFMM,1,groups,one,none,AR,7.5,5.25,6.165, , ,0.304055916,62.75, ,4.4,0.2,11.9,18.03122292, , , , 
pop,Macaca_siberu,Siberut Macaque,"Siberut Island, Indonesia",Forest_Wetland,0,1,closed,2,Diurnal, , , , , , , , , ,1, , , , , , , ,1,1,none,FFMM,1,groups,one,none,AR,7.5,5.25,6.165, , ,0.304055916,62.75, ,4.4,0.2,11.9,18.03122292, , , , 
sp,Macaca_silenus,Lion-tailed Macaque / Ouanderou Macaque, ,Forest,0,1,closed,1,Diurnal, , , , , , , ,7, ,15, , , , , , ,5,22, ,wp,FFMM,0.681818182,groups,one,none,AR,8.9,6.1, , , , ,61.9,31,7.1, , , , , , , 
pop,Macaca_silenus,Lion-tailed Macaque / Ouanderou Macaque,"Ghats, India",Forest,0,1,closed,1,Diurnal, , , , , , , ,5, ,11, , , , , , , ,16,4,wp,FFMM,0.6875,groups,one,none,AR,8.9,6.1, , , , ,61.9,31,7.1, , , , , , , 
pop,Macaca_silenus,Lion-tailed Macaque / Ouanderou Macaque,"Indira Gandhi Wildlife Sanctuary, India",Forest,0,1,closed,1,Diurnal, , , , , , , ,2, ,4, , , , , , , ,6,1,wp,FFMM,0.666666667,groups,one,none,AR,8.9,6.1, , , , ,61.9,31,7.1, , , , , , , 
sp,Macaca_sinica,Toque Macaque, ,Forest,0,1,closed,1,Diurnal, , , , , , , , , ,1, , , , , , ,1,1, ,none,FFMM,1,groups,ff,none,AR,5.66,3.3,4.48, , , ,66,1,11,1,5, , , , , 
pop,Macaca_sinica,Toque Macaque,"Poionnaruwa, Sri Lanka",Forest,0,1,closed,1,Diurnal, , , , , , , , , ,1, , , , , , , ,1,1,none,FFMM,1,groups,ff,none,AR,5.66,3.3,4.48, , , ,66,1,11,1,5, , , , , 
sp,Macaca_sylvanus,Barbary Macaques, ,Forest,0,1,closed,2,Diurnal, , , , , , , ,3,1,151, , , , , , ,7,155, ,both,FFMM,0.974193548,groups,ff,yes,BOTH,16.325,10.6,13.5,0.459619408,0.565685425, ,33, ,16, , , , , , , 
pop,Macaca_sylvanus,Barbary Macaques,"Ifrane National Park, Middle Atlas Mountain, Morroco",Forest,0,1,closed,1,Diurnal, , , , , , , , , ,7, , , , , , , ,7,4,none,FFMM,1,groups,one,none,BOTH,16.325,10.6,13.5,0.459619408,0.565685425, ,33, ,16, , , , , , , 
pop,Macaca_sylvanus,Barbary Macaques,"Upper Rock, Gibraltar",Grassland_Rocky,1,0,open,2,Diurnal, , , , , , , , , ,1, , , , , , , ,1,1,none,FFMM,1,groups,one,yes,BOTH,16.325,10.6,13.5,0.459619408,0.565685425, ,33, ,16, , , , , , , 
pop,Macaca_sylvanus,Barbary Macaques,"Djurdjura National Park, Algeria",Forest,0,1,closed,1,Diurnal, , , , , , , ,2,1,138, , , , , , , ,141,1,wp,FFMM,0.978723404,groups,ff,none,BOTH,16.325,10.6,13.5,0.459619408,0.565685425, ,33, ,16, , , , , , , 
pop,Macaca_sylvanus,Barbary Macaques,"Ghomaran, Morocco",Forest,0,1,closed,1,Diurnal, , , , , , , ,1, ,5, , , , , , , ,6,1,wp,FFMM,0.833333333,groups,ff,none,BOTH,16.325,10.6,13.5,0.459619408,0.565685425, ,33, ,16, , , , , , , 
sp,Macaca_thibetana,Tibetan Macaques, ,Grassland_Rocky,1,0,open,2,Diurnal, , , , , , , , , ,24, , , , , , ,13,24, ,none,FFMM,1,groups,ff,yes,T,16.75,11.15, ,2.192031022,2.333452378, , , , , , , , , , , 
pop,Macaca_thibetana,Tibetan Macaques,"Mount Huangshan National Reserve, China",Grassland_Rocky,1,0,open,2,Diurnal, , , , , , , , , ,18, , , , , , , ,18,10,none,FFMM,1,groups,ff,yes,T,16.75,11.15, ,2.192031022,2.333452378, , , , , , , , , , , 
pop,Macaca_thibetana,Tibetan Macaques,"Mount Emei, China",Grassland_Rocky,1,0,open,2,Diurnal, , , , , , , , , ,6, , , , , , , ,6,3,none,FFMM,1,groups,one,none,T,16.75,11.15, ,2.192031022,2.333452378, , , , , , , , , , , 
