sp.pop,Genus_species,Common_name,Population,Habitat_type,Habitat_open,Habitat_closed,Habitat_cat,Habitat_heterogenity,Activity_pattern,DisperseM,DisperseF,solitaryM,solitaryF,Solitary,MF,MF_adult_off,MFF,FMM,FFMM,FF,MM,Sex_specific_group,Sex_specific_solitaryM,Sex_specific_solitaryF,Sibling,Nbr_of_studies,Nbr_social_units,Nbr_papers_for_each_field_sites,IVSO,main_SO,calculation_main_SO,foraging_style,level_of_society,Disruption,Locomotion,mean_Male_all,mean_Female_all,mean_other_all,sd_Male_all,sd_Female_all,sd_other_all,mean_Fruits_all,mean_Seeds_all,mean_Leaves_all,mean_Flowers_all,mean_Animal_all,sd_Fruits_all,sd_Seeds_all,sd_Leaves_all,sd_Flowers_all,sd_Animals_all
pop,Ateles_marginatus,White-Whiskered Spider Monkey,"Tapajo National Forest, Brazil",Forest,0,1,closed,1,Diurnal, , , , , ,1, ,1, ,3, , , , , , , ,5,1,wp,FFMM,0.6,groups,one,none,AR,10.4,5.824,5.82, , , , , , , , , , , , , 
sp,Ateles_paniscus,Red-faced Black Spider Monkey, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Avahi_betsileo,Betsileo Wooly Lemur, , ,0,0,, ,Nocturnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Avahi_cleesei,Bemaraha Wooly Lemur, , ,0,0,, ,Nocturnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Avahi_laniger,Eastern Wooly Lemur, ,Forest,0,1,closed,1,Nocturnal, , , , , ,3, , , , , , , , , , ,1,3, ,none,MF,1,solitary_groups,one,none,AR,1.112,1.275666667,1.175,0.085158675,0.065850842,0.007071068, , , ,9.3, , , , , , 
pop,Avahi_laniger,Eastern Wooly Lemur,"Sainte Luce, Madagascar",Forest,0,1,closed,1,Nocturnal, , , , , ,2, , , , , , , , , , , ,2,1,none,MF,1,solitary_groups,one,none,AR,1.112,1.275666667,1.175,0.085158675,0.065850842,0.007071068, , , ,9.3, , , , , , 
sp,Avahi_meridionalis,Southern Wooly Lemur, ,Forest,0,1,closed,1,Nocturnal, , , , , ,2, , , , , , , , , , ,1,2, ,none,MF,1,unknown,one,none,AR,1.0375,1.125,1.21,0.088388348,0.106066017, , , ,100, , , , , , , 
pop,Avahi_meridionalis,Southern Wooly Lemur,"Sainte Luce, Madagarcar",Forest,0,1,closed,1,Nocturnal, , , , , ,2, , , , , , , , , , , ,2,1,none,MF,1,unknown,one,none,AR,1.0375,1.125,1.21,0.088388348,0.106066017, , , ,100, , , , , , , 
sp,Avahi_mooreorum,Masoala Wooly Lemur, , ,0,0,, ,Nocturnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Avahi_occidentalis,Western Wooly Lemur, ,Forest,0,1,closed,1,Nocturnal, , , , , ,6, , , , , , , , , , ,1,6, ,none,MF,1,unknown,one,none,AR,0.814,0.777, , , , , , ,77, , , , , , , 
pop,Avahi_occidentalis,Western Wooly Lemur,"Northwestern, Madagascar",Forest,0,1,closed,1,Nocturnal, , , , , ,6, , , , , , , , , , , ,6,1,none,MF,1,unknown,one,none,AR,0.814,0.777, , , , , , ,77, , , , , , , 
sp,Avahi_peyrierasi,Peyriéras' Wooly Lemur, , ,0,0,, ,Nocturnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Avahi_ramanantsoavanai,Manombo Wooly Lemur, , ,0,0,, ,Nocturnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Avahi_unicolor,Sambirano Wooly Lemur, , ,0,0,, ,Nocturnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Brachyteles_arachnoides,Southern Muriqui, ,Forest,0,1,closed,1,Diurnal,40,32, , , , , , , ,4, , , , , , ,3,4, ,none,FFMM,1,groups,ff,none,AR,9.905,8.285,8.84,0.417193001,0.304055916, ,39.95, ,66.1,8.15, ,27.08218972, ,0.141421356,5.727564928, 
pop,Brachyteles_arachnoides,Southern Muriqui,"Fazenda Montes Carlos, Brazil",Forest,0,1,closed,1,Diurnal, , , , , , , , , ,1, , , , , , ,1,1,1,none,FFMM,1,groups,ff,none,AR,9.905,8.285,8.84,0.417193001,0.304055916, ,39.95, ,66.1,8.15, ,27.08218972, ,0.141421356,5.727564928, 
pop,Brachyteles_arachnoides,Southern Muriqui,"Parque Estadual Carlos Bothelo, Brazil",Forest,0,1,closed,1,Diurnal,40,32, , , , , , , ,3, , , , , , ,2,3,2,none,FFMM,1,groups,ff,none,AR,9.905,8.285,8.84,0.417193001,0.304055916, ,39.95, ,66.1,8.15, ,27.08218972, ,0.141421356,5.727564928, 
sp,Brachyteles_hypoxanthus,Northern Muriqui, ,Forest,0,1,closed,1,Diurnal, , , , , , , , , ,4, , , , , , ,6,4, ,none,FFMM,1,groups,ff,none,AR,9.5,8.125, ,0.141421356,0.38890873, ,27.8,5,44.53333333,14.56666667, ,8.066597796, ,19.23157127,12.24595171, 
pop,Brachyteles_hypoxanthus,Northern Muriqui,"RPPN- FMA, Brazil",Forest,0,1,closed,1,Diurnal, , , , , , , , , ,4, , , , , , , ,4,6,none,FFMM,1,groups,ff,none,AR,9.5,8.125, ,0.141421356,0.38890873, ,27.8,5,44.53333333,14.56666667, ,8.066597796, ,19.23157127,12.24595171, 
sp,Cacajao_calvus,Red Uakari Monkey / Bald Uakari, ,Forest_Wetland,0,1,closed,2,Diurnal, , , , , , , , , ,1, , , , , , ,1,1, ,none,FFMM,1,groups, ,none,AR,3.35,2.765, ,0.141421356,0.16263456, ,35.8,55,2.495,3.72,5.2,16.04119696,10.81665383,1.138441918, , 
pop,Cacajao_calvus,Red Uakari Monkey,"Lago Preto Conservation Concession, Peru",Forest_Wetland,0,1,closed,2,Diurnal, , , , , , , , , ,1, , , , , , , ,1,1,none,FFMM,1,groups,ff,none,AR,3.35,2.765, ,0.141421356,0.16263456, ,35.8,55,2.495,3.72,5.2,16.04119696,10.81665383,1.138441918, , 
sp,Cacajao_hosomi,Neblina Uakari, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Cacajao_melanocephalus,Golden Backed Uakari, ,Forest,0,1,closed,1,Diurnal,18,4, , , ,20, ,3,15,86,1,17,1, , , ,2,125, ,both,FFMM,0.688,groups, ,none,AR,3.44,2.722333333,2.94,0.484974226,0.030435725, ,19.5,63,14.7,5.15,1.6,10.60660172,1.414213562, ,2.61629509,0.565685425
pop,Cacajao_melanocephalus,Golden Backed Uakari,"Jau National Park, Brazil",Forest,0,1,closed,1,Diurnal,18,4, , , ,20, ,3,15,86,1,17,1, , , , ,125,1,wp,FFMM,0.688,groups,ff,none,AR,3.44,2.722333333,2.94,0.484974226,0.030435725, ,19.5,63,14.7,5.15,1.6,10.60660172,1.414213562, ,2.61629509,0.565685425
pop,Cacajao_melanocephalus,Golden Backed Uakari,"Pico da Neblina National Park, Brazil",Forest,0,1,closed,1,Diurnal, , , , , , , , , ,1, , , , , , , ,1,1,none,FFMM,1,groups,one,none,AR,3.44,2.722333333,2.94,0.484974226,0.030435725, ,19.5,63,14.7,5.15,1.6,10.60660172,1.414213562, ,2.61629509,0.565685425
sp,Callibella_humilis,Black-crowned Dwarf Marmoset, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Callicebus_barbarabrownae,Blond Titi Monkey, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Callicebus_coimbrai,Coimbra-Filho's Titi Monkey, ,Forest,0,1,closed,1,Diurnal, , , , , ,1, , , , , , , , , , ,1,1, ,none,MF,1,groups, ,none,AR, ,1.19,1.21, ,0.035355339, ,61,10,22,4,3, , , , , 
pop,Callicebus_coimbrai,Coimbra-Filho's Titi Monkey,"Fazenda Trapsa, Brazil",Forest,0,1,closed,1,Diurnal, , , , , ,1, , , , , , , , , , , ,1,1,none,MF,1,groups,one,none,AR, ,1.19,1.21, ,0.035355339, ,61,10,22,4,3, , , , , 
sp,Callicebus_cupreus,Coppery Titi Monkey, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Callicebus_melanochir,Southern Bahian Titi Monkey, ,Forest,0,1,closed,1,Diurnal, , , , , ,1, , , , , , , , , , ,1,1, ,none,MF,1,groups, ,none,AR, ,1.385,1.37, ,0.021213203, ,56.75,24.15,15.65, , ,2.899137803,3.181980515,2.192031022, , 
pop,Callicebus_melanochir,Southern Bahian Titi Monkey,"Lemos Maia Experimental Station, Brazil",Forest,0,1,closed,1,Diurnal, , , , , ,1, , , , , , , , , , , ,1,1,none,MF,1,groups,one,none,AR, ,1.385,1.37, ,0.021213203, ,56.75,24.15,15.65, , ,2.899137803,3.181980515,2.192031022, , 
sp,Callicebus_nigrifrons,Black-fronted Titi Monkey, ,Forest,0,1,closed,1,Diurnal, , , , , ,2, , , , , , , , , , ,1,2, ,none,MF,1,groups,one,none,AR,1.35,1.3, , , , ,58.5, ,19,17.5,2, , , , , 
pop,Callicebus_nigrifrons,Black-fronted Titi Monkey,"Nature Reserve of Serra do Caraca, Brazil",Forest,0,1,closed,1,Diurnal, , , , , ,2, , , , , , , , , , , ,2,1,none,MF,1,groups,one,none,AR,1.35,1.3, , , , ,58.5, ,19,17.5,2, , , , , 
sp,Callicebus_personatus,Masked Titi Monkey, ,Forest_Grassland,1,1,both,2,Diurnal, , , , , ,2, , , , , , , , , , ,2,2, ,none,MF,1,groups, ,none,AR,1.31,1.339, ,0.056568542,0.055154329, ,68.285, ,18.13,11.6, ,17.98172545, ,0.183847763,14.99066376, 
pop,Callicebus_personatus,Masked Titi Monkey,"Lemos Maia Experimental station, Brazil",Forest_Grassland,1,1,both,2,Diurnal, , , , , ,1, , , , , , , , , , , ,1,1,none,MF,1,groups,one,none,AR,1.31,1.339, ,0.056568542,0.055154329, ,68.285, ,18.13,11.6, ,17.98172545, ,0.183847763,14.99066376, 
pop,Callicebus_personatus,Masked Titi Monkey,"Linhares Forest Reserve, Brazil",Forest,0,1,closed,1,Diurnal, , , , , ,1, , , , , , , , , , , ,1,1,none,MF,1,groups,one,none,AR,1.31,1.339, ,0.056568542,0.055154329, ,68.285, ,18.13,11.6, ,17.98172545, ,0.183847763,14.99066376, 
sp,Callimico_goeldii,Goeldi's Monkey, ,Forest_Wetland,0,1,closed,2,Diurnal, ,1, , , ,3, ,2,2,3, , , , , , ,3,10, ,both,MF_FFMM,0.3,groups,one,none,AR,0.441,0.4705,0.48,0.068110205,0.082447963, ,27, , , ,34,5.656854249, , , , 
pop,Callimico_goeldii,Goeldi's Monkey,"Pando Department, Bolivia",Forest_Wetland,0,1,closed,2,Diurnal, ,1, , , ,3, , ,2,2, , , , , , , ,7,1,wp,MF,0.428571429,groups,one,none,AR,0.441,0.4705,0.48,0.068110205,0.082447963, ,27, , , ,34,5.656854249, , , , 
pop,Callimico_goeldii,Goeldi's Monkey,"Rio Tahuamanu, Peru",Forest_Wetland,0,1,closed,2,Diurnal, , , , , , , ,1, ,1, , , , , , , ,2,1,wp,MFF_FFMM,0.5,groups,one,none,AR,0.441,0.4705,0.48,0.068110205,0.082447963, ,27, , , ,34,5.656854249, , , , 
pop,Callimico_goeldii,Goeldi's Monkey,"Mucden, Bolivia",Forest_Wetland,0,1,closed,2,Diurnal, , , , , , , ,1, , , , , , , , , ,1,1,none,MFF,1,groups,one,none,AR,0.441,0.4705,0.48,0.068110205,0.082447963, ,27, , , ,34,5.656854249, , , , 
sp,Callithrix_aurita,Buffy-tufted-ear Marmoset, ,Forest_Wetland,0,1,closed,2,Diurnal, , , , , ,1, ,1, ,1, , , , , , ,2,3, ,bp,MF_MFF_FFMM,0.333333333,groups,one,yes,AR,0.453,0.431,0.44, , , ,19.835, , , ,34.08,12.49457682, , , ,6.250823946
pop,Callithrix_aurita,Buffy-tufted-ear Marmoset,"Cunha Nucleus Mar State Park, Brazil",Forest_Wetland,0,1,closed,2,Diurnal, , , , , , , ,1, ,1, , , , , , , ,2,1,wp,MFF_FFMM,0.5,groups,one,yes,AR,0.453,0.431,0.44, , , ,19.835, , , ,34.08,12.49457682, , , ,6.250823946
pop,Callithrix_aurita,Buffy-tufted-ear Marmoset,"Fazenda Lagoa, Brazil",Forest,0,1,closed,1,Diurnal, , , , , ,1, , , , , , , , , , , ,1,1,none,MF,1,groups,one,none,AR,0.453,0.431,0.44, , , ,19.835, , , ,34.08,12.49457682, , , ,6.250823946
sp,Callithrix_flaviceps,Buffy-headed Marmoset, ,Forest,0,1,closed,1,Diurnal, , , , , , , , ,1,3, , , , , , ,2,4, ,bp,FFMM,0.75,groups,one,yes,AR,0.385,0.44665, ,0.06363961,0.023546656, ,5.845,4.04, , ,17.31,5.381082605, , , ,3.648670991
pop,Callithrix_flaviceps,Buffy-headed Marmoset,"Augusto Ruschi Biological Reserve, Brazil",Forest,0,1,closed,1,Diurnal, , , , , , , , , ,2, , , , , , , ,2,1,none,FFMM,1,groups,one,none,AR,0.385,0.44665, ,0.06363961,0.023546656, ,5.845,4.04, , ,17.31,5.381082605, , , ,3.648670991
pop,Callithrix_flaviceps,Buffy-headed Marmoset,"Fazenda Montes Carlos, Brazil",Forest,0,1,closed,1,Diurnal, , , , , , , , ,1,1, , , , , , , ,2,1,wp,FMM_FFMM,0.5,groups,one,yes,AR,0.385,0.44665, ,0.06363961,0.023546656, ,5.845,4.04, , ,17.31,5.381082605, , , ,3.648670991
sp,Callithrix_geoffroyi,Geoffroy's Tufted-ear Marmoset, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Callithrix_jacchus,Common Marmoset, ,Artificial_Forest_Shrubland,1,1,both,2,Diurnal, , , , , ,4, ,4,6,18, , , , , , ,8,32, ,both,FFMM,0.5625,groups,one,none,AR,0.329966667,0.328666667,0.32,0.021684172,0.009865766, ,29.935, ,8.81,5.76,14.06,9.807571055, , , ,7.155920626
pop,Callithrix_jacchus,Common Marmoset,"Camaragibe Pernambuco, Brazil",Artificial_Forest,0,1,closed,2,Diurnal, , , , , , , ,1, ,1, , , , , , , ,2,2,wp,MFF_FFMM,0.5,groups,one,none,AR,0.329966667,0.328666667,0.32,0.021684172,0.009865766, ,29.935, ,8.81,5.76,14.06,9.807571055, , , ,7.155920626
pop,Callithrix_jacchus,Common Marmoset,"Dois Irmfios Forest, Brazil",Artificial_Forest,0,1,closed,2,Diurnal, , , , , , , , ,1,7, , , , , , , ,8,1,wp,FFMM,0.875,groups,one,none,AR,0.329966667,0.328666667,0.32,0.021684172,0.009865766, ,29.935, ,8.81,5.76,14.06,9.807571055, , , ,7.155920626
pop,Callithrix_jacchus,Common Marmoset,"Ecological station of Tapacura, Brazil",Forest_Shrubland,1,1,both,2,Diurnal, , , , , , , ,2,3,5, , , , , , , ,10,2,wp,FFMM,0.5,groups,one,none,AR,0.329966667,0.328666667,0.32,0.021684172,0.009865766, ,29.935, ,8.81,5.76,14.06,9.807571055, , , ,7.155920626
pop,Callithrix_jacchus,Common Marmoset,"EFLEX-IBAMA, Brazil",Forest,0,1,closed,1,Diurnal, , , , , , , ,1, ,4, , , , , , , ,5,1,wp,FFMM,0.8,groups,one,none,AR,0.329966667,0.328666667,0.32,0.021684172,0.009865766, ,29.935, ,8.81,5.76,14.06,9.807571055, , , ,7.155920626
pop,Callithrix_jacchus,Common Marmoset,"Baracuhy Biological Station, Brazil",Forest,0,1,closed,1,Diurnal, , , , , ,4, , ,2,1, , , , , , , ,7,2,wp,MF,0.571428571,groups,one,none,AR,0.329966667,0.328666667,0.32,0.021684172,0.009865766, ,29.935, ,8.81,5.76,14.06,9.807571055, , , ,7.155920626
sp,Callithrix_kuhlii,Wied's Black-tufted-ear Marmoset, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Callithrix_penicillata,Black-tufted-ear Marmoset, ,Forest_Savanna_Shrubland,1,1,both,3,Diurnal, , , , , , , ,2, ,1, , , , , , ,2,3, ,bp,MFF,0.666666667,groups,one,none,AR,0.344,0.307, , , , ,24.5, , , ,27.66666667,12.02081528, , , ,3.214550254
pop,Callithrix_penicillata,Black-tufted-ear Marmoset,"Bauru, Brazil",Forest,0,1,closed,1,Diurnal, , , , , , , ,2, , , , , , , , , ,2,1,none,MFF,1,groups,one,none,AR,0.344,0.307, , , , ,24.5, , , ,27.66666667,12.02081528, , , ,3.214550254
pop,Callithrix_penicillata,Black-tufted-ear Marmoset,"Brazilian Botanical Garden, Brazil",Forest_Savanna_Shrubland,1,1,both,3,Diurnal, , , , , , , , , ,1, , , , , , , ,1,1,none,FFMM,1,groups,one,none,AR,0.344,0.307, , , , ,24.5, , , ,27.66666667,12.02081528, , , ,3.214550254
sp,Cebuela_pygmaea,Pygmy Marmoset, ,Forest,0,1,closed,1,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none,AR,0.113,0.1274, ,0.004242641,0.007919596, , , , , , , , , , , 
sp,Cebus_aequatorialis,Ecuadorian White-fronted Capuchin, ,Forest_Wetland,0,1,closed,2,Diurnal, , , , , ,1, ,2, ,9, , , , , , ,1,12, ,both,FFMM,0.75,groups,one,none,AR,2.65,1.7, , , , , , , , , , , , , , 
pop,Cebus_aequatorialis,Ecuadorian White-fronted Capuchin,"Cerro Blanco Protected Forest, Ecuator",Forest_Wetland,0,1,closed,2,Diurnal, , , , , , , , , ,3, , , , , , , ,3,1,none,FFMM,1,groups,one,none,AR,2.65,1.7, , , , , , , , , , , , , , 
pop,Cebus_aequatorialis,Ecuadorian White-fronted Capuchin,"Hacienda Paraiso, Ecuator",Forest_Wetland,0,1,closed,2,Diurnal, , , , , ,1, ,1, ,3, , , , , , , ,5,1,wp,FFMM,0.6,groups,one,none,AR,2.65,1.7, , , , , , , , , , , , , , 
pop,Cebus_aequatorialis,Ecuadorian White-fronted Capuchin,"Jauneche, Ecuator",Forest_Wetland,0,1,closed,2,Diurnal, , , , , , , , , ,2, , , , , , , ,2,1,none,FFMM,1,groups,one,none,AR,2.65,1.7, , , , , , , , , , , , , , 
pop,Cebus_aequatorialis,Ecuadorian White-fronted Capuchin,"La Hesperia Biological Reserve, Ecuator",Forest_Wetland,0,1,closed,2,Diurnal, , , , , , , ,1, , , , , , , , , ,1,1,none,MFF,1,groups,one,none,AR,2.65,1.7, , , , , , , , , , , , , , 
pop,Cebus_aequatorialis,Ecuadorian White-fronted Capuchin,"Lalo Loor Dry Forest Reserve, Ecuator",Forest_Wetland,0,1,closed,2,Diurnal, , , , , , , , , ,1, , , , , , , ,1,1,none,FFMM,1,groups,one,none,AR,2.65,1.7, , , , , , , , , , , , , , 
sp,Cebus_albifrons,Humboldt's White-fronted Capuchin, ,Forest,0,1,closed,1,Diurnal, , , , , , , ,1, , , , , , , , ,1,1, ,none,MFF,1,groups,one,none,BOTH,2.7915,2.259,2.74,0.549421969,0.04384062, , , , , , , , , , , 
pop,Cebus_albifrons,Humboldt's White-fronted Capuchin,"TBS, Ecuador",Forest,0,1,closed,1,Diurnal, , , , , , , ,1, , , , , , , , , ,1,1,none,MFF,1,groups,one,none,BOTH,2.7915,2.259,2.74,0.549421969,0.04384062, , , , , , , , , , , 
sp,Cebus_brunneus,Brown Capuchin, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Cebus_capucinus,Colombian White-faced Capuchin, ,Forest_Wetland,0,1,closed,2,Diurnal, , , , , , , ,11, ,67, , , , , , ,11,78, ,both,FFMM,0.858974359,groups,one,none,AR,3.59,2.395,3.11,0.127279221,0.205060967, , , , , , , , , , , 
pop,Cebus_capucinus,Colombian White-faced Capuchin,"Barro Colorado Island, Panama",Forest,0,1,closed,1,Diurnal, , , , , , , , , ,9, , , , , , , ,9,2,none,FFMM,1,groups,one,none,AR,3.59,2.395,3.11,0.127279221,0.205060967, , , , , , , , , , , 
pop,Cebus_capucinus,Colombian White-faced Capuchin,"La Selva Biological Station, Costa Rica",Forest_Wetland,0,1,closed,2,Diurnal, , , , , , , , , ,2, , , , , , , ,2,1,none,FFMM,1,groups,one,none,AR,3.59,2.395,3.11,0.127279221,0.205060967, , , , , , , , , , , 
pop,Cebus_capucinus,Colombian White-faced Capuchin,"Lomas Barbudal Biological Reserve, Costa Rica",Forest_Wetland,0,1,closed,2,Diurnal, , , , , , , ,2, ,23, , , , , , , ,25,5,wp,FFMM,0.92,groups,one,none,AR,3.59,2.395,3.11,0.127279221,0.205060967, , , , , , , , , , , 
pop,Cebus_capucinus,Colombian White-faced Capuchin,"Santa Rosa, Costa Rica",Forest,0,1,closed,1,Diurnal, , , , , , , ,9, ,33, , , , , , , ,42,4,wp,FFMM,0.785714286,groups,one,none,AR,3.59,2.395,3.11,0.127279221,0.205060967, , , , , , , , , , , 
sp,Cebus_cesarae,Rio Cesar White-fronted Capuchin, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Cebus_cuscinus,Shock-headed Capuchin, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Cebus_kaapori,Ka'apor Capuchin, ,Forest,0,1,closed,1,Diurnal, , , , , , , , , ,1, , , , , , ,1,1, ,none,FFMM,1,groups,one,none,AR,3.025,2.28,2.7,0.035355339,0.169705627, ,84.16666667,7.6, , ,12.6,13.8954429, , , ,0.565685425
pop,Cebus_kaapori,Ka'apor Capuchin,"Goianesia do Para, Brazil",Forest,0,1,closed,1,Diurnal, , , , , , , , , ,1, , , , , , , ,1,1,none,FFMM,1,groups,one,none,AR,3.025,2.28,2.7,0.035355339,0.169705627, ,84.16666667,7.6, , ,12.6,13.8954429, , , ,0.565685425
sp,Cebus_malitiosus,Santa Marta White-Fronted Capuchin, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Cebus_olivaceus,Guianan Weeper Capuchin, ,Forest,0,1,closed,1,Diurnal, , , , , , , ,3, ,1, , , , , , ,2,4, ,wp,MFF,0.75,groups,one,none,AR,3.12,2.51,2.88,0.169705627,0.014142136, ,65, , ,1,28, , , , , 
pop,Cebus_olivaceus,Guianan Weeper Capuchin,"Fundo Pecquario Masaguaral, Venezuela",Forest,0,1,closed,1,Diurnal, , , , , , , ,3, ,1, , , , , , , ,4,2,wp,MFF,0.75,groups,one,none,AR,3.12,2.51,2.88,0.169705627,0.014142136, ,65, , ,1,28, , , , , 
sp,Cebus_versicolor,Varied White-fronted Capuchin, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Cercocebus_agilis,Agile Mangabey, ,Forest_Grassland_Wetland,1,1,both,2,Diurnal, , , , , ,1, ,2, ,1, , , , , , ,2,4, ,wp,MFF,0.5,groups,ff,yes,BOTH,9.1535,5.5325,7.58,0.490024999,0.180312229, ,70, , , , ,8.485281374, , , , 
pop,Cercocebus_agilis,Agile Mangabey,"Dzanga Ndoki National Park, Central African Republic",Forest_Grassland,1,1,both,2,Diurnal, , , , , , , , , ,1, , , , , , , ,1,1,none,FFMM,1,groups,one,none,BOTH,9.1535,5.5325,7.58,0.490024999,0.180312229, ,70, , , , ,8.485281374, , , , 
pop,Cercocebus_agilis,Agile Mangabey,"M'Bondou, Gabon",Forest_Wetland,0,1,closed,2,Diurnal, , , , , ,1, ,2, , , , , , , , , ,3,1,wp,MFF,0.666666667,groups,ff,yes,BOTH,9.1535,5.5325,7.58,0.490024999,0.180312229, ,70, , , , ,8.485281374, , , , 
sp,Cercocebus_atys,Sooty Mangabey, ,Forest,0,1,closed,1,Diurnal, , , , , , , , , ,3, , , , , , ,3,3, ,none,FFMM,1,groups,one,none,T,10.44125,6.033333333, ,0.467410865,0.472581563, ,20,58,12.5,1.3,19.7, , ,16.26345597,0,9.475230868
pop,Cercocebus_atys,Sooty Mangabey,"Taï National Park, Ivory Coast",Forest,0,1,closed,1,Diurnal, , , , , , , , , ,3, , , , , , , ,3,3,none,FFMM,1,groups,one,none,T,10.44125,6.033333333, ,0.467410865,0.472581563, ,20,58,12.5,1.3,19.7, , ,16.26345597,0,9.475230868
sp,Cercocebus_chrysogaster,Golden Bellied Mangabey, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Cercocebus_galeritus,Tana River/ Crested Mangabey, ,Forest_Grassland_Wetland,1,1,both,3,Diurnal, , , , , , , ,1, ,7, , , , , , ,2,8, ,wp,FFMM,0.875,groups,one,none,BOTH,9.61,4.48,7.44, ,1.103086579, ,40.56666667,35.53333333,2.833333333,2.4, ,18.60707751,15.34285936,0.850490055,0.781024968, 
pop,Cercocebus_galeritus,Tana River/ Crested Mangabey,"Tana River, Kenya",Forest_Grassland_Wetland,1,1,both,3,Diurnal, , , , , , , ,1, ,7, , , , , , , ,8,2,wp,FFMM,0.875,groups,one,none,BOTH,9.61,4.48,7.44, ,1.103086579, ,40.56666667,35.53333333,2.833333333,2.4, ,18.60707751,15.34285936,0.850490055,0.781024968, 
sp,Cercocebus_lunulatus,White napped Mangabey, ,Forest,0,1,closed,1,Diurnal, , , , , , , ,1, , , , , , , , ,1,1, ,none,MFF,1,groups,one,none,T,9.28525,4.70775,7.28,1.684400066,0.724780599, , , , , , , , , , , 
pop,Cercocebus_lunulatus,White napped Mangabey,"Comoé National Park, Ivory Coast",Forest,0,1,closed,1,Diurnal, , , , , , , ,1, , , , , , , , , ,1,1,none,MFF,1,groups,one,none,T,9.28525,4.70775,7.28,1.684400066,0.724780599, , , , , , , , , , , 
sp,Cercocebus_sanjei,Sanje Mangabey, ,Forest,0,1,closed,1,Diurnal, , , , , , , , , ,2, , , , , , ,2,2, ,none,FFMM,1,groups,one,yes,BOTH,10.3,5.8,8.05, , , ,50,27,4,2,11, , , , , 
pop,Cercocebus_sanjei,Sanje Mangabey,"Udzungwa Mountain National Park, Tanzania",Forest,0,1,closed,1,Diurnal, , , , , , , , , ,2, , , , , , , ,2,2,none,FFMM,1,groups,one,yes,BOTH,10.3,5.8,8.05, , , ,50,27,4,2,11, , , , , 
sp,Cercocebus_torquatus,Red capped Mangabey, ,Forest_Grassland_Shrubland_Wetland,1,1,both,3,Diurnal, , , , , , , ,1, ,2, , , , , , ,1,3, ,wp,FFMM,0.666666667,groups,ff,none,BOTH,11.775,6.281666667, ,1.879231226,1.203368882, ,60,20, , , , , , , , 
pop,Cercocebus_torquatus,Red capped Mangabey,"Sentier Nature Forest, Gabon",Forest_Grassland_Shrubland_Wetland,1,1,both,4,Diurnal, , , , , , , ,1, ,2, , , , , , , ,3,1,wp,FFMM,0.666666667,groups,ff,none,BOTH,11.775,6.281666667, ,1.879231226,1.203368882, ,60,20, , , , , , , , 
