"","sp.pop","Genus_species","Genus","Common_name","Population","Habitat_type","Habitat_open","Habitat_closed","Habitat_cat","Habitat_heterogenity","Activity_pattern","DisperseM","DisperseF","solitaryM","solitaryF","Solitary","MF","MF_adult_off","MFF","FMM","FFMM","FF","MM","Sex_specific_group","Sex_specific_solitaryM","Sex_specific_solitaryF","Sibling","Nbr_of_studies","Nbr_social_units","Nbr_papers_for_each_field_sites","IVSO","Main1","Main2","calculation_main_SO","foraging_style","level_of_society","Disruption","Locomotion","mean_Male_Rowe","mean_Female_Rowe","mean_other_Rowe","sd_Male_Rowe","sd_Female_Rowe","sd_other_Rowe","mean_Fruits_rowe","mean_Seeds_rowe","mean_Leaves_rowe","mean_Flowers_rowe","mean_Animal_rowe","sd_Fruits_rowe","sd_Seeds_rowe","sd_Leaves_rowe","sd_Flowers_rowe","sd_Animals_rowe","IVSO_prop","IVSOint","superfamily"
"765","pop","Propithecus_perrieri","Propithecus","Perrier's Sifaka","Analerema, Madagascar","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2,1,"wp","MFF","FMM",0.5,"groups"," ","none","AR",4.46,4.47,NA,0.339411255,0.042426407,NA,31.6,1.525,43.53333333,13.6,NA,14.96429083,1.096015511,9.200724609,19.23330445,NA,0.5,1,"Lemuroidea"
"767","sp","Propithecus_verreauxi","Propithecus","Verreaux's Sifaka"," "," ",0,0,"",1,"Diurnal",NA,1,NA,NA,NA,20,0,14,27,64,1,NA,NA,NA,NA,NA,13,125,NA,"both","FFMM","FFMM",0.512,"groups","one","none","AR",2.93925,3.059475,3.14354,0.151444985,0.198543599,NA,52.165,7,56.33,9.66,NA,32.2935667,NA,NA,NA,NA,0.488,61,"Lemuroidea"
"768","pop","Propithecus_verreauxi","Propithecus","Verreaux's Sifaka","Kirindy Forest, Madagascar","Forest",0,1,"closed",1,"Diurnal",NA,1,NA,NA,NA,17,NA,8,19,24,1,NA,NA,NA,NA,NA,NA,68,4,"wp","FFMM","FFMM",0.352941176,"groups","one","none","AR",2.93925,3.059475,3.14354,0.151444985,0.198543599,NA,52.165,7,56.33,9.66,NA,32.2935667,NA,NA,NA,NA,0.647058824,44,"Lemuroidea"
"769","pop","Propithecus_verreauxi","Propithecus","Verreaux's Sifaka","Ampijoroa, Madagascar","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,1,NA,1,1,5,NA,NA,NA,NA,NA,NA,NA,8,1,"wp","FFMM","FFMM",0.625,"groups","one","none","AR",2.93925,3.059475,3.14354,0.151444985,0.198543599,NA,52.165,7,56.33,9.66,NA,32.2935667,NA,NA,NA,NA,0.375,3,"Lemuroidea"
"770","pop","Propithecus_verreauxi","Propithecus","Verreaux's Sifaka","Hazafotsy, Madagascar","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,2,1,2,NA,NA,NA,NA,NA,NA,NA,5,1,"wp","MFF","FFMM",0.4,"groups","one","none","AR",2.93925,3.059475,3.14354,0.151444985,0.198543599,NA,52.165,7,56.33,9.66,NA,32.2935667,NA,NA,NA,NA,0.6,3,"Lemuroidea"
"771","pop","Propithecus_verreauxi","Propithecus","Verreaux's Sifaka","Beza Mahaflahy, Madagascar","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,1,NA,4,NA,NA,NA,NA,NA,NA,NA,5,3,"wp","FFMM","FFMM",0.8,"groups","one","none","AR",2.93925,3.059475,3.14354,0.151444985,0.198543599,NA,52.165,7,56.33,9.66,NA,32.2935667,NA,NA,NA,NA,0.2,0,"Lemuroidea"
"772","pop","Propithecus_verreauxi","Propithecus","Verreaux's Sifaka","Berenty, Madagascar","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,2,NA,2,6,29,NA,NA,NA,NA,NA,NA,NA,39,4,"wp","FFMM","FFMM",0.743589744,"groups","ff","none","AR",2.93925,3.059475,3.14354,0.151444985,0.198543599,NA,52.165,7,56.33,9.66,NA,32.2935667,NA,NA,NA,NA,0.256410256,9,"Lemuroidea"
"774","sp","Pygathrix_nemaeus","Pygathrix","Red Shanked Douc"," ","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,1,3,NA,"both","FFMM","FFMM",0.666666667,"groups","ff","yes","AR",11.2,8.49,NA,1.979898987,2.107178208,NA,25.5,NA,72.5,4,NA,16.26345597,NA,13.43502884,NA,NA,0.333333333,0,"Cercopithecoidea"
"775","pop","Pygathrix_nemaeus","Pygathrix","Red Shanked Douc","Hin Namno Nationa lProtected Area, Lao PDR","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,3,1,"wp","FFMM","FFMM",0.666666667,"groups","one","yes","AR",11.2,8.49,NA,1.979898987,2.107178208,NA,25.5,NA,72.5,4,NA,16.26345597,NA,13.43502884,NA,NA,0.333333333,0,"Cercopithecoidea"
"776","sp","Pygathrix_nigripes","Pygathrix","Black Shanked Douc"," ","Forest",0,1,"closed",1,"Diurnal",1,NA,NA,NA,NA,NA,NA,6,NA,12,NA,NA,NA,NA,NA,NA,2,18,NA,"wp","FFMM","FFMM",0.666666667,"groups","both","none","AR",10.68333333,8.269,NA,0.592311855,1.023954589,NA,29,NA,54,14,NA,NA,NA,NA,NA,NA,0.333333333,5,"Cercopithecoidea"
"777","pop","Pygathrix_nigripes","Pygathrix","Black Shanked Douc","Nui Chua National Park, Vietnam","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,"none","FFMM","FFMM",1,"groups","one","none","AR",10.68333333,8.269,NA,0.592311855,1.023954589,NA,29,NA,54,14,NA,NA,NA,NA,NA,NA,0,0,"Cercopithecoidea"
"778","pop","Pygathrix_nigripes","Pygathrix","Black Shanked Douc","Phuoc Binh National Park, Vietnam","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,"none","FFMM","FFMM",1,"groups","one","none","AR",10.68333333,8.269,NA,0.592311855,1.023954589,NA,29,NA,54,14,NA,NA,NA,NA,NA,NA,0,0,"Cercopithecoidea"
"779","pop","Pygathrix_nigripes","Pygathrix","Black Shanked Douc","Seima Biodiversity Conservation Area, Cambodia","Forest",0,1,"closed",1,"Diurnal",1,NA,NA,NA,NA,NA,NA,6,NA,10,NA,NA,NA,NA,NA,NA,NA,16,1,"wp","FFMM","FFMM",0.625,"groups","both","none","AR",10.68333333,8.269,NA,0.592311855,1.023954589,NA,29,NA,54,14,NA,NA,NA,NA,NA,NA,0.375,6,"Cercopithecoidea"
"780","sp","Rhinopithecus_avunculus","Rhinopithecus","Tonkin Snub-Nosed Monkey"," ","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,8,NA,6,NA,NA,NA,NA,NA,NA,2,14,NA,"wp","MFF","MFF",0.571428571,"groups","ml","none","AR",14,8.5,NA,NA,NA,NA,35.5925,9.676666667,37.9325,9.25,NA,17.48298864,4.834297605,12.40621719,1.301076477,NA,0.428571429,6,"Cercopithecoidea"
"781","pop","Rhinopithecus_avunculus","Rhinopithecus","Tonkin Snub-Nosed Monkey","Na Hang, Vietnam","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,"none","MFF","MFF",1,"groups","ml","none","AR",14,8.5,NA,NA,NA,NA,35.5925,9.676666667,37.9325,9.25,NA,17.48298864,4.834297605,12.40621719,1.301076477,NA,0,0,"Cercopithecoidea"
"782","pop","Rhinopithecus_avunculus","Rhinopithecus","Tonkin Snub-Nosed Monkey","Khau Ca Forest, Vietnam","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,5,NA,6,NA,NA,NA,NA,NA,NA,NA,11,1,"wp","FFMM","FFMM",0.545454545,"groups","ml","none","AR",14,8.5,NA,NA,NA,NA,35.5925,9.676666667,37.9325,9.25,NA,17.48298864,4.834297605,12.40621719,1.301076477,NA,0.454545455,5,"Cercopithecoidea"
"783","sp","Rhinopithecus_bieti","Rhinopithecus","Yunnan/Black-and-White Snub-Nosed Langur"," ","Forest_Rocky",1,1,"both",2,"Diurnal",5,NA,NA,NA,NA,1,NA,94,NA,6,NA,NA,NA,NA,NA,NA,6,101,NA,"bp","MFF","MFF",0.930693069,"groups"," ","none","BOTH",15.3,9.1,NA,NA,NA,NA,9.35,NA,12.8,1.5,1.9,2.899137803,NA,5.232590181,NA,NA,0.069306931,7,"Cercopithecoidea"
"784","pop","Rhinopithecus_bieti","Rhinopithecus","Yunnan/Black-and-White Snub-Nosed Langur","Wuyapiya, China","Forest",0,1,"closed",1,"Diurnal",5,NA,NA,NA,NA,NA,NA,18,NA,1,NA,NA,NA,NA,NA,NA,NA,19,1,"wp","MFF","MFF",0.947368421,"groups","both","yes","BOTH",15.3,9.1,NA,NA,NA,NA,9.35,NA,12.8,1.5,1.9,2.899137803,NA,5.232590181,NA,NA,0.052631579,1,"Cercopithecoidea"
"785","pop","Rhinopithecus_bieti","Rhinopithecus","Yunnan/Black-and-White Snub-Nosed Langur","Honglaxueshan National Nature Reserve, Tibet","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,15,NA,4,NA,NA,NA,NA,NA,NA,NA,19,1,"wp","MFF","MFF",0.789473684,"groups","both","none","BOTH",15.3,9.1,NA,NA,NA,NA,9.35,NA,12.8,1.5,1.9,2.899137803,NA,5.232590181,NA,NA,0.210526316,4,"Cercopithecoidea"
"786","pop","Rhinopithecus_bieti","Rhinopithecus","Yunnan/Black-and-White Snub-Nosed Langur","Deqin, China","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,1,NA,15,NA,1,NA,NA,NA,NA,NA,NA,NA,17,1,"wp","MFF","MFF",0.882352941,"groups","ml","none","BOTH",15.3,9.1,NA,NA,NA,NA,9.35,NA,12.8,1.5,1.9,2.899137803,NA,5.232590181,NA,NA,0.117647059,2,"Cercopithecoidea"
"787","pop","Rhinopithecus_bieti","Rhinopithecus","Yunnan/Black-and-White Snub-Nosed Langur","Yunnan, China","Forest_Rocky",1,1,"both",2,"Diurnal",NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,3,"none","MFF","MFF",1,"groups","both","none","BOTH",15.3,9.1,NA,NA,NA,NA,9.35,NA,12.8,1.5,1.9,2.899137803,NA,5.232590181,NA,NA,0,0,"Cercopithecoidea"
"788","sp","Rhinopithecus_brelichi","Rhinopithecus","Gray Snub-Nosed Monkey"," ","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,2,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,2,15,NA,"wp","MFF","MFF",0.866666667,"groups","both","yes","BOTH",14.5,8,NA,NA,NA,NA,35,NA,58,28,NA,NA,NA,NA,NA,NA,0.133333333,1,"Cercopithecoidea"
"789","pop","Rhinopithecus_brelichi","Rhinopithecus","Gray Snub-Nosed Monkey","Gizhou, China","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,2,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,2,"wp","MFF","MFF",0.866666667,"groups","both","yes","BOTH",14.5,8,NA,NA,NA,NA,35,NA,58,28,NA,NA,NA,NA,NA,NA,0.133333333,1,"Cercopithecoidea"
"790","sp","Rhinopithecus_roxellana","Rhinopithecus","Golden Snub-Nosed Monkey"," ","Forest",0,1,"closed",1,"Diurnal",2,NA,NA,NA,NA,1,NA,48,NA,NA,NA,NA,NA,NA,NA,NA,9,49,NA,"wp","MFF","MFF",0.979591837,"groups"," ","none","BOTH",16.56266667,8.292666667,NA,1.485106506,0.253695355,NA,22.18,14.57,80.86,1.13,NA,NA,NA,NA,NA,NA,0.020408163,0,"Cercopithecoidea"
"791","pop","Rhinopithecus_roxellana","Rhinopithecus","Golden Snub-Nosed Monkey","Minshan Mountain, China","Forest",0,1,"closed",1,"Diurnal",1,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,1,"wp","MFF","MFF",1,"groups","both","none","BOTH",16.56266667,8.292666667,NA,1.485106506,0.253695355,NA,22.18,14.57,80.86,1.13,NA,NA,NA,NA,NA,NA,0,0,"Cercopithecoidea"
"792","pop","Rhinopithecus_roxellana","Rhinopithecus","Golden Snub-Nosed Monkey","Qinling Mountains, China","Forest",0,1,"closed",1,"Diurnal",1,NA,NA,NA,NA,1,NA,36,NA,2,NA,7,NA,NA,NA,NA,NA,39,7,"wp","MFF","MFF",0.923076923,"groups","both","none","BOTH",16.56266667,8.292666667,NA,1.485106506,0.253695355,NA,22.18,14.57,80.86,1.13,NA,NA,NA,NA,NA,NA,0.076923077,3,"Cercopithecoidea"
"793","sp","Rhinopithecus_strykeri","Rhinopithecus","Burmese Snub-Nosed Monkey"," ","Forest",0,1,"closed",1,"Diurnal",1,NA,NA,NA,NA,NA,NA,5,NA,3,NA,NA,NA,NA,NA,NA,1,8,NA,"wp","MFF","MFF",0.625,"groups","ml","none","BOTH",14,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.375,3,"Cercopithecoidea"
"794","pop","Rhinopithecus_strykeri","Rhinopithecus","Burmese Snub-Nosed Monkey","Yunnan, China","Forest",0,1,"closed",1,"Diurnal",1,NA,NA,NA,NA,NA,NA,5,NA,3,NA,NA,NA,NA,NA,NA,NA,8,1,"wp","MFF","MFF",0.625,"groups","ml","none","BOTH",14,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.375,3,"Cercopithecoidea"
"795","sp","Rungwecebus_kipunji","Rungwecebus","Kipunji/Highland Mangabey"," ","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,"none","FFMM","FFMM",1,"groups"," ","none","AR",NA,NA,NA,NA,NA,NA,27,NA,34,9,NA,NA,NA,NA,NA,NA,0,0,"Cercopithecoidea"
"796","pop","Rungwecebus_kipunji","Rungwecebus","Kipunji/Highland Mangabey","Southern Higland, Tanzania","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,"none","FFMM","FFMM",1,"groups","one","none","AR",NA,NA,NA,NA,NA,NA,27,NA,34,9,NA,NA,NA,NA,NA,NA,0,0,"Cercopithecoidea"
"798","sp","Leontocebus_nigricollis","Saguinus","Brown Mantled Tamarin"," "," ",0,0,"",1,"Diurnal",4,NA,NA,NA,NA,9,NA,12,13,11,1,1,1,NA,NA,NA,5,46,NA,"both","FMM","FMM",0.282608696,"groups","one","none",NA,0.383,0.3865,NA,0.041012193,0.024748737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.717391304,32,"Ceboidea"
"799","pop","Leontocebus_nigricollis","Saguinus","Brown Mantled Tamarin","Cocha Cashu Biological Station, Peru","Forest",0,1,"closed",1,"Diurnal",4,NA,NA,NA,NA,9,NA,11,11,8,1,1,1,NA,NA,NA,NA,40,3,"wp","MFF","FMM",0.275,"groups","one","none",NA,0.383,0.3865,NA,0.041012193,0.024748737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.725,29,"Ceboidea"
"800","pop","Leontocebus_nigricollis","Saguinus","Brown Mantled Tamarin","Estacion Biologica Quebrada Blanco, Peru","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,1,1,2,NA,NA,NA,NA,NA,NA,NA,4,4,"wp","FFMM","FFMM",0.5,"groups","one","none",NA,0.383,0.3865,NA,0.041012193,0.024748737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,2,"Ceboidea"
"801","pop","Leontocebus_nigricollis","Saguinus","Brown Mantled Tamarin","Zoobotanical Rio Branco Park, Brazil","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,2,1,"wp","FMM","FFMM",0.5,"groups","one","none",NA,0.383,0.3865,NA,0.041012193,0.024748737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,1,"Ceboidea"
"803","sp","Saguinus_imperator","Saguinus","Emperor Tamarin"," ","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,2,NA,"wp","MFF","FFMM",0.5,"groups","one","none","AR",0.417,0.446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,1,"Ceboidea"
"804","pop","Saguinus_imperator","Saguinus","Emperor Tamarin","Zoobotanical Rio Branco Park, Brazil","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,2,1,"wp","MFF","FFMM",0.5,"groups","one","none","AR",0.417,0.446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,1,"Ceboidea"
"806","sp","Saguinus_labiatus","Saguinus","Red-bellied Tamarin"," ","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,5,4,NA,NA,NA,NA,NA,NA,2,9,NA,"bp","FMM","FMM",0.555555556,"groups","one","none","AR",0.503,0.515,0.505,0.036769553,NA,NA,58,NA,NA,NA,11,NA,NA,NA,NA,NA,0.444444444,3,"Ceboidea"
"807","pop","Saguinus_labiatus","Saguinus","Red-bellied Tamarin","South and West of Cobija, Bolivia","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,"none","FFMM","FFMM",1,"groups","one","none","AR",0.503,0.515,0.505,0.036769553,NA,NA,58,NA,NA,NA,11,NA,NA,NA,NA,NA,0,0,"Ceboidea"
"808","pop","Saguinus_labiatus","Saguinus","Red-bellied Tamarin","Tahuamanu Biological Station, Bolivia","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,5,3,NA,NA,NA,NA,NA,NA,NA,8,1,"wp","FMM","FMM",0.625,"groups","one","none","AR",0.503,0.515,0.505,0.036769553,NA,NA,58,NA,NA,NA,11,NA,NA,NA,NA,NA,0.375,3,"Ceboidea"
"813","sp","Saguinus_mystax","Saguinus","Mustached Tamarin"," ","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,2,NA,1,13,26,NA,NA,NA,NA,NA,NA,6,42,NA,"both","FFMM","FFMM",0.619047619,"groups","one","yes","AR",0.5563,0.5793,NA,NA,NA,NA,42.3,NA,NA,NA,40.4,NA,NA,NA,NA,NA,0.380952381,16,"Ceboidea"
"814","pop","Saguinus_mystax","Saguinus","Mustached Tamarin","Estacion Biologica Padre Isla, Peru","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,1,8,17,NA,NA,NA,NA,NA,NA,NA,26,2,"wp","FFMM","FFMM",0.653846154,"groups","one","yes","AR",0.5563,0.5793,NA,NA,NA,NA,42.3,NA,NA,NA,40.4,NA,NA,NA,NA,NA,0.346153846,8,"Ceboidea"
"815","pop","Saguinus_mystax","Saguinus","Mustached Tamarin","Estacion Biologica Quebrada Blanco, Peru","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,2,NA,NA,5,11,NA,NA,NA,NA,NA,NA,NA,18,4,"wp","FFMM","FFMM",0.611111111,"groups","one","none","AR",0.5563,0.5793,NA,NA,NA,NA,42.3,NA,NA,NA,40.4,NA,NA,NA,NA,NA,0.388888889,7,"Ceboidea"
"817","sp","Leontocebus_nigricollis","Saguinus","Black Mantled Tamarin"," ","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,7,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,8,NA,"wp","MF","MF",0.875,"groups","one","none",NA,NA,NA,0.464,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.125,1,"Ceboidea"
"818","pop","Leontocebus_nigricollis","Saguinus","Black Mantled Tamarin","Cuyabeno, Ecuador","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,7,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,8,1,"wp","MF","MF",0.875,"groups","one","none",NA,NA,NA,0.464,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.125,1,"Ceboidea"
"819","sp","Saguinus_oedipus","Saguinus","Cotton-top Tamarin"," ","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,2,17,2,NA,NA,NA,NA,NA,1,19,NA,"wp","FFMM","FFMM",0.894736842,"groups","one","none","AR",0.4185,0.425,NA,0.012020815,0.007071068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.105263158,2,"Ceboidea"
"820","pop","Saguinus_oedipus","Saguinus","Cotton-top Tamarin","Estacion Experimental de Fauna Silvestre de Coloso, Colombia","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,2,17,2,NA,NA,NA,NA,NA,NA,19,1,"wp","FFMM","FFMM",0.894736842,"groups","one","none","AR",0.4185,0.425,NA,0.012020815,0.007071068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.105263158,2,"Ceboidea"
"824","sp","Saimiri_sciureus","Saimiri","Guianan Squirrel Monkey"," ","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,"none","FFMM","FFMM",1,"groups","one","none","AR",0.796,0.79275,NA,0.079195959,0.223092189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Ceboidea"
"825","pop","Saimiri_sciureus","Saimiri","Guianan Squirrel Monkey","Ananim Village, Brazil","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,"none","FFMM","FFMM",1,"groups","one","none","AR",0.796,0.79275,NA,0.079195959,0.223092189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Ceboidea"
"828","sp","Sapajus_apella","Sapajus","Cuianan Brown Capuchin"," ","Forest_Wetland_Savanna",1,1,"both",3,"Diurnal",NA,NA,NA,NA,NA,NA,NA,2,NA,5,NA,NA,NA,NA,NA,NA,6,7,6,"both","FFMM","FFMM",0.714285714,"groups","one","none","AR",3.725,3,NA,0.247487373,NA,NA,65.45,7.45,2.3,4.6,24.6,20.57680733,5.586143571,1.697056275,1.555634919,NA,0.285714286,2,"Ceboidea"
"829","pop","Sapajus_apella","Sapajus","Cuianan Brown Capuchin","Central Suriname Nature Reserve","Forest_Wetland",0,1,"closed",2,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,"none","FFMM","FFMM",1,"groups","one","none","AR",3.725,3,NA,0.247487373,NA,NA,65.45,7.45,2.3,4.6,24.6,20.57680733,5.586143571,1.697056275,1.555634919,NA,0,0,"Ceboidea"
"830","pop","Sapajus_apella","Sapajus","Cuianan Brown Capuchin","Cocha cashu biological station, Peru","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,"none","FFMM","FFMM",1,"groups","one","none","AR",3.725,3,NA,0.247487373,NA,NA,65.45,7.45,2.3,4.6,24.6,20.57680733,5.586143571,1.697056275,1.555634919,NA,0,0,"Ceboidea"
"831","pop","Sapajus_apella","Sapajus","Cuianan Brown Capuchin","Iguazu national park, Argentina","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,3,2,"wp","FFMM","FFMM",0.666666667,"groups","one","none","AR",3.725,3,NA,0.247487373,NA,NA,65.45,7.45,2.3,4.6,24.6,20.57680733,5.586143571,1.697056275,1.555634919,NA,0.333333333,0,"Ceboidea"
"832","pop","Sapajus_apella","Sapajus","Cuianan Brown Capuchin","Nouragues Field Station French, Guiana","Forest_Savanna_Wetland",1,1,"both",3,"Diurnal",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"none","MFF","MFF",1,"groups","one","none","AR",3.725,3,NA,0.247487373,NA,NA,65.45,7.45,2.3,4.6,24.6,20.57680733,5.586143571,1.697056275,1.555634919,NA,0,0,"Ceboidea"
"833","pop","Sapajus_apella","Sapajus","Cuianan Brown Capuchin","Tiete ecological park, Brazil","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,"none","FFMM","FFMM",1,"groups","one","none","AR",3.725,3,NA,0.247487373,NA,NA,65.45,7.45,2.3,4.6,24.6,20.57680733,5.586143571,1.697056275,1.555634919,NA,0,0,"Ceboidea"
"834","sp","Sapajus_cay","Sapajus","Hooded Capuchin"," ","Forest_Artificial",0,1,"closed",2,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,"none","FFMM","FFMM",1,"groups","one","none","AR",NA,NA,3.25,NA,NA,NA,63.82,NA,7.31,0.4,18.08,NA,NA,NA,NA,NA,0,0,"Ceboidea"
"835","pop","Sapajus_cay","Sapajus","Hooded Capuchin","Rancho Laguna Blanca, Paraguay","Forest_Artificial",0,1,"closed",2,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,"none","FFMM","FFMM",1,"groups","one","none","AR",NA,NA,3.25,NA,NA,NA,63.82,NA,7.31,0.4,18.08,NA,NA,NA,NA,NA,0,0,"Ceboidea"
"836","sp","Sapajus_flavius","Sapajus","Blond Capuchin"," ","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,"none","FFMM","FFMM",1,"groups","one","none","AR",2.69438,2.03333,NA,NA,NA,NA,53,1.1,5.3,3.6,21,NA,NA,NA,NA,NA,0,0,"Ceboidea"
"837","pop","Sapajus_flavius","Sapajus","Blond Capuchin","Mata dos macacos, Brazil","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,"none","FFMM","FFMM",1,"groups","one","none","AR",2.69438,2.03333,NA,NA,NA,NA,53,1.1,5.3,3.6,21,NA,NA,NA,NA,NA,0,0,"Ceboidea"
"838","sp","Sapajus_libidinosus","Sapajus","Bearded Capuchin"," ","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,3,3,NA,"none","FFMM","FFMM",1,"groups","one","none","AR",3.1,1.975,2.537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Ceboidea"
