Row,sp.pop,Genus_species,Common_name,Population,Habitat_type,Habitat_open,Habitat_closed,Habitat_cat,Habitat_heterogenity,Activity_pattern,DisperseM,DisperseF,solitaryM,solitaryF,Solitary,MF,MF_adult_off,MFF,FMM,FFMM,FF,MM,Sex_specific_group,Sex_specific_solitaryM,Sex_specific_solitaryF,Sibling,Nbr_of_studies,Nbr_social_units,Nbr_papers_for_each_field_sites,IVSO,Main1,Main2,calculation_main_SO,foraging_style,level_of_society,Disruption,Locomotion,mean_Male_Galan,mean_Female_Galan,mean_other_Galan,sd_Male_Galan,sd_Female_Galan,sd_other_Galan,mean_Fruits_galan,mean_Seeds_galan,mean_Leaves_galan,mean_Flowers_galan,mean_Animal_galan,sd_Fruits_galan,sd_Seeds_galan,sd_Leaves_galan,sd_Flowers_galan,sd_Animals_galan,IVSO_prop,IVSOint,Superfamily,Order,Family,Genus
731,sp,Presbytis_frontata,White-fronted Langur, ,Forest_Wetland,0,1,closed,2,Diurnal,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,none,MF,MF,1,groups, ,none,AR,5.56,5.67,5.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,Cercopithecoidea,Primates,Cercopithecidae,Presbytis
732,pop,Presbytis_frontata,White-fronted Langur,"Mount Dieng, Java Island",Forest_Wetland,0,1,closed,2,Diurnal,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,none,MF,MF,1,groups,one,none,AR,5.56,5.67,5.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,Cercopithecoidea,Primates,Cercopithecidae,Presbytis
733,sp,Presbytis_hosei,Hose's Langur, ,Forest,0,1,closed,1,Diurnal,NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,both,MF,MF,0.666666667,groups,one,none,AR,6.18,5.63,5.9,NA,NA,NA,25,16.7,70,NA,NA,NA,NA,NA,NA,NA,0.333333333,0,Cercopithecoidea,Primates,Cercopithecidae,Presbytis
734,pop,Presbytis_hosei,Hose's Langur,"Wehea Forest, Indonesia",Forest,0,1,closed,1,Diurnal,NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,wp,MF,MF,0.666666667,groups,one,none,AR,6.18,5.63,5.9,NA,NA,NA,25,16.7,70,NA,NA,NA,NA,NA,NA,NA,0.333333333,0,Cercopithecoidea,Primates,Cercopithecidae,Presbytis
735,sp,Presbytis_melalophos,Banded Langur, ,Forest,0,1,closed,1,Diurnal,NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,2,3,NA,wp,MFF,MFF,0.666666667,groups,one,none,AR,6.59,6.47,6.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.333333333,0,Cercopithecoidea,Primates,Cercopithecidae,Presbytis
736,pop,Presbytis_melalophos,Banded Langur,"Way Kambas National Park, Sumatra",Forest,0,1,closed,1,Diurnal,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,2,1,wp,MFF,FFMM,0.5,groups,one,none,AR,6.59,6.47,6.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,1,Cercopithecoidea,Primates,Cercopithecidae,Presbytis
737,pop,Presbytis_melalophos,Banded Langur,"Kuala Lampat, Malaysia",Forest,0,1,closed,1,Diurnal,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,none,MFF,MFF,1,groups,one,none,AR,6.59,6.47,6.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,Cercopithecoidea,Primates,Cercopithecidae,Presbytis
738,sp,Presbytis_natunae,Natuna Leaf Monkey, ,Forest,0,1,closed,1,Diurnal,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,wp,MF,MFF,0.5,groups,one,none,AR,NA,NA,7.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,1,Cercopithecoidea,Primates,Cercopithecidae,Presbytis
739,pop,Presbytis_natunae,Natuna Leaf Monkey,"Bunguran, Indonesia",Forest,0,1,closed,1,Diurnal,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,wp,MF,MFF,0.5,groups,one,none,AR,NA,NA,7.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,1,Cercopithecoidea,Primates,Cercopithecidae,Presbytis
740,sp,Presbytis_potenziani,Mentawai Island Langur, ,Forest_Wetland,0,1,closed,2,Diurnal,NA,NA,NA,NA,NA,13,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,14,NA,bp,MF,MF,0.928571429,groups,one,none,AR,6.14,6.41,6.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.071428571,0,Cercopithecoidea,Primates,Cercopithecidae,Presbytis
741,pop,Presbytis_potenziani,Mentawai Island Langur,"Betumonga, Mentawai Island",Forest,0,1,closed,1,Diurnal,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,1,none,MF,MF,1,groups,one,none,AR,6.14,6.41,6.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,Cercopithecoidea,Primates,Cercopithecidae,Presbytis
742,pop,Presbytis_potenziani,Mentawai Island Langur,"Peleonan Forest, Sumatra",Forest,0,1,closed,1,Diurnal,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,none,MFF,MFF,1,groups,one,none,AR,6.14,6.41,6.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,Cercopithecoidea,Primates,Cercopithecidae,Presbytis
743,sp,Presbytis_rubicunda,Red/Maroon Langur, ,Forest_Wetland,0,1,closed,2,Diurnal,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,3,9,NA,none,MFF,MFF,1,groups,one,none,AR,6.22,6.04,6.13,NA,NA,NA,19.2,30.1,37.6,11.1,NA,NA,NA,NA,NA,NA,0,0,Cercopithecoidea,Primates,Cercopithecidae,Presbytis
744,pop,Presbytis_rubicunda,Red/Maroon Langur,"Sabangau Forest, Indonesia",Forest_Wetland,0,1,closed,2,Diurnal,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,none,MFF,MFF,1,groups,one,yes,AR,6.22,6.04,6.13,NA,NA,NA,19.2,30.1,37.6,11.1,NA,NA,NA,NA,NA,NA,0,0,Cercopithecoidea,Primates,Cercopithecidae,Presbytis
745,pop,Presbytis_rubicunda,Red/Maroon Langur,"Wehea Forest, Indonesia",Forest,0,1,closed,1,Diurnal,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,none,MFF,MFF,1,groups,one,none,AR,6.22,6.04,6.13,NA,NA,NA,19.2,30.1,37.6,11.1,NA,NA,NA,NA,NA,NA,0,0,Cercopithecoidea,Primates,Cercopithecidae,Presbytis
746,pop,Presbytis_rubicunda,Red/Maroon Langur,"Sabah, Borneo",Forest,0,1,closed,1,Diurnal,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,none,MFF,MFF,1,groups,one,none,AR,6.22,6.04,6.13,NA,NA,NA,19.2,30.1,37.6,11.1,NA,NA,NA,NA,NA,NA,0,0,Cercopithecoidea,Primates,Cercopithecidae,Presbytis
748,sp,Presbytis_thomasi,Thomas' Langur, ,Forest,0,1,closed,1,Diurnal,NA,NA,NA,NA,NA,1,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,3,30,NA,wp,MFF,MFF,0.966666667,groups,one,yes,AR,6.77,6.69,6.73,NA,NA,NA,36.1,NA,44.2,3.6,6.4,NA,NA,NA,NA,NA,0.033333333,0,Cercopithecoidea,Primates,Cercopithecidae,Presbytis
749,pop,Presbytis_thomasi,Thomas' Langur,"Gunung Leuser National Park, Indonesia",Forest,0,1,closed,1,Diurnal,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,1,wp,MFF,MFF,1,groups,one,none,AR,6.77,6.69,6.73,NA,NA,NA,36.1,NA,44.2,3.6,6.4,NA,NA,NA,NA,NA,0,0,Cercopithecoidea,Primates,Cercopithecidae,Presbytis
750,pop,Presbytis_thomasi,Thomas' Langur,"Bukit Lawang, Indonesia",Forest,0,1,closed,1,Diurnal,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,wp,MFF,MFF,1,groups,one,none,AR,6.77,6.69,6.73,NA,NA,NA,36.1,NA,44.2,3.6,6.4,NA,NA,NA,NA,NA,0,0,Cercopithecoidea,Primates,Cercopithecidae,Presbytis
751,pop,Presbytis_thomasi,Thomas' Langur,"Ketambe Research Station, Indonesia",Forest,0,1,closed,1,Diurnal,NA,NA,NA,NA,NA,1,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,1,wp,MFF,MFF,0.928571429,groups,one,yes,AR,6.77,6.69,6.73,NA,NA,NA,36.1,NA,44.2,3.6,6.4,NA,NA,NA,NA,NA,0.071428571,0,Cercopithecoidea,Primates,Cercopithecidae,Presbytis
752,sp,Procolobus_verus,Olive Colobus, ,Forest,0,1,closed,1,Diurnal,1,NA,NA,NA,NA,1,NA,7,2,5,NA,NA,NA,NA,NA,NA,3,15,NA,both,MFF,MFF,0.466666667,groups,one,yes,AR,4.7,4.2,4.45,NA,NA,NA,9,8,80,4,NA,NA,NA,NA,NA,NA,0.533333333,7,Cercopithecoidea,Primates,Cercopithecidae,Procolobus
753,pop,Procolobus_verus,Olive Colobus,"Taï National Park, Ivory Coast",Forest,0,1,closed,1,Diurnal,1,NA,NA,NA,NA,1,NA,7,2,4,NA,NA,NA,NA,NA,NA,2,14,2,wp,MFF,MFF,0.5,groups,one,yes,AR,4.7,4.2,4.45,NA,NA,NA,9,8,80,4,NA,NA,NA,NA,NA,NA,0.5,7,Cercopithecoidea,Primates,Cercopithecidae,Procolobus
754,pop,Procolobus_verus,Olive Colobus,"Tiwai, Sierra Leone",Forest,0,1,closed,1,Diurnal,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,none,FFMM,FFMM,1,groups,one,yes,AR,4.7,4.2,4.45,NA,NA,NA,9,8,80,4,NA,NA,NA,NA,NA,NA,0,0,Cercopithecoidea,Primates,Cercopithecidae,Procolobus
755,sp,Prolemur_simus,Greater Bamboo Lemur, ,Forest,0,1,closed,1,Cathemeral,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,2,NA,wp,MFF,FFMM,0.5,groups,one,none,AR,1.769,2.2,2.085,0.663266161,0.070710678,0.51618795,0.5,NA,NA,1,NA,NA,NA,NA,NA,NA,0.5,1,Lemuroidea,Primates,Lemuridae,Prolemur
756,pop,Prolemur_simus,Greater Bamboo Lemur,"Ranomafana National Park, Madagascar",Forest,0,1,closed,1,Cathemeral,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,2,1,wp,MFF,FFMM,0.5,groups,one,none,AR,1.769,2.2,2.085,0.663266161,0.070710678,0.51618795,0.5,NA,NA,1,NA,NA,NA,NA,NA,NA,0.5,1,Lemuroidea,Primates,Lemuridae,Prolemur
762,sp,Propithecus_edwardsi,Milne-Edwards' Sifaka, , ,0,0,,1,Diurnal,NA,NA,NA,NA,NA,12,NA,13,13,16,NA,NA,NA,NA,NA,NA,3,54,NA,wp,FFMM,FFMM,0.296296296,groups,one,none,AR,5.59,5.895,NA,NA,NA,NA,40,NA,56,3,1,NA,NA,NA,NA,NA,0.703703704,38,Lemuroidea,Primates,Indriidae,Propithecus
763,pop,Propithecus_edwardsi,Milne-Edwards' Sifaka,"Ranomafana National Park, Madagascar",Forest,0,1,closed,1,Diurnal,NA,NA,NA,NA,NA,12,NA,13,13,16,NA,NA,NA,NA,NA,NA,NA,54,3,wp,FFMM,FFMM,0.296296296,groups,one,none,AR,5.59,5.895,NA,NA,NA,NA,40,NA,56,3,1,NA,NA,NA,NA,NA,0.703703704,38,Lemuroidea,Primates,Indriidae,Propithecus
764,sp,Propithecus_perrieri,Perrier's Sifaka, , ,0,0,,1,Diurnal,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,2,NA,wp,MFF,FMM,0.5,groups, ,none,AR,4.22,4.44,4.49,NA,NA,NA,17.5,0.75,50,27.2,NA,NA,NA,NA,NA,NA,0.5,1,Lemuroidea,Primates,Indriidae,Propithecus
765,pop,Propithecus_perrieri,Perrier's Sifaka,"Analerema, Madagascar",Forest,0,1,closed,1,Diurnal,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2,1,wp,MFF,FMM,0.5,groups, ,none,AR,4.22,4.44,4.49,NA,NA,NA,17.5,0.75,50,27.2,NA,NA,NA,NA,NA,NA,0.5,1,Lemuroidea,Primates,Indriidae,Propithecus
767,sp,Propithecus_verreauxi,Verreaux's Sifaka, , ,0,0,,1,Diurnal,NA,1,NA,NA,NA,20,0,14,27,64,1,NA,NA,NA,NA,NA,13,125,NA,both,FFMM,FFMM,0.512,groups,one,none,AR,2.885,2.87,2.91,0.06363961,0.155563492,0.096436508,29.33,7,56.33,9.66,NA,NA,NA,NA,NA,NA,0.488,61,Lemuroidea,Primates,Indriidae,Propithecus
768,pop,Propithecus_verreauxi,Verreaux's Sifaka,"Kirindy Forest, Madagascar",Forest,0,1,closed,1,Diurnal,NA,1,NA,NA,NA,17,NA,8,19,24,1,NA,NA,NA,NA,NA,NA,68,4,wp,FFMM,FFMM,0.352941176,groups,one,none,AR,2.885,2.87,2.91,0.06363961,0.155563492,0.096436508,29.33,7,56.33,9.66,NA,NA,NA,NA,NA,NA,0.647058824,44,Lemuroidea,Primates,Indriidae,Propithecus
769,pop,Propithecus_verreauxi,Verreaux's Sifaka,"Ampijoroa, Madagascar",Forest,0,1,closed,1,Diurnal,NA,NA,NA,NA,NA,1,NA,1,1,5,NA,NA,NA,NA,NA,NA,NA,8,1,wp,FFMM,FFMM,0.625,groups,one,none,AR,2.885,2.87,2.91,0.06363961,0.155563492,0.096436508,29.33,7,56.33,9.66,NA,NA,NA,NA,NA,NA,0.375,3,Lemuroidea,Primates,Indriidae,Propithecus
770,pop,Propithecus_verreauxi,Verreaux's Sifaka,"Hazafotsy, Madagascar",Forest,0,1,closed,1,Diurnal,NA,NA,NA,NA,NA,NA,NA,2,1,2,NA,NA,NA,NA,NA,NA,NA,5,1,wp,MFF,FFMM,0.4,groups,one,none,AR,2.885,2.87,2.91,0.06363961,0.155563492,0.096436508,29.33,7,56.33,9.66,NA,NA,NA,NA,NA,NA,0.6,3,Lemuroidea,Primates,Indriidae,Propithecus
771,pop,Propithecus_verreauxi,Verreaux's Sifaka,"Beza Mahaflahy, Madagascar",Forest,0,1,closed,1,Diurnal,NA,NA,NA,NA,NA,NA,NA,1,NA,4,NA,NA,NA,NA,NA,NA,NA,5,3,wp,FFMM,FFMM,0.8,groups,one,none,AR,2.885,2.87,2.91,0.06363961,0.155563492,0.096436508,29.33,7,56.33,9.66,NA,NA,NA,NA,NA,NA,0.2,0,Lemuroidea,Primates,Indriidae,Propithecus
772,pop,Propithecus_verreauxi,Verreaux's Sifaka,"Berenty, Madagascar",Forest,0,1,closed,1,Diurnal,NA,NA,NA,NA,NA,2,NA,2,6,29,NA,NA,NA,NA,NA,NA,NA,39,4,wp,FFMM,FFMM,0.743589744,groups,ff,none,AR,2.885,2.87,2.91,0.06363961,0.155563492,0.096436508,29.33,7,56.33,9.66,NA,NA,NA,NA,NA,NA,0.256410256,9,Lemuroidea,Primates,Indriidae,Propithecus
774,sp,Pygathrix_nemaeus,Red Shanked Douc, ,Forest,0,1,closed,1,Diurnal,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,1,3,NA,both,FFMM,FFMM,0.666666667,groups,ff,yes,AR,11,8.44,9.72,NA,NA,NA,14,NA,82,4,NA,NA,NA,NA,NA,NA,0.333333333,0,Cercopithecoidea,Primates,Cercopithecidae,Pygathrix
775,pop,Pygathrix_nemaeus,Red Shanked Douc,"Hin Namno Nationa lProtected Area, Lao PDR",Forest,0,1,closed,1,Diurnal,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,3,1,wp,FFMM,FFMM,0.666666667,groups,one,yes,AR,11,8.44,9.72,NA,NA,NA,14,NA,82,4,NA,NA,NA,NA,NA,NA,0.333333333,0,Cercopithecoidea,Primates,Cercopithecidae,Pygathrix
776,sp,Pygathrix_nigripes,Black Shanked Douc, ,Forest,0,1,closed,1,Diurnal,1,NA,NA,NA,NA,NA,NA,6,NA,12,NA,NA,NA,NA,NA,NA,2,18,NA,wp,FFMM,FFMM,0.666666667,groups,both,none,AR,11.05,8.7,NA,NA,NA,NA,29,NA,54,14,NA,NA,NA,NA,NA,NA,0.333333333,5,Cercopithecoidea,Primates,Cercopithecidae,Pygathrix
777,pop,Pygathrix_nigripes,Black Shanked Douc,"Nui Chua National Park, Vietnam",Forest,0,1,closed,1,Diurnal,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,none,FFMM,FFMM,1,groups,one,none,AR,11.05,8.7,NA,NA,NA,NA,29,NA,54,14,NA,NA,NA,NA,NA,NA,0,0,Cercopithecoidea,Primates,Cercopithecidae,Pygathrix
778,pop,Pygathrix_nigripes,Black Shanked Douc,"Phuoc Binh National Park, Vietnam",Forest,0,1,closed,1,Diurnal,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,none,FFMM,FFMM,1,groups,one,none,AR,11.05,8.7,NA,NA,NA,NA,29,NA,54,14,NA,NA,NA,NA,NA,NA,0,0,Cercopithecoidea,Primates,Cercopithecidae,Pygathrix
779,pop,Pygathrix_nigripes,Black Shanked Douc,"Seima Biodiversity Conservation Area, Cambodia",Forest,0,1,closed,1,Diurnal,1,NA,NA,NA,NA,NA,NA,6,NA,10,NA,NA,NA,NA,NA,NA,NA,16,1,wp,FFMM,FFMM,0.625,groups,both,none,AR,11.05,8.7,NA,NA,NA,NA,29,NA,54,14,NA,NA,NA,NA,NA,NA,0.375,6,Cercopithecoidea,Primates,Cercopithecidae,Pygathrix
780,sp,Rhinopithecus_avunculus,Tonkin Snub-Nosed Monkey, ,Forest,0,1,closed,1,Diurnal,NA,NA,NA,NA,NA,NA,NA,8,NA,6,NA,NA,NA,NA,NA,NA,2,14,NA,wp,MFF,MFF,0.571428571,groups,ml,none,AR,14,8.5,NA,NA,NA,NA,10.17,8.47,52.53,10.17,NA,NA,NA,NA,NA,NA,0.428571429,6,Cercopithecoidea,Primates,Cercopithecidae,Rhinopithecus
781,pop,Rhinopithecus_avunculus,Tonkin Snub-Nosed Monkey,"Na Hang, Vietnam",Forest,0,1,closed,1,Diurnal,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,none,MFF,MFF,1,groups,ml,none,AR,14,8.5,NA,NA,NA,NA,10.17,8.47,52.53,10.17,NA,NA,NA,NA,NA,NA,0,0,Cercopithecoidea,Primates,Cercopithecidae,Rhinopithecus
782,pop,Rhinopithecus_avunculus,Tonkin Snub-Nosed Monkey,"Khau Ca Forest, Vietnam",Forest,0,1,closed,1,Diurnal,NA,NA,NA,NA,NA,NA,NA,5,NA,6,NA,NA,NA,NA,NA,NA,NA,11,1,wp,FFMM,FFMM,0.545454545,groups,ml,none,AR,14,8.5,NA,NA,NA,NA,10.17,8.47,52.53,10.17,NA,NA,NA,NA,NA,NA,0.454545455,5,Cercopithecoidea,Primates,Cercopithecidae,Rhinopithecus
783,sp,Rhinopithecus_bieti,Yunnan/Black-and-White Snub-Nosed Langur, ,Forest_Rocky,1,1,both,2,Diurnal,5,NA,NA,NA,NA,1,NA,94,NA,6,NA,NA,NA,NA,NA,NA,6,101,NA,bp,MFF,MFF,0.930693069,groups, ,none,BOTH,15,9.96,12.48,NA,NA,NA,NA,NA,91,NA,NA,NA,NA,NA,NA,NA,0.069306931,7,Cercopithecoidea,Primates,Cercopithecidae,Rhinopithecus
784,pop,Rhinopithecus_bieti,Yunnan/Black-and-White Snub-Nosed Langur,"Wuyapiya, China",Forest,0,1,closed,1,Diurnal,5,NA,NA,NA,NA,NA,NA,18,NA,1,NA,NA,NA,NA,NA,NA,NA,19,1,wp,MFF,MFF,0.947368421,groups,both,yes,BOTH,15,9.96,12.48,NA,NA,NA,NA,NA,91,NA,NA,NA,NA,NA,NA,NA,0.052631579,1,Cercopithecoidea,Primates,Cercopithecidae,Rhinopithecus
785,pop,Rhinopithecus_bieti,Yunnan/Black-and-White Snub-Nosed Langur,"Honglaxueshan National Nature Reserve, Tibet",Forest,0,1,closed,1,Diurnal,NA,NA,NA,NA,NA,NA,NA,15,NA,4,NA,NA,NA,NA,NA,NA,NA,19,1,wp,MFF,MFF,0.789473684,groups,both,none,BOTH,15,9.96,12.48,NA,NA,NA,NA,NA,91,NA,NA,NA,NA,NA,NA,NA,0.210526316,4,Cercopithecoidea,Primates,Cercopithecidae,Rhinopithecus
786,pop,Rhinopithecus_bieti,Yunnan/Black-and-White Snub-Nosed Langur,"Deqin, China",Forest,0,1,closed,1,Diurnal,NA,NA,NA,NA,NA,1,NA,15,NA,1,NA,NA,NA,NA,NA,NA,NA,17,1,wp,MFF,MFF,0.882352941,groups,ml,none,BOTH,15,9.96,12.48,NA,NA,NA,NA,NA,91,NA,NA,NA,NA,NA,NA,NA,0.117647059,2,Cercopithecoidea,Primates,Cercopithecidae,Rhinopithecus
787,pop,Rhinopithecus_bieti,Yunnan/Black-and-White Snub-Nosed Langur,"Yunnan, China",Forest_Rocky,1,1,both,2,Diurnal,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,3,none,MFF,MFF,1,groups,both,none,BOTH,15,9.96,12.48,NA,NA,NA,NA,NA,91,NA,NA,NA,NA,NA,NA,NA,0,0,Cercopithecoidea,Primates,Cercopithecidae,Rhinopithecus
788,sp,Rhinopithecus_brelichi,Gray Snub-Nosed Monkey, ,Forest,0,1,closed,1,Diurnal,NA,NA,NA,NA,NA,2,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,2,15,NA,wp,MFF,MFF,0.866666667,groups,both,yes,BOTH,14.5,8,NA,NA,NA,NA,35,NA,58,28,NA,NA,NA,NA,NA,NA,0.133333333,1,Cercopithecoidea,Primates,Cercopithecidae,Rhinopithecus
789,pop,Rhinopithecus_brelichi,Gray Snub-Nosed Monkey,"Gizhou, China",Forest,0,1,closed,1,Diurnal,NA,NA,NA,NA,NA,2,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,2,wp,MFF,MFF,0.866666667,groups,both,yes,BOTH,14.5,8,NA,NA,NA,NA,35,NA,58,28,NA,NA,NA,NA,NA,NA,0.133333333,1,Cercopithecoidea,Primates,Cercopithecidae,Rhinopithecus
790,sp,Rhinopithecus_roxellana,Golden Snub-Nosed Monkey, ,Forest,0,1,closed,1,Diurnal,2,NA,NA,NA,NA,1,NA,48,NA,NA,NA,NA,NA,NA,NA,NA,9,49,NA,wp,MFF,MFF,0.979591837,groups, ,none,BOTH,17.9,11.6,14.75,NA,NA,NA,NA,14.57,80.86,1.13,NA,NA,NA,NA,NA,NA,0.020408163,0,Cercopithecoidea,Primates,Cercopithecidae,Rhinopithecus
791,pop,Rhinopithecus_roxellana,Golden Snub-Nosed Monkey,"Minshan Mountain, China",Forest,0,1,closed,1,Diurnal,1,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,1,wp,MFF,MFF,1,groups,both,none,BOTH,17.9,11.6,14.75,NA,NA,NA,NA,14.57,80.86,1.13,NA,NA,NA,NA,NA,NA,0,0,Cercopithecoidea,Primates,Cercopithecidae,Rhinopithecus
792,pop,Rhinopithecus_roxellana,Golden Snub-Nosed Monkey,"Qinling Mountains, China",Forest,0,1,closed,1,Diurnal,1,NA,NA,NA,NA,1,NA,36,NA,2,NA,7,NA,NA,NA,NA,NA,39,7,wp,MFF,MFF,0.923076923,groups,both,none,BOTH,17.9,11.6,14.75,NA,NA,NA,NA,14.57,80.86,1.13,NA,NA,NA,NA,NA,NA,0.076923077,3,Cercopithecoidea,Primates,Cercopithecidae,Rhinopithecus
793,sp,Rhinopithecus_strykeri,Burmese Snub-Nosed Monkey, ,Forest,0,1,closed,1,Diurnal,1,NA,NA,NA,NA,NA,NA,5,NA,3,NA,NA,NA,NA,NA,NA,1,8,NA,wp,MFF,MFF,0.625,groups,ml,none,BOTH,14,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.375,3,Cercopithecoidea,Primates,Cercopithecidae,Rhinopithecus
794,pop,Rhinopithecus_strykeri,Burmese Snub-Nosed Monkey,"Yunnan, China",Forest,0,1,closed,1,Diurnal,1,NA,NA,NA,NA,NA,NA,5,NA,3,NA,NA,NA,NA,NA,NA,NA,8,1,wp,MFF,MFF,0.625,groups,ml,none,BOTH,14,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.375,3,Cercopithecoidea,Primates,Cercopithecidae,Rhinopithecus
795,sp,Rungwecebus_kipunji,Kipunji/Highland Mangabey, ,Forest,0,1,closed,1,Diurnal,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,none,FFMM,FFMM,1,groups, ,none,AR,10,NA,10,NA,NA,NA,27,NA,34,9,NA,NA,NA,NA,NA,NA,0,0,Cercopithecoidea,Primates,Cercopithecidae,Rungwecebus
796,pop,Rungwecebus_kipunji,Kipunji/Highland Mangabey,"Southern Higland, Tanzania",Forest,0,1,closed,1,Diurnal,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,none,FFMM,FFMM,1,groups,one,none,AR,10,NA,10,NA,NA,NA,27,NA,34,9,NA,NA,NA,NA,NA,NA,0,0,Cercopithecoidea,Primates,Cercopithecidae,Rungwecebus
798,sp,Leontocebus_nigricollis,Brown Mantled Tamarin, , ,0,0,,1,Diurnal,4,NA,NA,NA,NA,9,NA,12,13,11,1,1,1,NA,NA,NA,5,46,NA,both,FMM,FMM,0.282608696,groups,one,none,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.717391304,32,Ceboidea,Primates,Cebidae,Leontocebus
799,pop,Leontocebus_nigricollis,Brown Mantled Tamarin,"Cocha Cashu Biological Station, Peru",Forest,0,1,closed,1,Diurnal,4,NA,NA,NA,NA,9,NA,11,11,8,1,1,1,NA,NA,NA,NA,40,3,wp,MFF,FMM,0.275,groups,one,none,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.725,29,Ceboidea,Primates,Cebidae,Leontocebus
